idu,tier_v2,commune,surface_m2,road_len_m,classe
97403000AR1279,a_creuser,Entre-Deux,670,79,mutation_dvf
97403000AS1646,a_creuser,Entre-Deux,512,52,mutation_dvf
97404000AL0940,a_creuser,L'Étang-Salé,537,48,mutation_dvf
97404000AL0942,a_creuser,L'Étang-Salé,2468,314,mutation_dvf
97406000AI1062,a_creuser,La Plaine-des-Palmistes,410,85,mutation_dvf
97406000AV1022,a_creuser,La Plaine-des-Palmistes,1065,156,mutation_dvf
97408000AC3428,a_creuser,La Possession,395,33,mutation_dvf
97408000AM0419,a_creuser,La Possession,1576,171,mutation_dvf
97408000AM0639,a_creuser,La Possession,827,83,mutation_dvf
97408000AM0909,a_creuser,La Possession,332,33,mutation_dvf
97408000AN1404,a_creuser,La Possession,1422,200,mutation_dvf
97408000AN1484,a_creuser,La Possession,341,40,mutation_dvf
97408000AO0327,a_creuser,La Possession,1415,125,mutation_dvf
97408000AP1674,a_creuser,La Possession,429,37,mutation_dvf
97408000AR0862,chaude,La Possession,5492,744,mutation_dvf
97408000AT1631,a_creuser,La Possession,4520,486,mutation_dvf
97408000AT2039,chaude,La Possession,1494,190,mutation_dvf
97422000AK0772,a_creuser,Le Tampon,1605,205,mutation_dvf
97422000AV0553,a_creuser,Le Tampon,204,37,mutation_dvf
97422000BD3280,a_creuser,Le Tampon,295,47,mutation_dvf
97422000BH1572,a_creuser,Le Tampon,1202,177,mutation_dvf
97422000BK2236,a_creuser,Le Tampon,400,61,mutation_dvf
97422000BP0907,a_creuser,Le Tampon,1938,183,mutation_dvf
97422000BV2041,a_creuser,Le Tampon,365,49,mutation_dvf
97422000CX1171,a_creuser,Le Tampon,328,42,mutation_dvf
97401000AN0760,a_creuser,Les Avirons,1416,177,mutation_dvf
97423000AH1780,a_creuser,Les Trois-Bassins,346,46,mutation_dvf
97423000AI0538,a_creuser,Les Trois-Bassins,742,120,mutation_dvf
97405000AL1523,a_creuser,Petite-Île,1295,213,mutation_dvf
97405000AO0509,a_creuser,Petite-Île,624,73,mutation_dvf
97405000AW0934,a_creuser,Petite-Île,1135,187,mutation_dvf
97405000AW1076,a_creuser,Petite-Île,2976,261,mutation_dvf
97405000AX0320,a_creuser,Petite-Île,609,53,mutation_dvf
97409000AM0620,a_creuser,Saint-André,383,63,mutation_dvf
97409000AS1705,a_creuser,Saint-André,394,66,mutation_dvf
97409000AX0526,a_creuser,Saint-André,211,37,mutation_dvf
97409000AY1051,a_creuser,Saint-André,926,130,mutation_dvf
97409000BM0634,a_creuser,Saint-André,417,56,mutation_dvf
97409000BM0984,a_creuser,Saint-André,321,68,mutation_dvf
97409000BM0997,a_creuser,Saint-André,289,36,mutation_dvf
97409000BN0216,a_creuser,Saint-André,326,58,mutation_dvf
97409000BR0114,a_creuser,Saint-André,683,61,mutation_dvf
97410000AC0583,a_creuser,Saint-Benoît,955,101,mutation_dvf
97410000AT1076,a_creuser,Saint-Benoît,294,60,mutation_dvf
97410000AV0389,a_creuser,Saint-Benoît,904,102,mutation_dvf
97410000BE0558,a_creuser,Saint-Benoît,570,69,mutation_dvf
97410000BH0640,a_creuser,Saint-Benoît,567,95,mutation_dvf
97410000BX1757,a_creuser,Saint-Benoît,276,41,mutation_dvf
97411000AW0265,a_creuser,Saint-Denis,723,128,mutation_dvf
97411000AY0558,a_creuser,Saint-Denis,299,57,mutation_dvf
97411000BD0563,a_creuser,Saint-Denis,361,46,mutation_dvf
97411000BH0111,a_creuser,Saint-Denis,1010,150,mutation_dvf
97411000BH0236,a_creuser,Saint-Denis,250,36,mutation_dvf
97411000BH0292,a_creuser,Saint-Denis,564,88,mutation_dvf
97411000BH0361,a_creuser,Saint-Denis,617,74,mutation_dvf
97411000BZ0422,a_creuser,Saint-Denis,2314,251,mutation_dvf
97411000CI0176,a_creuser,Saint-Denis,419,76,mutation_dvf
97411000DV0061,a_creuser,Saint-Denis,414,37,mutation_dvf
97411000DV0068,a_creuser,Saint-Denis,266,33,mutation_dvf
97411000DV0071,a_creuser,Saint-Denis,943,122,mutation_dvf
97411000DX0003,a_creuser,Saint-Denis,316,39,mutation_dvf
97411000EK0060,a_creuser,Saint-Denis,396,63,mutation_dvf
97411000EK0090,a_creuser,Saint-Denis,268,48,mutation_dvf
97411000EZ0017,a_creuser,Saint-Denis,2709,302,mutation_dvf
97411000EZ0088,a_creuser,Saint-Denis,278,42,mutation_dvf
97411000HB0167,a_creuser,Saint-Denis,1782,160,mutation_dvf
97411000HB0371,chaude,Saint-Denis,2206,235,mutation_dvf
97411000HE0066,a_creuser,Saint-Denis,487,86,mutation_dvf
97411000HO0011,a_creuser,Saint-Denis,436,94,mutation_dvf
97411000HW0179,a_creuser,Saint-Denis,443,75,mutation_dvf
97411000HX0135,a_creuser,Saint-Denis,319,57,mutation_dvf
97411000IC0364,a_creuser,Saint-Denis,1483,260,mutation_dvf
97411000IH0185,a_creuser,Saint-Denis,1268,214,mutation_dvf
97411000IH0407,a_creuser,Saint-Denis,322,30,mutation_dvf
97411000IL0182,a_creuser,Saint-Denis,444,85,mutation_dvf
97411000IT0591,a_creuser,Saint-Denis,251,42,mutation_dvf
97411000IW0117,a_creuser,Saint-Denis,834,115,mutation_dvf
97411000IW0123,a_creuser,Saint-Denis,459,43,mutation_dvf
97411000IW0133,a_creuser,Saint-Denis,243,36,mutation_dvf
97411000IW0255,a_creuser,Saint-Denis,1476,169,mutation_dvf
97411000KC0315,a_creuser,Saint-Denis,2532,256,mutation_dvf
97412000AV0975,a_creuser,Saint-Joseph,523,114,mutation_dvf
97412000BC0749,a_creuser,Saint-Joseph,218,37,mutation_dvf
97412000BK0970,a_creuser,Saint-Joseph,847,94,mutation_dvf
97412000BK1342,a_creuser,Saint-Joseph,299,44,mutation_dvf
97412000BM0363,a_creuser,Saint-Joseph,388,40,mutation_dvf
97412000BP0492,a_creuser,Saint-Joseph,322,60,mutation_dvf
97412000BT0679,a_creuser,Saint-Joseph,205,51,mutation_dvf
97412000BX1212,a_creuser,Saint-Joseph,323,42,mutation_dvf
97412000CD0781,a_creuser,Saint-Joseph,592,50,mutation_dvf
97412000CV0683,a_creuser,Saint-Joseph,344,60,mutation_dvf
97412000CZ1052,a_creuser,Saint-Joseph,344,31,mutation_dvf
97413000AC0848,a_creuser,Saint-Leu,485,42,mutation_dvf
97413000BM0715,chaude,Saint-Leu,895,124,mutation_dvf
97413000BM0791,a_creuser,Saint-Leu,465,61,mutation_dvf
97413000CA0170,a_creuser,Saint-Leu,2140,178,mutation_dvf
97413000CI0573,a_creuser,Saint-Leu,277,36,mutation_dvf
97413000CN0821,a_creuser,Saint-Leu,1150,178,mutation_dvf
97413000CN1039,a_creuser,Saint-Leu,338,83,mutation_dvf
97413000CR1108,a_creuser,Saint-Leu,355,45,mutation_dvf
97413000CT0364,a_creuser,Saint-Leu,433,43,mutation_dvf
97413000CX1157,a_creuser,Saint-Leu,314,48,mutation_dvf
97413000CX2870,a_creuser,Saint-Leu,361,35,mutation_dvf
97413000CX2892,a_creuser,Saint-Leu,244,53,mutation_dvf
97413000CX2893,chaude,Saint-Leu,1292,191,mutation_dvf
97413000CX2896,chaude,Saint-Leu,1323,199,mutation_dvf
97413000CX2897,chaude,Saint-Leu,2411,249,mutation_dvf
97413000DE2172,a_creuser,Saint-Leu,216,33,mutation_dvf
97414000DT0270,a_creuser,Saint-Louis,524,64,mutation_dvf
97414000EK0274,a_creuser,Saint-Louis,890,80,mutation_dvf
97414000EM0989,a_creuser,Saint-Louis,898,95,mutation_dvf
97414000EM0993,a_creuser,Saint-Louis,372,33,mutation_dvf
97414000EN2862,a_creuser,Saint-Louis,980,96,mutation_dvf
97414000EN2984,a_creuser,Saint-Louis,952,140,mutation_dvf
97414000ES0721,chaude,Saint-Louis,1052,88,mutation_dvf
97414000ET1190,a_creuser,Saint-Louis,700,149,mutation_dvf
97414000ET1269,a_creuser,Saint-Louis,184,40,mutation_dvf
97414000ET1356,a_creuser,Saint-Louis,234,47,mutation_dvf
97414000ET1881,a_creuser,Saint-Louis,256,50,mutation_dvf
97414000ET2181,a_creuser,Saint-Louis,444,55,mutation_dvf
97414000HH0382,a_creuser,Saint-Louis,347,54,mutation_dvf
97414000HI1616,a_creuser,Saint-Louis,192,38,mutation_dvf
97414000HL0574,a_creuser,Saint-Louis,283,38,mutation_dvf
97415000AS1920,a_creuser,Saint-Paul,571,74,mutation_dvf
97415000AV0361,chaude,Saint-Paul,2336,262,mutation_dvf
97415000AV0362,chaude,Saint-Paul,1506,163,mutation_dvf
97415000AV0369,a_creuser,Saint-Paul,362,34,mutation_dvf
97415000AW1764,a_creuser,Saint-Paul,646,74,mutation_dvf
97415000AW1816,a_creuser,Saint-Paul,516,71,mutation_dvf
97415000AX0286,a_creuser,Saint-Paul,338,54,mutation_dvf
97415000AY0144,chaude,Saint-Paul,12447,1161,mutation_dvf
97415000AZ1818,a_creuser,Saint-Paul,347,46,mutation_dvf
97415000BV1441,a_creuser,Saint-Paul,390,46,mutation_dvf
97415000BW1022,a_creuser,Saint-Paul,1518,154,mutation_dvf
97415000BW1307,a_creuser,Saint-Paul,366,51,mutation_dvf
97415000BW1315,a_creuser,Saint-Paul,269,43,mutation_dvf
97415000BW2148,a_creuser,Saint-Paul,324,36,mutation_dvf
97415000BX0276,a_creuser,Saint-Paul,737,63,mutation_dvf
97415000CH3372,a_creuser,Saint-Paul,425,51,mutation_dvf
97415000CI0532,a_creuser,Saint-Paul,1083,112,mutation_dvf
97415000CK0912,chaude,Saint-Paul,972,122,mutation_dvf
97415000CL0451,a_creuser,Saint-Paul,262,37,mutation_dvf
97415000CM0833,a_creuser,Saint-Paul,406,85,mutation_dvf
97415000CP0737,a_creuser,Saint-Paul,1179,207,mutation_dvf
97415000CP0973,chaude,Saint-Paul,1471,158,mutation_dvf
97415000CP0974,a_creuser,Saint-Paul,335,56,mutation_dvf
97415000CT1213,chaude,Saint-Paul,1253,132,mutation_dvf
97415000CT2431,a_creuser,Saint-Paul,451,66,mutation_dvf
97415000CV0703,a_creuser,Saint-Paul,447,87,mutation_dvf
97415000CV1296,a_creuser,Saint-Paul,726,151,mutation_dvf
97415000CX0802,chaude,Saint-Paul,2534,215,mutation_dvf
97415000CY1041,chaude,Saint-Paul,2690,282,mutation_dvf
97415000CY1060,chaude,Saint-Paul,607,56,mutation_dvf
97415000DP0499,a_creuser,Saint-Paul,167,33,mutation_dvf
97415000DR0538,chaude,Saint-Paul,1031,191,mutation_dvf
97415000EP0871,a_creuser,Saint-Paul,350,47,mutation_dvf
97415000ER1589,a_creuser,Saint-Paul,1071,126,mutation_dvf
97415000EY0829,a_creuser,Saint-Paul,1064,130,mutation_dvf
97415000HP0389,a_creuser,Saint-Paul,105,37,mutation_dvf
97416000CT0965,a_creuser,Saint-Pierre,423,47,mutation_dvf
97416000CV2367,a_creuser,Saint-Pierre,634,61,mutation_dvf
97416000CW0457,a_creuser,Saint-Pierre,517,44,mutation_dvf
97416000CW1999,a_creuser,Saint-Pierre,473,60,mutation_dvf
97416000CX1356,a_creuser,Saint-Pierre,578,52,mutation_dvf
97416000CX1372,a_creuser,Saint-Pierre,499,67,mutation_dvf
97416000DE1815,a_creuser,Saint-Pierre,937,84,mutation_dvf
97416000ET2002,a_creuser,Saint-Pierre,178,37,mutation_dvf
97416000HO0939,a_creuser,Saint-Pierre,302,46,mutation_dvf
97416000HY1056,a_creuser,Saint-Pierre,266,47,mutation_dvf
97416000HY1565,a_creuser,Saint-Pierre,1515,144,mutation_dvf
97418000AR1049,a_creuser,Sainte-Marie,832,89,mutation_dvf
97418000AV1575,chaude,Sainte-Marie,1235,152,mutation_dvf
97418000AX0068,a_creuser,Sainte-Marie,592,121,mutation_dvf
97418000AY0416,a_creuser,Sainte-Marie,2017,190,mutation_dvf
97418000AY0495,a_creuser,Sainte-Marie,1521,180,mutation_dvf
97418000BT0371,a_creuser,Sainte-Marie,228,42,mutation_dvf
97418000BV0483,a_creuser,Sainte-Marie,1847,292,mutation_dvf
97418000BV0485,a_creuser,Sainte-Marie,1061,132,mutation_dvf
97418000BV0489,a_creuser,Sainte-Marie,852,123,mutation_dvf
97420000AR0362,a_creuser,Sainte-Suzanne,726,65,mutation_dvf
97420000AS0650,a_creuser,Sainte-Suzanne,174,57,mutation_dvf
97420000BE0596,a_creuser,Sainte-Suzanne,412,100,mutation_dvf
97421000AL0550,a_creuser,Salazie,1397,250,mutation_dvf
97421000AS0278,a_creuser,Salazie,289,49,mutation_dvf
97402000AB0848,a_creuser,Bras-Panon,557,124,pm_privee
97402000AB0941,a_creuser,Bras-Panon,2689,256,pm_privee
97402000AB0976,a_creuser,Bras-Panon,657,78,pm_privee
97402000AB1010,a_creuser,Bras-Panon,716,102,pm_privee
97402000AD1058,a_creuser,Bras-Panon,329,39,pm_privee
97402000AE0363,a_creuser,Bras-Panon,1050,91,pm_privee
97402000AI1135,chaude,Bras-Panon,3468,398,pm_privee
97402000AI1156,a_creuser,Bras-Panon,273,31,pm_privee
97402000AK1431,a_creuser,Bras-Panon,426,46,pm_privee
97402000AK1609,a_creuser,Bras-Panon,383,34,pm_privee
97402000AN0204,a_creuser,Bras-Panon,319,57,pm_privee
97424000AE1523,a_creuser,Cilaos,1032,155,pm_privee
97424000AE1547,a_creuser,Cilaos,1517,161,pm_privee
97424000AM0918,a_creuser,Cilaos,2015,271,pm_privee
97424000AM0922,a_creuser,Cilaos,1514,189,pm_privee
97424000AM0986,a_creuser,Cilaos,1214,186,pm_privee
97403000AP1243,a_creuser,Entre-Deux,662,83,pm_privee
97403000AP1376,a_creuser,Entre-Deux,911,105,pm_privee
97403000AP1457,a_creuser,Entre-Deux,720,67,pm_privee
97403000AP1753,a_creuser,Entre-Deux,265,50,pm_privee
97403000AS1759,a_creuser,Entre-Deux,733,111,pm_privee
97404000AD0865,a_creuser,L'Étang-Salé,2022,314,pm_privee
97404000AL1606,a_creuser,L'Étang-Salé,1022,129,pm_privee
97404000AL1722,a_creuser,L'Étang-Salé,318,48,pm_privee
97404000AM0954,a_creuser,L'Étang-Salé,845,97,pm_privee
97404000AS0169,a_creuser,L'Étang-Salé,418,73,pm_privee
97404000AS0233,a_creuser,L'Étang-Salé,502,89,pm_privee
97404000AS0241,a_creuser,L'Étang-Salé,931,137,pm_privee
97404000AT0452,a_creuser,L'Étang-Salé,188,41,pm_privee
97404000AT0453,a_creuser,L'Étang-Salé,786,94,pm_privee
97404000AT0482,a_creuser,L'Étang-Salé,265,59,pm_privee
97404000AT0638,a_creuser,L'Étang-Salé,252,37,pm_privee
97404000AT0704,a_creuser,L'Étang-Salé,372,34,pm_privee
97404000AT0799,a_creuser,L'Étang-Salé,286,50,pm_privee
97404000AV0221,a_creuser,L'Étang-Salé,672,138,pm_privee
97404000AV0223,a_creuser,L'Étang-Salé,171,43,pm_privee
97404000AW0105,a_creuser,L'Étang-Salé,492,48,pm_privee
97404000AW0166,reserve_fonciere,L'Étang-Salé,2508,288,pm_privee
97404000AW0395,a_creuser,L'Étang-Salé,2496,331,pm_privee
97404000AW0396,a_creuser,L'Étang-Salé,3612,487,pm_privee
97404000AW0500,a_creuser,L'Étang-Salé,265,31,pm_privee
97404000AX0231,a_creuser,L'Étang-Salé,396,40,pm_privee
97404000AX0598,a_creuser,L'Étang-Salé,224,38,pm_privee
97404000AY0018,a_creuser,L'Étang-Salé,371,47,pm_privee
97404000AY0360,a_creuser,L'Étang-Salé,683,84,pm_privee
97404000AZ0021,a_creuser,L'Étang-Salé,1348,161,pm_privee
97406000AC0339,reserve_fonciere,La Plaine-des-Palmistes,3870,353,pm_privee
97406000AC0370,a_creuser,La Plaine-des-Palmistes,3030,304,pm_privee
97406000AD0614,a_creuser,La Plaine-des-Palmistes,1060,91,pm_privee
97406000AD0625,a_creuser,La Plaine-des-Palmistes,1073,139,pm_privee
97406000AH0438,a_creuser,La Plaine-des-Palmistes,1818,185,pm_privee
97406000AI0516,a_creuser,La Plaine-des-Palmistes,1468,135,pm_privee
97406000AI0547,a_creuser,La Plaine-des-Palmistes,668,116,pm_privee
97406000AK0228,a_creuser,La Plaine-des-Palmistes,186,35,pm_privee
97406000AM0793,a_creuser,La Plaine-des-Palmistes,1915,167,pm_privee
97406000AV0876,a_creuser,La Plaine-des-Palmistes,3830,475,pm_privee
97406000AV0968,a_creuser,La Plaine-des-Palmistes,656,120,pm_privee
97406000AV1005,a_creuser,La Plaine-des-Palmistes,455,79,pm_privee
97406000AV1012,a_creuser,La Plaine-des-Palmistes,461,80,pm_privee
97406000AV1118,a_creuser,La Plaine-des-Palmistes,815,69,pm_privee
97408000AC1372,a_creuser,La Possession,3142,301,pm_privee
97408000AC1667,a_creuser,La Possession,303,32,pm_privee
97408000AC2455,a_creuser,La Possession,429,92,pm_privee
97408000AC2940,chaude,La Possession,1081,160,pm_privee
97408000AC2972,chaude,La Possession,4292,445,pm_privee
97408000AC3431,a_creuser,La Possession,2062,195,pm_privee
97408000AC3641,a_creuser,La Possession,305,32,pm_privee
97408000AC3660,a_creuser,La Possession,560,77,pm_privee
97408000AH0233,a_creuser,La Possession,1243,175,pm_privee
97408000AM1254,a_creuser,La Possession,1790,156,pm_privee
97408000AM1256,a_creuser,La Possession,2342,231,pm_privee
97408000AN0885,a_creuser,La Possession,746,64,pm_privee
97408000AN1201,a_creuser,La Possession,3843,463,pm_privee
97408000AN1708,a_creuser,La Possession,1057,110,pm_privee
97408000AN1857,a_creuser,La Possession,420,60,pm_privee
97408000AO1007,a_creuser,La Possession,4040,566,pm_privee
97408000AO1328,a_creuser,La Possession,3135,442,pm_privee
97408000AO1447,a_creuser,La Possession,382,38,pm_privee
97408000AO1639,a_creuser,La Possession,1242,147,pm_privee
97408000AP0293,a_creuser,La Possession,429,39,pm_privee
97408000AP0682,a_creuser,La Possession,384,45,pm_privee
97408000AP0950,a_creuser,La Possession,558,57,pm_privee
97408000AP0961,a_creuser,La Possession,622,59,pm_privee
97408000AP1120,a_creuser,La Possession,993,86,pm_privee
97408000AP1201,a_creuser,La Possession,279,36,pm_privee
97408000AP1225,a_creuser,La Possession,349,33,pm_privee
97408000AP1525,a_creuser,La Possession,5798,511,pm_privee
97408000AP1631,chaude,La Possession,4866,480,pm_privee
97408000AR0414,a_creuser,La Possession,5270,695,pm_privee
97408000AR0880,chaude,La Possession,613,53,pm_privee
97408000AR1051,reserve_fonciere,La Possession,4387,480,pm_privee
97408000AR1203,a_creuser,La Possession,397,53,pm_privee
97408000AS0257,a_creuser,La Possession,3339,334,pm_privee
97408000AS0279,a_creuser,La Possession,1814,239,pm_privee
97408000AS0584,a_creuser,La Possession,2174,223,pm_privee
97408000AS0620,a_creuser,La Possession,4308,417,pm_privee
97408000AT0895,a_creuser,La Possession,2451,237,pm_privee
97408000AV1052,a_creuser,La Possession,177,33,pm_privee
97408000AV1071,a_creuser,La Possession,253,36,pm_privee
97408000BK0297,reserve_fonciere,La Possession,4147,403,pm_privee
97408000BK0298,a_creuser,La Possession,1850,168,pm_privee
97407000AH1288,a_creuser,Le Port,602,73,pm_privee
97407000AI1032,a_creuser,Le Port,343,31,pm_privee
97407000AI1666,a_creuser,Le Port,623,91,pm_privee
97407000AI1727,a_creuser,Le Port,887,98,pm_privee
97407000AI1773,a_creuser,Le Port,728,72,pm_privee
97407000AI1836,a_creuser,Le Port,885,131,pm_privee
97407000AI1860,reserve_fonciere,Le Port,11434,1378,pm_privee
97407000AI1874,reserve_fonciere,Le Port,3635,350,pm_privee
97407000AI1877,a_creuser,Le Port,762,110,pm_privee
97407000AI1890,reserve_fonciere,Le Port,10670,921,pm_privee
97407000AI1892,a_creuser,Le Port,213,34,pm_privee
97407000AK0829,a_creuser,Le Port,1243,127,pm_privee
97407000AO0803,a_creuser,Le Port,302,44,pm_privee
97407000AS0506,a_creuser,Le Port,5273,553,pm_privee
97407000AS0869,a_creuser,Le Port,320,38,pm_privee
97407000AS0907,a_creuser,Le Port,222,42,pm_privee
97407000AS0932,a_creuser,Le Port,1333,121,pm_privee
97407000AS0937,a_creuser,Le Port,165,33,pm_privee
97407000AS0943,a_creuser,Le Port,448,66,pm_privee
97407000AS0971,reserve_fonciere,Le Port,4038,355,pm_privee
97407000AT0086,a_creuser,Le Port,785,87,pm_privee
97407000AV0102,a_creuser,Le Port,2926,257,pm_privee
97407000AY0217,a_creuser,Le Port,721,73,pm_privee
97407000BA0309,a_creuser,Le Port,991,162,pm_privee
97407000BA0371,chaude,Le Port,872,78,pm_privee
97407000BB0007,a_creuser,Le Port,1170,235,pm_privee
97407000BC0422,a_creuser,Le Port,690,77,pm_privee
97407000BC0482,a_creuser,Le Port,1067,100,pm_privee
97407000BC0483,a_creuser,Le Port,885,104,pm_privee
97407000BD0250,a_creuser,Le Port,2795,321,pm_privee
97407000BE0121,reserve_fonciere,Le Port,14028,1326,pm_privee
97407000BE0171,a_creuser,Le Port,265,44,pm_privee
97407000BE0199,a_creuser,Le Port,515,65,pm_privee
97407000BI0074,a_creuser,Le Port,213,41,pm_privee
97407000BI0348,a_creuser,Le Port,323,46,pm_privee
97407000BI0350,chaude,Le Port,683,94,pm_privee
97407000BI0382,a_creuser,Le Port,609,95,pm_privee
97407000BI0396,a_creuser,Le Port,373,47,pm_privee
97407000BI0417,a_creuser,Le Port,1467,206,pm_privee
97407000BL0318,a_creuser,Le Port,356,44,pm_privee
97407000BM0012,a_creuser,Le Port,1348,121,pm_privee
97422000AK0722,a_creuser,Le Tampon,2292,278,pm_privee
97422000AK1016,a_creuser,Le Tampon,2329,231,pm_privee
97422000AP0390,a_creuser,Le Tampon,4060,378,pm_privee
97422000AW0719,a_creuser,Le Tampon,280,51,pm_privee
97422000BD1161,a_creuser,Le Tampon,170,37,pm_privee
97422000BD2012,a_creuser,Le Tampon,490,66,pm_privee
97422000BD2305,a_creuser,Le Tampon,806,103,pm_privee
97422000BD2341,a_creuser,Le Tampon,593,77,pm_privee
97422000BD2347,a_creuser,Le Tampon,593,56,pm_privee
97422000BD2766,a_creuser,Le Tampon,1788,185,pm_privee
97422000BE1000,a_creuser,Le Tampon,1926,171,pm_privee
97422000BE1597,a_creuser,Le Tampon,1314,163,pm_privee
97422000BH1311,a_creuser,Le Tampon,1483,140,pm_privee
97422000BH1750,a_creuser,Le Tampon,397,51,pm_privee
97422000BI0381,chaude,Le Tampon,2992,262,pm_privee
97422000BI0732,a_creuser,Le Tampon,2770,418,pm_privee
97422000BN2346,a_creuser,Le Tampon,1042,117,pm_privee
97422000BN2574,a_creuser,Le Tampon,540,72,pm_privee
97422000BN2811,a_creuser,Le Tampon,873,80,pm_privee
97422000BP1039,a_creuser,Le Tampon,479,45,pm_privee
97422000BP1838,a_creuser,Le Tampon,1548,179,pm_privee
97422000BS0736,a_creuser,Le Tampon,752,120,pm_privee
97422000BT1255,a_creuser,Le Tampon,744,107,pm_privee
97422000BV2234,a_creuser,Le Tampon,245,51,pm_privee
97422000BW1797,a_creuser,Le Tampon,200,30,pm_privee
97422000BW1936,a_creuser,Le Tampon,2799,261,pm_privee
97422000BW2068,reserve_fonciere,Le Tampon,3563,331,pm_privee
97422000BW2396,a_creuser,Le Tampon,363,42,pm_privee
97422000BW2531,a_creuser,Le Tampon,571,78,pm_privee
97422000BW2614,a_creuser,Le Tampon,682,84,pm_privee
97422000BW3035,a_creuser,Le Tampon,321,56,pm_privee
97422000BW3446,a_creuser,Le Tampon,796,102,pm_privee
97422000BX0643,a_creuser,Le Tampon,326,49,pm_privee
97422000BY0176,a_creuser,Le Tampon,699,89,pm_privee
97422000CD0285,a_creuser,Le Tampon,1204,174,pm_privee
97422000CE0505,a_creuser,Le Tampon,449,65,pm_privee
97422000CI0613,a_creuser,Le Tampon,394,33,pm_privee
97422000CI0676,a_creuser,Le Tampon,446,47,pm_privee
97422000CL0768,a_creuser,Le Tampon,897,121,pm_privee
97422000CM0446,a_creuser,Le Tampon,738,129,pm_privee
97422000CM0944,a_creuser,Le Tampon,1759,150,pm_privee
97422000CS0296,a_creuser,Le Tampon,2233,264,pm_privee
97422000CS1002,a_creuser,Le Tampon,245,32,pm_privee
97422000CS1020,a_creuser,Le Tampon,3694,378,pm_privee
97422000CS1045,a_creuser,Le Tampon,224,34,pm_privee
97422000CS1046,a_creuser,Le Tampon,265,58,pm_privee
97422000CS1166,a_creuser,Le Tampon,2474,314,pm_privee
97422000CS1303,a_creuser,Le Tampon,1564,209,pm_privee
97422000CS1506,brulante,Le Tampon,535,47,pm_privee
97422000CS1519,a_creuser,Le Tampon,788,133,pm_privee
97422000CZ0584,a_creuser,Le Tampon,342,54,pm_privee
97422000DE0558,a_creuser,Le Tampon,1477,128,pm_privee
97422000DL0583,a_creuser,Le Tampon,402,34,pm_privee
97422000DM0466,a_creuser,Le Tampon,196,30,pm_privee
97422000ED0507,a_creuser,Le Tampon,639,54,pm_privee
97422000EH0158,a_creuser,Le Tampon,1349,120,pm_privee
97422000EI0128,a_creuser,Le Tampon,699,121,pm_privee
97422000EI0257,a_creuser,Le Tampon,1260,117,pm_privee
97422000EM0031,a_creuser,Le Tampon,938,133,pm_privee
97422000EM0275,a_creuser,Le Tampon,1475,222,pm_privee
97422000EN0064,a_creuser,Le Tampon,959,163,pm_privee
97422000EN0081,a_creuser,Le Tampon,309,35,pm_privee
97422000EN0147,a_creuser,Le Tampon,743,104,pm_privee
97401000AD1149,a_creuser,Les Avirons,630,71,pm_privee
97401000AK0191,a_creuser,Les Avirons,219,44,pm_privee
97401000AL0899,a_creuser,Les Avirons,1722,222,pm_privee
97401000AM0737,chaude,Les Avirons,1413,155,pm_privee
97401000AM0876,a_creuser,Les Avirons,1210,131,pm_privee
97401000AM1134,a_creuser,Les Avirons,1634,197,pm_privee
97401000AM1149,a_creuser,Les Avirons,434,86,pm_privee
97401000AM1495,a_creuser,Les Avirons,240,46,pm_privee
97401000AM1496,a_creuser,Les Avirons,287,41,pm_privee
97401000AN1196,a_creuser,Les Avirons,377,43,pm_privee
97401000AP0282,a_creuser,Les Avirons,207,31,pm_privee
97401000AS0786,a_creuser,Les Avirons,1974,226,pm_privee
97401000AS0981,a_creuser,Les Avirons,1071,152,pm_privee
97401000AS1029,a_creuser,Les Avirons,502,100,pm_privee
97423000AB1803,a_creuser,Les Trois-Bassins,187,37,pm_privee
97423000AB1823,a_creuser,Les Trois-Bassins,950,160,pm_privee
97423000AD0106,a_creuser,Les Trois-Bassins,275,33,pm_privee
97423000AH1424,a_creuser,Les Trois-Bassins,496,67,pm_privee
97423000AH1767,a_creuser,Les Trois-Bassins,275,44,pm_privee
97423000AI0381,a_creuser,Les Trois-Bassins,663,93,pm_privee
97423000AK1800,a_creuser,Les Trois-Bassins,246,38,pm_privee
97423000AK1801,a_creuser,Les Trois-Bassins,328,43,pm_privee
97423000AK1802,a_creuser,Les Trois-Bassins,408,78,pm_privee
97423000AK1809,chaude,Les Trois-Bassins,910,162,pm_privee
97405000AE0671,a_creuser,Petite-Île,767,103,pm_privee
97405000AE0694,a_creuser,Petite-Île,2161,206,pm_privee
97405000AK1321,a_creuser,Petite-Île,177,45,pm_privee
97405000AK1581,a_creuser,Petite-Île,803,121,pm_privee
97405000AL1001,a_creuser,Petite-Île,488,56,pm_privee
97405000AL1389,a_creuser,Petite-Île,435,49,pm_privee
97405000AO0536,a_creuser,Petite-Île,295,73,pm_privee
97405000AR1177,a_creuser,Petite-Île,126,32,pm_privee
97405000AS0567,a_creuser,Petite-Île,1213,197,pm_privee
97405000BE0805,a_creuser,Petite-Île,264,54,pm_privee
97405000BE1245,a_creuser,Petite-Île,2617,232,pm_privee
97405000BE1725,a_creuser,Petite-Île,138,35,pm_privee
97405000BE1730,a_creuser,Petite-Île,274,41,pm_privee
97405000BI0771,a_creuser,Petite-Île,307,35,pm_privee
