idu,tier_v2,commune,surface_m2,road_len_m,classe
97415000CV0444,reserve_fonciere,Saint-Paul,3404,293,sans_signal_prive
97415000CV0561,a_creuser,Saint-Paul,367,82,sans_signal_prive
97415000CV0815,a_creuser,Saint-Paul,583,49,sans_signal_prive
97415000CV0979,a_creuser,Saint-Paul,176,32,sans_signal_prive
97415000CV1106,a_creuser,Saint-Paul,614,77,sans_signal_prive
97415000CV1380,a_creuser,Saint-Paul,1281,141,sans_signal_prive
97415000CV1381,a_creuser,Saint-Paul,300,35,sans_signal_prive
97415000CY0763,a_creuser,Saint-Paul,467,54,sans_signal_prive
97415000DE0952,a_creuser,Saint-Paul,236,38,sans_signal_prive
97415000DM0699,a_creuser,Saint-Paul,261,36,sans_signal_prive
97415000DM0769,a_creuser,Saint-Paul,513,49,sans_signal_prive
97415000DM0842,a_creuser,Saint-Paul,1464,234,sans_signal_prive
97415000DM1092,a_creuser,Saint-Paul,259,46,sans_signal_prive
97415000DN0375,a_creuser,Saint-Paul,561,48,sans_signal_prive
97415000DP0510,a_creuser,Saint-Paul,361,40,sans_signal_prive
97415000DP0724,a_creuser,Saint-Paul,599,70,sans_signal_prive
97415000DR0638,a_creuser,Saint-Paul,245,41,sans_signal_prive
97415000DR0922,a_creuser,Saint-Paul,152,34,sans_signal_prive
97415000DR1277,a_creuser,Saint-Paul,226,31,sans_signal_prive
97415000DR1281,a_creuser,Saint-Paul,802,99,sans_signal_prive
97415000DR1295,a_creuser,Saint-Paul,662,91,sans_signal_prive
97415000DT0463,a_creuser,Saint-Paul,1754,219,sans_signal_prive
97415000DT0702,a_creuser,Saint-Paul,444,96,sans_signal_prive
97415000DT0951,a_creuser,Saint-Paul,559,54,sans_signal_prive
97415000DV0174,a_creuser,Saint-Paul,448,56,sans_signal_prive
97415000DV0185,a_creuser,Saint-Paul,1488,156,sans_signal_prive
97415000DV0238,a_creuser,Saint-Paul,213,40,sans_signal_prive
97415000DV0528,a_creuser,Saint-Paul,614,139,sans_signal_prive
97415000EH0160,a_creuser,Saint-Paul,470,46,sans_signal_prive
97415000EH0568,a_creuser,Saint-Paul,473,68,sans_signal_prive
97415000EK0592,a_creuser,Saint-Paul,1319,130,sans_signal_prive
97415000EM0351,a_creuser,Saint-Paul,129,32,sans_signal_prive
97415000EP0527,a_creuser,Saint-Paul,417,100,sans_signal_prive
97415000EP0618,a_creuser,Saint-Paul,159,33,sans_signal_prive
97415000EP0756,a_creuser,Saint-Paul,115,32,sans_signal_prive
97415000EP0896,a_creuser,Saint-Paul,144,30,sans_signal_prive
97415000EP0933,a_creuser,Saint-Paul,1536,168,sans_signal_prive
97415000EP1010,a_creuser,Saint-Paul,244,46,sans_signal_prive
97415000ER0391,reserve_fonciere,Saint-Paul,3705,329,sans_signal_prive
97415000ER0752,a_creuser,Saint-Paul,308,65,sans_signal_prive
97415000ER1555,a_creuser,Saint-Paul,332,67,sans_signal_prive
97415000EW0812,a_creuser,Saint-Paul,435,39,sans_signal_prive
97415000EW1288,a_creuser,Saint-Paul,1014,140,sans_signal_prive
97415000EW1558,a_creuser,Saint-Paul,685,58,sans_signal_prive
97415000EW1646,a_creuser,Saint-Paul,1534,157,sans_signal_prive
97415000EY0452,a_creuser,Saint-Paul,395,49,sans_signal_prive
97415000EY0460,a_creuser,Saint-Paul,367,48,sans_signal_prive
97415000EY1341,a_creuser,Saint-Paul,3564,437,sans_signal_prive
97415000HM0079,a_creuser,Saint-Paul,453,74,sans_signal_prive
97415000HM0082,a_creuser,Saint-Paul,426,66,sans_signal_prive
97415000HO0771,a_creuser,Saint-Paul,456,90,sans_signal_prive
97415000HO0905,a_creuser,Saint-Paul,184,47,sans_signal_prive
97415000HO1034,a_creuser,Saint-Paul,1010,152,sans_signal_prive
97415000HR0248,a_creuser,Saint-Paul,621,60,sans_signal_prive
97417000AT1181,a_creuser,Saint-Philippe,182,32,sans_signal_prive
97417000AT1365,a_creuser,Saint-Philippe,401,41,sans_signal_prive
97417000BC0330,a_creuser,Saint-Philippe,568,54,sans_signal_prive
97417000BC0958,a_creuser,Saint-Philippe,421,39,sans_signal_prive
97417000BD0105,a_creuser,Saint-Philippe,242,33,sans_signal_prive
97417000BD1137,a_creuser,Saint-Philippe,513,76,sans_signal_prive
97417000BH0020,a_creuser,Saint-Philippe,497,51,sans_signal_prive
97417000BI0013,a_creuser,Saint-Philippe,285,32,sans_signal_prive
97416000CT0380,a_creuser,Saint-Pierre,421,43,sans_signal_prive
97416000CT0902,a_creuser,Saint-Pierre,151,31,sans_signal_prive
97416000CV0635,a_creuser,Saint-Pierre,656,90,sans_signal_prive
97416000CW0736,a_creuser,Saint-Pierre,502,71,sans_signal_prive
97416000CW0912,a_creuser,Saint-Pierre,522,49,sans_signal_prive
97416000CW0983,a_creuser,Saint-Pierre,149,39,sans_signal_prive
97416000CW1067,a_creuser,Saint-Pierre,1098,198,sans_signal_prive
97416000CW1731,a_creuser,Saint-Pierre,957,83,sans_signal_prive
97416000CW2147,a_creuser,Saint-Pierre,1232,138,sans_signal_prive
97416000CW2222,a_creuser,Saint-Pierre,923,99,sans_signal_prive
97416000CW2414,a_creuser,Saint-Pierre,492,109,sans_signal_prive
97416000CW2460,a_creuser,Saint-Pierre,129,34,sans_signal_prive
97416000CW2974,a_creuser,Saint-Pierre,374,42,sans_signal_prive
97416000CW2977,reserve_fonciere,Saint-Pierre,2969,287,sans_signal_prive
97416000CX0381,a_creuser,Saint-Pierre,762,134,sans_signal_prive
97416000CX0719,a_creuser,Saint-Pierre,4869,551,sans_signal_prive
97416000CX1394,a_creuser,Saint-Pierre,273,37,sans_signal_prive
97416000CX1410,a_creuser,Saint-Pierre,580,54,sans_signal_prive
97416000CY0359,a_creuser,Saint-Pierre,386,40,sans_signal_prive
97416000CY0727,a_creuser,Saint-Pierre,400,77,sans_signal_prive
97416000CZ0481,a_creuser,Saint-Pierre,431,40,sans_signal_prive
97416000CZ0667,reserve_fonciere,Saint-Pierre,3730,426,sans_signal_prive
97416000CZ0852,a_creuser,Saint-Pierre,1139,131,sans_signal_prive
97416000CZ0955,a_creuser,Saint-Pierre,828,110,sans_signal_prive
97416000CZ1085,a_creuser,Saint-Pierre,2887,344,sans_signal_prive
97416000CZ1095,a_creuser,Saint-Pierre,341,49,sans_signal_prive
97416000CZ1096,a_creuser,Saint-Pierre,301,34,sans_signal_prive
97416000CZ1183,a_creuser,Saint-Pierre,232,51,sans_signal_prive
97416000CZ1901,a_creuser,Saint-Pierre,165,44,sans_signal_prive
97416000CZ2173,a_creuser,Saint-Pierre,126,32,sans_signal_prive
97416000DE0769,a_creuser,Saint-Pierre,516,95,sans_signal_prive
97416000DE0814,a_creuser,Saint-Pierre,151,31,sans_signal_prive
97416000DE0817,a_creuser,Saint-Pierre,546,56,sans_signal_prive
97416000DE0842,a_creuser,Saint-Pierre,452,59,sans_signal_prive
97416000DE0883,a_creuser,Saint-Pierre,559,77,sans_signal_prive
97416000DE1123,a_creuser,Saint-Pierre,454,43,sans_signal_prive
97416000DE1339,a_creuser,Saint-Pierre,162,37,sans_signal_prive
97416000DE1413,a_creuser,Saint-Pierre,314,50,sans_signal_prive
97416000DO0004,a_creuser,Saint-Pierre,764,107,sans_signal_prive
97416000DS0466,a_creuser,Saint-Pierre,490,82,sans_signal_prive
97416000DX0360,a_creuser,Saint-Pierre,300,31,sans_signal_prive
97416000DZ0340,a_creuser,Saint-Pierre,214,41,sans_signal_prive
97416000DZ0456,a_creuser,Saint-Pierre,344,36,sans_signal_prive
97416000EH0628,a_creuser,Saint-Pierre,130,37,sans_signal_prive
97416000EI0102,a_creuser,Saint-Pierre,425,98,sans_signal_prive
97416000EI1425,a_creuser,Saint-Pierre,578,92,sans_signal_prive
97416000EI1530,a_creuser,Saint-Pierre,610,67,sans_signal_prive
97416000EN0104,a_creuser,Saint-Pierre,546,65,sans_signal_prive
97416000EN1501,a_creuser,Saint-Pierre,7288,696,sans_signal_prive
97416000EP0071,a_creuser,Saint-Pierre,503,42,sans_signal_prive
97416000EP0799,a_creuser,Saint-Pierre,395,35,sans_signal_prive
97416000EP0972,a_creuser,Saint-Pierre,317,31,sans_signal_prive
97416000ES1868,a_creuser,Saint-Pierre,196,60,sans_signal_prive
97416000ES2244,a_creuser,Saint-Pierre,1247,109,sans_signal_prive
97416000ES2248,a_creuser,Saint-Pierre,734,65,sans_signal_prive
97416000ET0536,a_creuser,Saint-Pierre,407,40,sans_signal_prive
97416000ET0917,a_creuser,Saint-Pierre,284,33,sans_signal_prive
97416000ET1562,a_creuser,Saint-Pierre,204,33,sans_signal_prive
97416000ET1798,a_creuser,Saint-Pierre,452,61,sans_signal_prive
97416000ET2269,a_creuser,Saint-Pierre,2910,249,sans_signal_prive
97416000ET2270,a_creuser,Saint-Pierre,725,87,sans_signal_prive
97416000EV1286,a_creuser,Saint-Pierre,617,69,sans_signal_prive
97416000EW0084,a_creuser,Saint-Pierre,2282,332,sans_signal_prive
97416000EW0701,a_creuser,Saint-Pierre,355,44,sans_signal_prive
97416000EW0936,a_creuser,Saint-Pierre,417,41,sans_signal_prive
97416000EW1191,a_creuser,Saint-Pierre,1614,187,sans_signal_prive
97416000EX0548,a_creuser,Saint-Pierre,1478,211,sans_signal_prive
97416000EX0976,a_creuser,Saint-Pierre,1643,183,sans_signal_prive
97416000EX1364,a_creuser,Saint-Pierre,224,76,sans_signal_prive
97416000EX1397,a_creuser,Saint-Pierre,1352,118,sans_signal_prive
97416000EX1659,a_creuser,Saint-Pierre,410,41,sans_signal_prive
97416000EY1387,a_creuser,Saint-Pierre,138,39,sans_signal_prive
97416000EZ0453,a_creuser,Saint-Pierre,751,66,sans_signal_prive
97416000EZ0522,a_creuser,Saint-Pierre,212,36,sans_signal_prive
97416000HI0766,a_creuser,Saint-Pierre,269,48,sans_signal_prive
97416000HI0946,a_creuser,Saint-Pierre,424,75,sans_signal_prive
97416000HM0216,a_creuser,Saint-Pierre,264,40,sans_signal_prive
97416000HM0530,a_creuser,Saint-Pierre,515,44,sans_signal_prive
97416000HN0787,a_creuser,Saint-Pierre,287,69,sans_signal_prive
97416000HN1120,a_creuser,Saint-Pierre,883,100,sans_signal_prive
97416000HN1252,a_creuser,Saint-Pierre,382,64,sans_signal_prive
97416000HN1379,a_creuser,Saint-Pierre,531,121,sans_signal_prive
97416000HN1412,a_creuser,Saint-Pierre,453,53,sans_signal_prive
97416000HN1423,a_creuser,Saint-Pierre,417,71,sans_signal_prive
97416000HN1523,a_creuser,Saint-Pierre,291,40,sans_signal_prive
97416000HN1671,a_creuser,Saint-Pierre,358,34,sans_signal_prive
97416000HO0484,a_creuser,Saint-Pierre,131,32,sans_signal_prive
97416000HO0487,a_creuser,Saint-Pierre,356,56,sans_signal_prive
97416000HO0533,a_creuser,Saint-Pierre,208,33,sans_signal_prive
97416000HP0028,a_creuser,Saint-Pierre,266,58,sans_signal_prive
97416000HP0354,a_creuser,Saint-Pierre,225,36,sans_signal_prive
97416000HP0660,a_creuser,Saint-Pierre,157,36,sans_signal_prive
97416000HP0661,a_creuser,Saint-Pierre,879,156,sans_signal_prive
97416000HP0709,a_creuser,Saint-Pierre,551,83,sans_signal_prive
97416000HP0817,a_creuser,Saint-Pierre,331,38,sans_signal_prive
97416000HR0089,a_creuser,Saint-Pierre,189,33,sans_signal_prive
97416000HR0090,a_creuser,Saint-Pierre,209,34,sans_signal_prive
97416000HR0091,a_creuser,Saint-Pierre,226,38,sans_signal_prive
97416000HR0092,a_creuser,Saint-Pierre,223,42,sans_signal_prive
97416000HT0413,a_creuser,Saint-Pierre,461,47,sans_signal_prive
97416000HT0522,a_creuser,Saint-Pierre,205,35,sans_signal_prive
97416000HV0459,a_creuser,Saint-Pierre,532,100,sans_signal_prive
97416000HV0666,a_creuser,Saint-Pierre,588,52,sans_signal_prive
97416000HW0117,a_creuser,Saint-Pierre,969,128,sans_signal_prive
97416000HX0490,a_creuser,Saint-Pierre,972,150,sans_signal_prive
97416000HX0536,a_creuser,Saint-Pierre,302,30,sans_signal_prive
97416000HX0813,a_creuser,Saint-Pierre,603,66,sans_signal_prive
97416000HX0836,a_creuser,Saint-Pierre,459,44,sans_signal_prive
97416000HX0841,a_creuser,Saint-Pierre,248,76,sans_signal_prive
97416000HY0383,a_creuser,Saint-Pierre,262,38,sans_signal_prive
97416000HY0384,a_creuser,Saint-Pierre,259,33,sans_signal_prive
97416000HY0388,a_creuser,Saint-Pierre,305,65,sans_signal_prive
97416000HY0465,a_creuser,Saint-Pierre,148,34,sans_signal_prive
97416000HY0471,a_creuser,Saint-Pierre,467,76,sans_signal_prive
97416000HY0844,a_creuser,Saint-Pierre,525,50,sans_signal_prive
97416000HY1556,a_creuser,Saint-Pierre,360,32,sans_signal_prive
97416000HY1634,a_creuser,Saint-Pierre,226,36,sans_signal_prive
97416000HY1708,a_creuser,Saint-Pierre,744,131,sans_signal_prive
97416000HZ0734,a_creuser,Saint-Pierre,495,103,sans_signal_prive
97416000IA0976,a_creuser,Saint-Pierre,248,32,sans_signal_prive
97416000ID0305,a_creuser,Saint-Pierre,141,32,sans_signal_prive
97416000ID0663,a_creuser,Saint-Pierre,673,82,sans_signal_prive
97416000IE0359,a_creuser,Saint-Pierre,350,41,sans_signal_prive
97416000IE0383,a_creuser,Saint-Pierre,160,33,sans_signal_prive
97416000IE0642,a_creuser,Saint-Pierre,218,32,sans_signal_prive
97416000IE0643,a_creuser,Saint-Pierre,233,34,sans_signal_prive
97416000IE0753,a_creuser,Saint-Pierre,826,76,sans_signal_prive
97416000IE1012,a_creuser,Saint-Pierre,388,35,sans_signal_prive
97416000IE1523,a_creuser,Saint-Pierre,300,61,sans_signal_prive
97416000IE1577,a_creuser,Saint-Pierre,362,73,sans_signal_prive
97416000IE1751,a_creuser,Saint-Pierre,483,62,sans_signal_prive
97416000IE1899,chaude,Saint-Pierre,308,31,sans_signal_prive
97416000IL0261,a_creuser,Saint-Pierre,297,62,sans_signal_prive
97416000IL0471,reserve_fonciere,Saint-Pierre,5650,715,sans_signal_prive
97416000IL0472,a_creuser,Saint-Pierre,662,79,sans_signal_prive
97416000IM0273,a_creuser,Saint-Pierre,686,57,sans_signal_prive
97416000IM0667,a_creuser,Saint-Pierre,450,45,sans_signal_prive
97418000AC1468,a_creuser,Sainte-Marie,350,47,sans_signal_prive
97418000AE0154,a_creuser,Sainte-Marie,416,54,sans_signal_prive
97418000AE0375,a_creuser,Sainte-Marie,352,39,sans_signal_prive
97418000AE0397,a_creuser,Sainte-Marie,236,31,sans_signal_prive
97418000AO0592,a_creuser,Sainte-Marie,928,166,sans_signal_prive
97418000AO1348,a_creuser,Sainte-Marie,385,35,sans_signal_prive
97418000AP1908,a_creuser,Sainte-Marie,880,76,sans_signal_prive
97418000AP2314,a_creuser,Sainte-Marie,1189,172,sans_signal_prive
97418000AP2616,a_creuser,Sainte-Marie,214,39,sans_signal_prive
97418000AP2759,a_creuser,Sainte-Marie,607,69,sans_signal_prive
97418000AP3005,a_creuser,Sainte-Marie,743,62,sans_signal_prive
97418000AP3098,a_creuser,Sainte-Marie,337,32,sans_signal_prive
97418000AP3099,a_creuser,Sainte-Marie,249,31,sans_signal_prive
97418000AP3138,a_creuser,Sainte-Marie,1112,101,sans_signal_prive
97418000AP3176,a_creuser,Sainte-Marie,374,32,sans_signal_prive
97418000AP3271,a_creuser,Sainte-Marie,156,39,sans_signal_prive
97418000AP3280,a_creuser,Sainte-Marie,541,83,sans_signal_prive
97418000AP3612,a_creuser,Sainte-Marie,442,55,sans_signal_prive
97418000AP3751,a_creuser,Sainte-Marie,385,33,sans_signal_prive
97418000AP3840,a_creuser,Sainte-Marie,369,48,sans_signal_prive
97418000AP3841,a_creuser,Sainte-Marie,235,40,sans_signal_prive
97418000AP3970,a_creuser,Sainte-Marie,770,67,sans_signal_prive
97418000AP4084,a_creuser,Sainte-Marie,368,36,sans_signal_prive
97418000AP4265,a_creuser,Sainte-Marie,268,40,sans_signal_prive
97418000AP4306,a_creuser,Sainte-Marie,913,153,sans_signal_prive
97418000AR0355,a_creuser,Sainte-Marie,799,141,sans_signal_prive
97418000AR0676,a_creuser,Sainte-Marie,1887,302,sans_signal_prive
97418000AR0887,a_creuser,Sainte-Marie,1508,233,sans_signal_prive
97418000AR1014,a_creuser,Sainte-Marie,346,41,sans_signal_prive
97418000AR1480,a_creuser,Sainte-Marie,1826,229,sans_signal_prive
97418000AR1492,a_creuser,Sainte-Marie,496,45,sans_signal_prive
97418000AR2070,a_creuser,Sainte-Marie,320,32,sans_signal_prive
97418000AS0331,a_creuser,Sainte-Marie,188,35,sans_signal_prive
97418000AS0866,a_creuser,Sainte-Marie,208,30,sans_signal_prive
97418000AS1360,a_creuser,Sainte-Marie,134,30,sans_signal_prive
97418000AS1369,a_creuser,Sainte-Marie,541,126,sans_signal_prive
97418000AT1483,a_creuser,Sainte-Marie,204,37,sans_signal_prive
97418000AT1485,a_creuser,Sainte-Marie,376,35,sans_signal_prive
97418000AT1514,a_creuser,Sainte-Marie,502,42,sans_signal_prive
97418000AT1699,a_creuser,Sainte-Marie,477,61,sans_signal_prive
97418000AT2082,a_creuser,Sainte-Marie,287,35,sans_signal_prive
97418000AT2215,a_creuser,Sainte-Marie,788,107,sans_signal_prive
97418000AT2550,a_creuser,Sainte-Marie,1274,116,sans_signal_prive
97418000AT2551,a_creuser,Sainte-Marie,165,33,sans_signal_prive
97418000AT2561,a_creuser,Sainte-Marie,3705,334,sans_signal_prive
97418000AT2562,a_creuser,Sainte-Marie,794,73,sans_signal_prive
97418000AT2563,a_creuser,Sainte-Marie,474,49,sans_signal_prive
97418000AT2564,a_creuser,Sainte-Marie,712,77,sans_signal_prive
97418000AV0395,a_creuser,Sainte-Marie,886,90,sans_signal_prive
97418000AV0786,a_creuser,Sainte-Marie,1042,133,sans_signal_prive
97418000AV0841,a_creuser,Sainte-Marie,288,71,sans_signal_prive
97418000AV1006,a_creuser,Sainte-Marie,991,108,sans_signal_prive
97418000AV1022,a_creuser,Sainte-Marie,2255,194,sans_signal_prive
97418000AV1053,a_creuser,Sainte-Marie,526,59,sans_signal_prive
97418000AV1583,a_creuser,Sainte-Marie,451,167,sans_signal_prive
97418000AV1605,a_creuser,Sainte-Marie,183,38,sans_signal_prive
97418000AV1646,a_creuser,Sainte-Marie,804,90,sans_signal_prive
97418000AV1788,a_creuser,Sainte-Marie,105,32,sans_signal_prive
97418000AV1970,a_creuser,Sainte-Marie,350,30,sans_signal_prive
97418000AV1978,a_creuser,Sainte-Marie,198,34,sans_signal_prive
97418000AV1984,a_creuser,Sainte-Marie,219,38,sans_signal_prive
97418000AV2227,a_creuser,Sainte-Marie,4762,609,sans_signal_prive
97418000AV2366,a_creuser,Sainte-Marie,540,76,sans_signal_prive
97418000AV2630,a_creuser,Sainte-Marie,239,52,sans_signal_prive
97418000AV2651,a_creuser,Sainte-Marie,325,35,sans_signal_prive
97418000AV2708,a_creuser,Sainte-Marie,270,54,sans_signal_prive
97418000AV2920,a_creuser,Sainte-Marie,424,70,sans_signal_prive
97418000AW0172,a_creuser,Sainte-Marie,431,83,sans_signal_prive
97418000AW0599,a_creuser,Sainte-Marie,851,102,sans_signal_prive
97418000AW0780,a_creuser,Sainte-Marie,324,52,sans_signal_prive
97418000AX0221,a_creuser,Sainte-Marie,428,41,sans_signal_prive
97418000AX0531,a_creuser,Sainte-Marie,389,51,sans_signal_prive
97418000AY0206,a_creuser,Sainte-Marie,336,52,sans_signal_prive
97418000AY0283,a_creuser,Sainte-Marie,4823,573,sans_signal_prive
97418000AY0320,a_creuser,Sainte-Marie,462,64,sans_signal_prive
97418000AY0359,a_creuser,Sainte-Marie,228,40,sans_signal_prive
97418000AY0441,a_creuser,Sainte-Marie,628,74,sans_signal_prive
97418000AY0598,a_creuser,Sainte-Marie,213,52,sans_signal_prive
97418000AY0732,a_creuser,Sainte-Marie,2597,298,sans_signal_prive
97418000AY0737,a_creuser,Sainte-Marie,546,79,sans_signal_prive
97418000AY0745,a_creuser,Sainte-Marie,606,67,sans_signal_prive
97418000BH0015,a_creuser,Sainte-Marie,626,70,sans_signal_prive
97418000BH0171,a_creuser,Sainte-Marie,1083,233,sans_signal_prive
97418000BH0505,reserve_fonciere,Sainte-Marie,3524,380,sans_signal_prive
97418000BI0006,a_creuser,Sainte-Marie,1934,178,sans_signal_prive
97418000BI0075,a_creuser,Sainte-Marie,1567,172,sans_signal_prive
97418000BI0123,a_creuser,Sainte-Marie,3686,481,sans_signal_prive
97418000BI0184,a_creuser,Sainte-Marie,253,59,sans_signal_prive
97418000BI0301,a_creuser,Sainte-Marie,373,62,sans_signal_prive
97418000BI0304,a_creuser,Sainte-Marie,188,35,sans_signal_prive
97418000BI0345,a_creuser,Sainte-Marie,302,51,sans_signal_prive
97418000BK0114,a_creuser,Sainte-Marie,1137,167,sans_signal_prive
97418000BM0509,a_creuser,Sainte-Marie,389,54,sans_signal_prive
97418000BO0008,a_creuser,Sainte-Marie,162,36,sans_signal_prive
97418000BO0084,a_creuser,Sainte-Marie,1088,105,sans_signal_prive
97418000BO0229,a_creuser,Sainte-Marie,267,70,sans_signal_prive
97418000BP0129,a_creuser,Sainte-Marie,1375,224,sans_signal_prive
97418000BP0328,a_creuser,Sainte-Marie,647,94,sans_signal_prive
97418000BS0083,a_creuser,Sainte-Marie,215,50,sans_signal_prive
97418000BS0134,a_creuser,Sainte-Marie,568,100,sans_signal_prive
97418000BT0172,a_creuser,Sainte-Marie,454,93,sans_signal_prive
97418000BT0305,a_creuser,Sainte-Marie,433,100,sans_signal_prive
97418000BT0382,a_creuser,Sainte-Marie,482,94,sans_signal_prive
97418000BT0406,a_creuser,Sainte-Marie,380,54,sans_signal_prive
97418000BT0417,a_creuser,Sainte-Marie,902,113,sans_signal_prive
97418000BT0432,a_creuser,Sainte-Marie,1286,247,sans_signal_prive
97418000BT0454,a_creuser,Sainte-Marie,297,60,sans_signal_prive
97418000BT0742,a_creuser,Sainte-Marie,130,31,sans_signal_prive
97418000BT0786,a_creuser,Sainte-Marie,296,48,sans_signal_prive
97418000BT0827,a_creuser,Sainte-Marie,283,46,sans_signal_prive
97418000BT0870,a_creuser,Sainte-Marie,452,77,sans_signal_prive
97418000BV0016,a_creuser,Sainte-Marie,459,50,sans_signal_prive
97418000BV0103,a_creuser,Sainte-Marie,238,47,sans_signal_prive
97418000BV0281,a_creuser,Sainte-Marie,241,31,sans_signal_prive
97418000BV0347,a_creuser,Sainte-Marie,215,30,sans_signal_prive
97418000BV0431,a_creuser,Sainte-Marie,677,131,sans_signal_prive
97419000AD0133,a_creuser,Sainte-Rose,227,34,sans_signal_prive
97419000AK0069,a_creuser,Sainte-Rose,254,35,sans_signal_prive
97419000AK0389,a_creuser,Sainte-Rose,203,33,sans_signal_prive
97419000AK0836,a_creuser,Sainte-Rose,114,31,sans_signal_prive
97419000AW0234,a_creuser,Sainte-Rose,679,59,sans_signal_prive
97419000AX0191,a_creuser,Sainte-Rose,632,54,sans_signal_prive
97419000AX0577,a_creuser,Sainte-Rose,364,35,sans_signal_prive
97419000AX0665,a_creuser,Sainte-Rose,332,38,sans_signal_prive
97420000AC0341,a_creuser,Sainte-Suzanne,700,80,sans_signal_prive
97420000AC0376,a_creuser,Sainte-Suzanne,648,81,sans_signal_prive
97420000AC0900,a_creuser,Sainte-Suzanne,229,35,sans_signal_prive
97420000AC1016,a_creuser,Sainte-Suzanne,847,151,sans_signal_prive
97420000AE0138,a_creuser,Sainte-Suzanne,184,41,sans_signal_prive
97420000AE0153,a_creuser,Sainte-Suzanne,299,52,sans_signal_prive
97420000AI0434,a_creuser,Sainte-Suzanne,739,91,sans_signal_prive
97420000AL0183,a_creuser,Sainte-Suzanne,471,48,sans_signal_prive
97420000AR0445,a_creuser,Sainte-Suzanne,536,82,sans_signal_prive
97420000AR0481,a_creuser,Sainte-Suzanne,274,35,sans_signal_prive
97420000AS0535,a_creuser,Sainte-Suzanne,176,30,sans_signal_prive
97420000AS1278,a_creuser,Sainte-Suzanne,558,99,sans_signal_prive
97420000AS1296,a_creuser,Sainte-Suzanne,1002,97,sans_signal_prive
97420000AS1338,a_creuser,Sainte-Suzanne,153,79,sans_signal_prive
97420000AS1355,a_creuser,Sainte-Suzanne,1302,109,sans_signal_prive
97420000AV0309,a_creuser,Sainte-Suzanne,707,67,sans_signal_prive
97420000AV0607,a_creuser,Sainte-Suzanne,221,32,sans_signal_prive
97420000AX0546,a_creuser,Sainte-Suzanne,734,70,sans_signal_prive
97420000AY0458,a_creuser,Sainte-Suzanne,421,61,sans_signal_prive
97420000AZ0708,a_creuser,Sainte-Suzanne,279,53,sans_signal_prive
97420000AZ0756,a_creuser,Sainte-Suzanne,674,118,sans_signal_prive
97420000AZ0782,a_creuser,Sainte-Suzanne,589,54,sans_signal_prive
97420000AZ0803,a_creuser,Sainte-Suzanne,322,47,sans_signal_prive
97420000BC0345,a_creuser,Sainte-Suzanne,3263,359,sans_signal_prive
97420000BC1907,a_creuser,Sainte-Suzanne,8102,1022,sans_signal_prive
97420000BD0210,a_creuser,Sainte-Suzanne,288,40,sans_signal_prive
97420000BD0646,a_creuser,Sainte-Suzanne,202,34,sans_signal_prive
97420000BD0647,a_creuser,Sainte-Suzanne,538,94,sans_signal_prive
97420000BD0661,a_creuser,Sainte-Suzanne,227,37,sans_signal_prive
97420000BD0662,a_creuser,Sainte-Suzanne,389,73,sans_signal_prive
97420000BE0301,a_creuser,Sainte-Suzanne,1663,159,sans_signal_prive
97420000BE0528,a_creuser,Sainte-Suzanne,922,162,sans_signal_prive
97420000BE0671,a_creuser,Sainte-Suzanne,560,48,sans_signal_prive
97420000BH1069,a_creuser,Sainte-Suzanne,224,42,sans_signal_prive
97420000BH1222,a_creuser,Sainte-Suzanne,389,62,sans_signal_prive
97420000BH1299,a_creuser,Sainte-Suzanne,1281,190,sans_signal_prive
97421000AC0191,a_creuser,Salazie,407,37,sans_signal_prive
97421000AH0445,a_creuser,Salazie,371,56,sans_signal_prive
97421000AN0454,a_creuser,Salazie,436,39,sans_signal_prive
97421000AV0825,a_creuser,Salazie,309,57,sans_signal_prive
97421000AZ0163,a_creuser,Salazie,359,30,sans_signal_prive
97421000BC0003,a_creuser,Salazie,324,34,sans_signal_prive
97421000BO0242,a_creuser,Salazie,397,48,sans_signal_prive
97421000BO0567,a_creuser,Salazie,668,62,sans_signal_prive
