commune,zone,typezone,n_polygones,surface_ha,vocation_reglement,habitat_autorise,verdict_moteur,usages_moteur,faisabilite_moteur,ecart,anomalie_rattachement,source,verif
Saint-Louis,2AUst,AUs,2,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Saint-Louis,2AUste,AUs,1,5,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Saint-Louis,A,A,33,2252,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Aco,A,5,135,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Acu,A,3,357,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Ama,A,2,229,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Arh,A,4,5,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Ato,A,10,69,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,N,N,19,465,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nco,N,6,1372,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nli,N,1,25,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nma,N,1,5,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Npnr,N,4,3164,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nr,N,12,201,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nstep,N,1,6,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nto,N,13,72,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nto 1,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nto2,N,1,2,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,Nto3,N,1,3,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),non constructible (estimation générique),,,,non vérifié
Saint-Louis,UA,U,7,313,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UA1,U,1,31,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UB,U,6,150,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UC,U,3,249,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UC1,U,2,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UC2,U,7,232,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UD,U,26,140,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UD1,U,6,108,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)",,,,non vérifié
Saint-Louis,UE,U,4,61,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Saint-Louis,US,U,1,37,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Saint-Louis,UZ,U,1,35,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (estimation générique, he=9.0 hf=-)","ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",,,non vérifié
Saint-Paul,1AUa,AUc,3,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,3/3 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,1AUb,AUc,19,27,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,19/19 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,1AUc,AUc,2,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,2/2 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,1AUe,AUc,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),"ECART PROBABLE (libellé économique/activités, non vérifié au règlement) : moteur = constructible logement",1/1 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,2AUb,AUc,8,13,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,8/8 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,2AUc,AUc,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,1/1 polygone(s) issus d'un document voisin : 97423_PLU_20220602,,non vérifié
Saint-Paul,A,A,204,8008,non vérifié,,EXCLUE si recouvrement A/N >= 90 % (sinon flag),aucun (inconstructible),None (mode strict : zone non couverte),,42/204 polygone(s) issus d'un document voisin : 97407_PLU_20241209;97408_PLU_20251217;97421_PLU_20220524;97423_PLU_20220602;97424_plu_20240213,,non vérifié
Saint-Paul,AU1b,AUc,2,6,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,AU1e,AUc,3,80,Urbanisation future à vocation économique — renvoi intégral au règlement U1e,non (renvoi U1e),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=- hf=14.0)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97415_reglement_20251217.pdf, Art. 1-2 p.55-56",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,AU1ec,AUc,1,26,Secteur de AU1e (Henri Cornu) — renvoi U1e/U1ec,non,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=- hf=18.0)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97415_reglement_20251217.pdf, p.55",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,AU1est,AUs,1,28,AU1e st — urbanisation future STRICTE « destinée à recevoir exclusivement de l'activité économique »,non (économique exclusif + gel AU*st),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,non constructible (calibrée),"ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97415_reglement_20251217.pdf, p.59",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,AU1lec,AUc,1,3,Urbanisation future — renvoi intégral zone U1lec,"conditionnel (habitat lié aux loisirs, renvoi U1lec)",CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=a_verifier hf=a_verifier)","ECART MAJEUR : habitat conditionnel (gardiennage/lié à l'activité), moteur = constructible logement sans condition",,"97415_reglement_20251217.pdf, p.57-58",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,AU1st,AUs,3,218,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,non constructible (calibrée),ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Saint-Paul,AU2c,AUc,9,34,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)",,,,non vérifié
Saint-Paul,AU2h,AUc,8,68,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,AU3a,AUc,1,37,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=15.0 hf=19.0)",,,,non vérifié
Saint-Paul,AU3b,AUc,3,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,AU3c,AUc,10,42,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=12.0)",,,,non vérifié
Saint-Paul,AU3e,AUc,3,7,Urbanisation future — renvoi au règlement de la zone U3e,non,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=- hf=14.0)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97415_reglement_20251217.pdf, Art. 1-2 p.160-161",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,AU3h,AUc,1,2,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,AU3st,AUs,2,58,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,non constructible (calibrée),ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Saint-Paul,AU4b,AUc,1,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,AU4c,AUc,2,38,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)",,,,non vérifié
Saint-Paul,AU5a,AUc,1,9,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,AU5b,AUc,7,18,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,AU5c,AUc,1,3,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)",,,,non vérifié
Saint-Paul,AU5e,AUc,1,4,Espace à vocation d'activités économiques et artisanales du bassin de vie (La Saline) — règlement propre,non (habitat interdit Art. 1.2 al. 2),CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=- hf=14.0)","ECART MAJEUR : habitat INTERDIT au règlement, moteur = constructible logement",,"97415_reglement_20251217.pdf, Art. 1.2 p.254, Art. 10.2 p.260 (14 m)",règlement lu (97415_reglement_20251217.pdf)
Saint-Paul,AU5st,AUs,2,23,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,non constructible (calibrée),ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Saint-Paul,AU6a,AUc,1,4,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=12.0 hf=16.0)",,,,non vérifié
Saint-Paul,AU6b,AUc,3,5,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=9.0 hf=13.0)",,,,non vérifié
Saint-Paul,AU6c,AUc,7,21,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,"constructible LOGEMENT (calibrée, he=6.0 hf=9.0)",,,,non vérifié
Saint-Paul,AU6st,AUs,2,24,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,non constructible (calibrée),ECART : zone AU STRICTE (typezone GPU AUs — ouverture subordonnée à modification/révision) traitée comme constructible par la cascade,,,non vérifié
Saint-Paul,AUB,AUc,2,22,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,2/2 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,AUBb,AUc,1,1,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,1/1 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,AUBm,AUc,2,9,non vérifié,,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),,2/2 polygone(s) issus d'un document voisin : 97408_PLU_20251217,,non vérifié
Saint-Paul,AUEm,AUc,2,5,ANOMALIE DONNÉE : libellé introuvable au règlement Saint-Paul — polygone du PLU de La Possession (idurba 97408_PLU_20251217),,CONSTRUCTIBLE (bonus zonage_u_au),aucune distinction d'usage — traitée comme constructible logement,None (mode strict : zone non couverte),ANOMALIE DONNÉE : zone d'un document voisin rattachée à cette commune,2/2 polygone(s) issus d'un document voisin : 97408_PLU_20251217,97415_reglement_20251217.pdf (absence),règlement lu (97415_reglement_20251217.pdf (absence))
