idu,commune,status,tier_v2,rang_v2,etage0,n_zones_raw,n_zones_dedup,total_cov_raw_pct,total_cov_dedup_pct,an_cov_raw_pct,an_cov_dedup_pct,uau_cov_raw_pct,uau_cov_dedup_pct,zone_majoritaire_raw,zone_majoritaire_dedup,verdict_raw,verdict_dedup,hard_exclude_infonde,zone_majoritaire_change,verdict_change
97408000AB0154,La Possession,ecartee,ecartee,173160,1,3,2,149.6,100.0,99.1,49.6,50.4,50.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AB0371,La Possession,ecartee,ecartee,117831,1,3,2,145.4,100.0,90.7,45.4,54.6,54.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC0008,La Possession,ecartee,ecartee,314501,1,5,3,149.5,100.0,99.0,49.5,50.5,50.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC0202,La Possession,ecartee,ecartee,299028,1,5,3,145.0,100.0,90.2,45.1,54.9,54.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC0203,La Possession,ecartee,ecartee,179536,1,5,3,145.8,100.0,91.7,45.8,54.2,54.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC2688,La Possession,ecartee,ecartee,290959,1,3,2,146.2,100.0,92.5,46.2,53.8,53.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC2856,La Possession,ecartee,ecartee,61789,1,3,2,148.8,100.0,97.6,48.8,51.2,51.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC3146,La Possession,ecartee,ecartee,265372,1,4,3,147.1,100.0,94.3,47.2,52.8,52.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC3363,La Possession,ecartee,ecartee,52796,1,3,2,145.7,100.0,91.5,45.7,54.3,54.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC3510,La Possession,ecartee,ecartee,3088,1,3,2,146.0,100.0,92.0,46.0,54.0,54.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC3511,La Possession,ecartee,ecartee,14779,1,3,2,147.3,100.0,94.7,47.3,52.7,52.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC3512,La Possession,ecartee,ecartee,4304,1,3,2,147.6,100.0,95.2,47.6,52.4,52.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC3513,La Possession,ecartee,ecartee,11311,1,3,2,147.6,100.0,95.2,47.6,52.4,52.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AC3519,La Possession,ecartee,ecartee,1780,1,3,2,150.0,100.0,99.9,50.0,50.0,50.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AH0314,La Possession,ecartee,ecartee,242736,1,4,3,148.6,100.0,97.3,48.6,51.4,51.4,N,AUc,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AN0446,La Possession,ecartee,ecartee,310177,1,5,4,145.7,100.0,91.4,45.7,54.3,54.3,N,AUs,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AN0864,La Possession,ecartee,ecartee,222599,1,3,2,146.7,100.0,93.4,46.7,53.3,53.3,N,AUs,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AN1556,La Possession,ecartee,ecartee,3462,1,3,2,146.0,100.0,92.0,46.0,54.0,54.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AN1788,La Possession,ecartee,ecartee,32060,1,5,3,148.0,100.0,96.0,48.0,52.0,52.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AN1906,La Possession,ecartee,ecartee,44329,1,3,2,146.9,100.0,93.9,46.9,53.1,53.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AO1589,La Possession,ecartee,ecartee,42900,1,3,2,147.2,100.0,94.4,47.2,52.8,52.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AV0667,La Possession,ecartee,ecartee,404136,1,5,2,248.1,100.0,100.0,48.1,100.0,51.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AV0670,La Possession,ecartee,ecartee,331882,1,5,2,242.6,100.0,100.0,42.6,100.0,57.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000AV1156,La Possession,ecartee,ecartee,306625,1,5,2,249.4,100.0,100.0,49.4,100.0,50.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000BK0426,La Possession,ecartee,ecartee,237251,1,3,2,148.5,100.0,97.0,48.5,51.5,51.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000BM0112,La Possession,ecartee,ecartee,330351,1,3,2,145.0,100.0,90.0,45.0,55.0,55.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000BO0215,La Possession,ecartee,ecartee,114061,1,3,2,147.1,100.0,94.3,47.1,52.9,52.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97408000BR0174,La Possession,ecartee,ecartee,12152,1,3,2,146.1,100.0,92.3,46.1,53.9,53.9,N,AUc,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97412000AM0278,Saint-Joseph,ecartee,ecartee,337971,1,3,2,147.4,100.0,94.7,47.4,52.6,52.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97412000AM1527,Saint-Joseph,ecartee,ecartee,98526,1,3,2,146.6,100.0,93.2,46.6,53.4,53.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AH0188,Saint-Paul,ecartee,ecartee,355638,1,3,2,150.0,100.0,100.0,50.0,50.0,50.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AS0439,Saint-Paul,ecartee,ecartee,309674,1,3,2,149.8,100.0,99.6,49.8,50.2,50.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AS0519,Saint-Paul,ecartee,ecartee,315250,1,4,3,147.9,100.0,95.8,47.9,52.1,52.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AV0770,Saint-Paul,ecartee,ecartee,301398,1,3,2,146.0,100.0,92.0,46.0,54.0,54.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AV0811,Saint-Paul,ecartee,ecartee,343467,1,3,2,148.9,100.0,97.8,48.9,51.1,51.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AY0789,Saint-Paul,ecartee,ecartee,174448,1,3,2,145.0,100.0,90.0,45.0,55.0,55.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AY0835,Saint-Paul,ecartee,ecartee,207944,1,3,2,146.0,100.0,92.1,46.0,54.0,54.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AY1342,Saint-Paul,ecartee,ecartee,177630,1,3,2,147.0,100.0,94.0,47.0,53.0,53.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0112,Saint-Paul,ecartee,ecartee,273654,1,4,3,149.5,100.0,99.1,49.5,50.5,50.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0114,Saint-Paul,ecartee,ecartee,95884,1,3,2,145.9,100.0,91.7,45.9,54.1,54.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0242,Saint-Paul,ecartee,ecartee,382678,1,3,2,146.3,100.0,92.6,46.3,53.7,53.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0258,Saint-Paul,ecartee,ecartee,353458,1,3,2,146.0,100.0,92.0,46.0,54.0,54.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0394,Saint-Paul,ecartee,ecartee,381026,1,3,2,149.3,100.0,98.6,49.3,50.7,50.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0490,Saint-Paul,ecartee,ecartee,334507,1,3,2,146.7,100.0,93.5,46.7,53.3,53.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0689,Saint-Paul,ecartee,ecartee,383379,1,4,3,149.0,100.0,98.1,49.0,51.0,51.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ0845,Saint-Paul,ecartee,ecartee,390819,1,3,2,145.6,100.0,91.2,45.6,54.4,54.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ1117,Saint-Paul,ecartee,ecartee,350554,1,3,2,145.9,100.0,91.7,45.9,54.1,54.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000AZ1189,Saint-Paul,ecartee,ecartee,312713,1,3,2,147.3,100.0,94.6,47.3,52.7,52.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BC0095,Saint-Paul,ecartee,ecartee,381690,1,3,2,148.1,100.0,96.2,48.1,51.9,51.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BW1361,Saint-Paul,ecartee,ecartee,295578,1,3,2,146.6,100.0,93.3,46.6,53.4,53.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BW1624,Saint-Paul,ecartee,ecartee,162135,1,3,2,148.5,100.0,96.9,48.5,51.5,51.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BY0256,Saint-Paul,ecartee,ecartee,354129,1,3,2,145.7,100.0,91.5,45.7,54.3,54.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BY0323,Saint-Paul,ecartee,ecartee,408639,1,3,2,145.3,100.0,90.6,45.3,54.7,54.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BY0530,Saint-Paul,ecartee,ecartee,371550,1,3,2,145.7,100.0,91.4,45.7,54.3,54.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BZ0010,Saint-Paul,ecartee,ecartee,363167,1,5,4,139.5,100.0,98.8,59.3,40.7,40.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000BZ0013,Saint-Paul,ecartee,ecartee,288719,1,4,3,141.6,100.0,92.9,51.3,48.7,48.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CD0568,Saint-Paul,ecartee,ecartee,317022,1,4,3,130.8,100.0,100.0,73.0,27.0,27.0,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CD0702,Saint-Paul,ecartee,ecartee,138831,1,4,3,130.5,100.0,100.0,88.2,11.8,11.8,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CH0202,Saint-Paul,ecartee,ecartee,389867,1,4,3,132.2,100.0,100.0,88.0,12.0,12.0,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CH0836,Saint-Paul,ecartee,ecartee,369784,1,3,2,146.2,100.0,92.3,46.2,53.8,53.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CH1579,Saint-Paul,ecartee,ecartee,362805,1,3,2,149.4,100.0,98.9,49.4,50.6,50.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CH1864,Saint-Paul,ecartee,ecartee,329238,1,5,4,130.4,100.0,100.0,71.8,28.2,28.2,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CI0444,Saint-Paul,ecartee,ecartee,328311,1,3,2,145.5,100.0,91.0,45.5,54.5,54.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CI0458,Saint-Paul,ecartee,ecartee,218848,1,3,2,146.4,100.0,92.7,46.4,53.6,53.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CI0702,Saint-Paul,ecartee,ecartee,402773,1,4,3,141.7,100.0,90.4,48.7,51.3,51.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CK0435,Saint-Paul,ecartee,ecartee,410784,1,4,3,145.2,100.0,90.5,45.3,54.7,54.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CK0957,Saint-Paul,ecartee,ecartee,380632,1,4,3,134.4,100.0,92.1,57.7,42.3,42.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CL0564,Saint-Paul,ecartee,ecartee,216295,1,3,2,145.2,100.0,90.4,45.2,54.8,54.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CM0482,Saint-Paul,ecartee,ecartee,258666,1,3,2,147.7,100.0,95.4,47.7,52.3,52.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CM0659,Saint-Paul,ecartee,ecartee,338345,1,3,2,145.7,100.0,91.3,45.7,54.3,54.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CN0129,Saint-Paul,ecartee,ecartee,217644,1,4,3,148.5,100.0,97.0,48.5,51.5,51.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CN0171,Saint-Paul,ecartee,ecartee,303779,1,3,2,147.3,100.0,94.6,47.3,52.7,52.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CN0271,Saint-Paul,ecartee,ecartee,257213,1,5,4,132.7,100.0,100.0,85.4,14.6,14.6,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000CN0535,Saint-Paul,ecartee,ecartee,256004,1,4,3,129.7,100.0,95.9,66.2,33.8,33.8,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000EO0563,Saint-Paul,ecartee,ecartee,235679,1,3,2,148.1,100.0,96.2,48.1,51.9,51.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000EO0984,Saint-Paul,ecartee,ecartee,56458,1,3,2,149.8,100.0,99.5,49.8,50.2,50.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000EP0252,Saint-Paul,ecartee,ecartee,313032,1,4,3,146.6,100.0,93.3,46.6,53.4,53.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000EP0973,Saint-Paul,ecartee,ecartee,291289,1,4,3,148.7,100.0,97.5,48.7,51.3,51.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0313,Saint-Paul,ecartee,ecartee,222047,1,3,2,149.9,100.0,99.7,49.9,50.1,50.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0317,Saint-Paul,ecartee,ecartee,358361,1,3,2,147.2,100.0,94.4,47.2,52.8,52.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0331,Saint-Paul,ecartee,ecartee,205353,1,3,2,145.6,100.0,91.3,45.6,54.4,54.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0409,Saint-Paul,ecartee,ecartee,401888,1,5,4,127.6,100.0,100.0,76.1,23.9,23.9,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0483,Saint-Paul,ecartee,ecartee,254522,1,3,2,149.5,100.0,99.0,49.5,50.5,50.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0489,Saint-Paul,ecartee,ecartee,259411,1,3,2,146.7,100.0,93.4,46.7,53.3,53.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0665,Saint-Paul,ecartee,ecartee,377389,1,3,2,145.1,100.0,90.2,45.1,54.9,54.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0817,Saint-Paul,ecartee,ecartee,328786,1,5,4,140.3,100.0,100.0,86.8,13.2,13.2,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97415000HO0960,Saint-Paul,ecartee,ecartee,251394,1,3,2,145.8,100.0,91.5,45.8,54.2,54.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0322,Sainte-Marie,ecartee,ecartee,375754,1,3,2,148.0,100.0,96.0,48.0,52.0,52.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0437,Sainte-Marie,ecartee,ecartee,386345,1,3,2,145.7,100.0,91.5,45.7,54.3,54.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0568,Sainte-Marie,ecartee,ecartee,368541,1,3,2,147.7,100.0,95.3,47.7,52.3,52.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0613,Sainte-Marie,ecartee,ecartee,288079,1,3,2,148.5,100.0,96.9,48.5,51.5,51.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0785,Sainte-Marie,ecartee,ecartee,404404,1,3,2,147.8,100.0,95.5,47.8,52.2,52.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0874,Sainte-Marie,ecartee,ecartee,383410,1,3,2,148.2,100.0,96.4,48.2,51.8,51.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0882,Sainte-Marie,ecartee,ecartee,381774,1,3,2,148.7,100.0,97.3,48.7,51.3,51.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO0943,Sainte-Marie,ecartee,ecartee,312971,1,3,2,148.0,100.0,95.9,48.0,52.0,52.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO1121,Sainte-Marie,ecartee,ecartee,308454,1,3,2,147.3,100.0,94.7,47.3,52.7,52.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO1274,Sainte-Marie,ecartee,ecartee,363489,1,3,2,149.3,100.0,98.6,49.3,50.7,50.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO1280,Sainte-Marie,ecartee,ecartee,378319,1,4,3,131.8,100.0,100.0,75.3,24.7,24.7,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO1312,Sainte-Marie,ecartee,ecartee,422189,1,3,2,145.6,100.0,91.2,45.6,54.4,54.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO1357,Sainte-Marie,ecartee,ecartee,403904,1,3,2,145.9,100.0,91.8,45.9,54.1,54.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AO2039,Sainte-Marie,ecartee,ecartee,384334,1,3,2,148.7,100.0,97.5,48.7,51.3,51.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP0062,Sainte-Marie,ecartee,ecartee,349359,1,3,2,146.9,100.0,93.7,46.9,53.1,53.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP0076,Sainte-Marie,ecartee,ecartee,420228,1,4,3,135.8,100.0,97.0,61.2,38.8,38.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP0577,Sainte-Marie,ecartee,ecartee,387757,1,5,4,131.1,100.0,100.0,88.5,11.5,11.5,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP0635,Sainte-Marie,ecartee,ecartee,326139,1,3,2,145.5,100.0,91.1,45.5,54.5,54.5,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP0697,Sainte-Marie,ecartee,ecartee,120414,1,4,3,145.0,100.0,95.0,50.0,50.0,50.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP0748,Sainte-Marie,ecartee,ecartee,205770,1,3,2,149.3,100.0,98.6,49.3,50.7,50.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP1075,Sainte-Marie,ecartee,ecartee,360110,1,3,2,145.3,100.0,90.5,45.3,54.7,54.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP1481,Sainte-Marie,ecartee,ecartee,258834,1,3,2,149.2,100.0,98.4,49.2,50.8,50.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP2117,Sainte-Marie,ecartee,ecartee,347814,1,4,3,145.3,100.0,90.6,45.3,54.7,54.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP2252,Sainte-Marie,ecartee,ecartee,352839,1,3,2,147.8,100.0,95.7,47.8,52.2,52.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP2318,Sainte-Marie,ecartee,ecartee,361312,1,3,2,147.2,100.0,94.4,47.2,52.8,52.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP2321,Sainte-Marie,ecartee,ecartee,307946,1,3,2,147.9,100.0,95.9,47.9,52.1,52.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP2637,Sainte-Marie,ecartee,ecartee,344982,1,4,3,149.1,100.0,99.4,50.4,49.6,49.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3304,Sainte-Marie,ecartee,ecartee,416261,1,4,3,136.2,100.0,100.0,80.3,19.7,19.7,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3554,Sainte-Marie,ecartee,ecartee,358899,1,3,2,147.4,100.0,94.8,47.4,52.6,52.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3716,Sainte-Marie,ecartee,ecartee,389224,1,3,2,145.1,100.0,90.3,45.1,54.9,54.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3816,Sainte-Marie,ecartee,ecartee,420499,1,5,4,132.3,100.0,100.0,70.5,29.5,29.5,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3885,Sainte-Marie,ecartee,ecartee,359049,1,3,2,148.1,100.0,96.2,48.1,51.9,51.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3897,Sainte-Marie,ecartee,ecartee,346946,1,3,2,148.0,100.0,96.1,48.0,52.0,52.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3899,Sainte-Marie,ecartee,ecartee,364254,1,3,2,146.0,100.0,92.0,46.0,54.0,54.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP3900,Sainte-Marie,ecartee,ecartee,253084,1,3,2,147.0,100.0,93.9,47.0,53.0,53.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP4190,Sainte-Marie,ecartee,ecartee,11686,1,3,2,145.4,100.0,90.8,45.4,54.6,54.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP4220,Sainte-Marie,ecartee,ecartee,356420,1,4,3,147.8,100.0,95.7,47.8,52.2,52.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP4222,Sainte-Marie,ecartee,ecartee,339875,1,4,3,146.9,100.0,93.9,46.9,53.1,53.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP4229,Sainte-Marie,ecartee,ecartee,257370,1,3,2,147.7,100.0,95.4,47.7,52.3,52.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AP4413,Sainte-Marie,ecartee,ecartee,328631,1,3,2,146.4,100.0,92.8,46.4,53.6,53.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR0695,Sainte-Marie,ecartee,ecartee,322269,1,3,2,147.2,100.0,94.5,47.2,52.8,52.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR1047,Sainte-Marie,ecartee,ecartee,353741,1,3,2,147.2,100.0,94.3,47.2,52.8,52.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR1451,Sainte-Marie,ecartee,ecartee,371162,1,3,2,145.7,100.0,91.5,45.7,54.3,54.3,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR1468,Sainte-Marie,ecartee,ecartee,309632,1,3,2,146.1,100.0,92.2,46.1,53.9,53.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR1629,Sainte-Marie,ecartee,ecartee,263694,1,3,2,146.2,100.0,92.4,46.2,53.8,53.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR1860,Sainte-Marie,ecartee,ecartee,313508,1,4,3,147.1,100.0,94.2,47.1,52.9,52.9,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR2319,Sainte-Marie,ecartee,ecartee,377263,1,3,2,149.6,100.0,99.2,49.6,50.4,50.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR2320,Sainte-Marie,ecartee,ecartee,336885,1,3,2,149.8,100.0,99.6,49.8,50.2,50.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AR2436,Sainte-Marie,ecartee,ecartee,350800,1,3,2,146.8,100.0,93.7,46.8,53.2,53.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AV0489,Sainte-Marie,ecartee,ecartee,257693,1,3,2,147.0,100.0,94.0,47.0,53.0,53.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AV0881,Sainte-Marie,ecartee,ecartee,283678,1,3,2,147.2,100.0,94.5,47.2,52.8,52.8,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AW0535,Sainte-Marie,ecartee,ecartee,394208,1,3,2,149.3,100.0,98.7,49.3,50.7,50.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AW0672,Sainte-Marie,ecartee,ecartee,90374,1,3,2,147.8,100.0,95.6,47.8,52.2,52.2,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AY0433,Sainte-Marie,ecartee,ecartee,216937,1,3,2,149.4,100.0,98.8,49.4,50.6,50.6,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AY0513,Sainte-Marie,ecartee,ecartee,27157,1,3,2,147.6,100.0,95.2,47.6,52.4,52.4,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97418000AZ0498,Sainte-Marie,ecartee,ecartee,409000,1,3,2,148.9,100.0,97.9,48.9,51.1,51.1,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97421000AC0051,Salazie,ecartee,ecartee,302542,1,4,3,146.6,100.0,93.2,46.6,53.4,53.4,A,AUc,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97421000AC0071,Salazie,ecartee,ecartee,325449,1,6,3,146.3,100.0,92.5,46.3,53.7,53.7,A,AUc,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97421000AE0311,Salazie,ecartee,ecartee,380989,1,4,3,139.3,100.0,93.4,54.2,45.8,45.8,N,AUs,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97421000AE0314,Salazie,ecartee,ecartee,402558,1,4,3,135.5,100.0,100.0,81.2,18.8,18.8,N,A,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97421000BM0205,Salazie,ecartee,ecartee,290717,1,3,2,145.7,100.0,91.4,45.7,54.3,54.3,A,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97421000BO0209,Salazie,ecartee,ecartee,408351,1,7,3,236.6,100.0,100.0,61.3,77.3,38.7,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
97421000BO0261,Salazie,ecartee,ecartee,346471,1,5,2,244.0,100.0,100.0,44.0,100.0,56.0,N,U,HARD_EXCLUDE,POSITIVE_mixte,t,t,t
