idu,commune,status,tier_v2,rang_v2,etage0,n_zones_raw,n_zones_dedup,total_cov_raw_pct,total_cov_dedup_pct,an_cov_raw_pct,an_cov_dedup_pct,uau_cov_raw_pct,uau_cov_dedup_pct,zone_majoritaire_raw,zone_majoritaire_dedup,verdict_raw,verdict_dedup,hard_exclude_infonde,zone_majoritaire_change,verdict_change
97411000CK0003,Saint-Denis,ecartee,ecartee,414273,1,2,1,199.5,99.7,100.0,99.7,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0004,Saint-Denis,ecartee,ecartee,414858,1,5,2,198.3,99.0,100.0,99.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0005,Saint-Denis,ecartee,ecartee,398108,1,5,2,200.5,99.8,100.0,99.8,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0006,Saint-Denis,ecartee,ecartee,385516,1,5,2,201.7,100.5,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0007,Saint-Denis,ecartee,ecartee,417569,1,5,2,200.9,100.2,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0008,Saint-Denis,ecartee,ecartee,415943,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0009,Saint-Denis,ecartee,ecartee,411686,1,5,2,199.6,99.7,100.0,99.7,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0010,Saint-Denis,ecartee,ecartee,407793,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0011,Saint-Denis,ecartee,ecartee,399305,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0012,Saint-Denis,ecartee,ecartee,421005,1,4,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0013,Saint-Denis,ecartee,ecartee,410556,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0014,Saint-Denis,ecartee,ecartee,420090,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0015,Saint-Denis,ecartee,ecartee,411500,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0016,Saint-Denis,ecartee,ecartee,415768,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0017,Saint-Denis,ecartee,ecartee,411980,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0018,Saint-Denis,ecartee,ecartee,400487,1,5,2,196.7,98.3,100.0,98.3,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0019,Saint-Denis,ecartee,ecartee,414950,1,5,2,200.2,100.1,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0020,Saint-Denis,ecartee,ecartee,416243,1,7,4,197.2,100.1,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0021,Saint-Denis,ecartee,ecartee,385960,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0022,Saint-Denis,ecartee,ecartee,397924,1,4,3,198.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0023,Saint-Denis,ecartee,ecartee,400266,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0024,Saint-Denis,ecartee,ecartee,410893,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0025,Saint-Denis,ecartee,ecartee,411467,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0026,Saint-Denis,ecartee,ecartee,410766,1,3,2,180.8,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0027,Saint-Denis,ecartee,ecartee,403224,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0028,Saint-Denis,ecartee,ecartee,410132,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0029,Saint-Denis,ecartee,ecartee,420560,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0030,Saint-Denis,ecartee,ecartee,409072,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0031,Saint-Denis,ecartee,ecartee,420410,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0032,Saint-Denis,ecartee,ecartee,419575,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0033,Saint-Denis,ecartee,ecartee,413764,1,4,3,199.7,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0034,Saint-Denis,ecartee,ecartee,417911,1,4,3,129.6,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0035,Saint-Denis,ecartee,ecartee,416718,1,3,2,142.1,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0037,Saint-Denis,ecartee,ecartee,408489,1,5,4,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0039,Saint-Denis,ecartee,ecartee,381572,1,6,5,112.2,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0041,Saint-Denis,ecartee,ecartee,411226,1,3,2,171.5,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0042,Saint-Denis,ecartee,ecartee,411776,1,3,2,177.3,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0043,Saint-Denis,ecartee,ecartee,412404,1,4,3,105.3,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0044,Saint-Denis,ecartee,ecartee,415425,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0045,Saint-Denis,ecartee,ecartee,385870,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0046,Saint-Denis,ecartee,ecartee,407982,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0047,Saint-Denis,ecartee,ecartee,420500,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0048,Saint-Denis,ecartee,ecartee,399107,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0049,Saint-Denis,ecartee,ecartee,419764,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0050,Saint-Denis,ecartee,ecartee,419769,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0051,Saint-Denis,ecartee,ecartee,416369,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0052,Saint-Denis,ecartee,ecartee,418018,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0053,Saint-Denis,ecartee,ecartee,417964,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0054,Saint-Denis,ecartee,ecartee,413202,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0055,Saint-Denis,ecartee,ecartee,409458,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0056,Saint-Denis,ecartee,ecartee,408196,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0058,Saint-Denis,ecartee,ecartee,420177,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0059,Saint-Denis,ecartee,ecartee,420077,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0061,Saint-Denis,ecartee,ecartee,419932,1,5,2,199.2,99.6,100.0,99.6,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0062,Saint-Denis,ecartee,ecartee,335007,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0066,Saint-Denis,ecartee,ecartee,325440,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0067,Saint-Denis,ecartee,ecartee,343847,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0068,Saint-Denis,ecartee,ecartee,390098,1,4,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0069,Saint-Denis,ecartee,ecartee,387352,1,4,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0070,Saint-Denis,ecartee,ecartee,383130,1,4,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0071,Saint-Denis,ecartee,ecartee,341820,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CK0072,Saint-Denis,ecartee,ecartee,383226,1,7,3,202.9,100.8,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0001,Saint-Denis,ecartee,ecartee,423589,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0002,Saint-Denis,ecartee,ecartee,425089,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0003,Saint-Denis,ecartee,ecartee,427822,1,3,2,199.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0004,Saint-Denis,ecartee,ecartee,425001,1,3,2,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0005,Saint-Denis,ecartee,ecartee,425475,1,3,2,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0006,Saint-Denis,ecartee,ecartee,409656,1,3,2,198.8,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0007,Saint-Denis,ecartee,ecartee,425265,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0008,Saint-Denis,ecartee,ecartee,424693,1,3,2,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0010,Saint-Denis,ecartee,ecartee,423908,1,3,2,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0011,Saint-Denis,ecartee,ecartee,425422,1,3,2,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0012,Saint-Denis,ecartee,ecartee,424086,1,3,2,199.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0013,Saint-Denis,ecartee,ecartee,421114,1,3,2,195.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0014,Saint-Denis,ecartee,ecartee,425430,1,3,2,105.1,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0025,Saint-Denis,ecartee,ecartee,424678,1,3,2,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0031,Saint-Denis,ecartee,ecartee,425235,1,4,3,106.7,100.0,100.0,99.3,0.7,0.7,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0032,Saint-Denis,ecartee,ecartee,410920,1,3,2,199.6,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0033,Saint-Denis,ecartee,ecartee,412024,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0034,Saint-Denis,ecartee,ecartee,420415,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0035,Saint-Denis,ecartee,ecartee,426874,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0036,Saint-Denis,ecartee,ecartee,423451,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0166,Saint-Denis,ecartee,ecartee,408880,1,3,2,100.3,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0167,Saint-Denis,ecartee,ecartee,427564,1,3,2,100.5,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0168,Saint-Denis,ecartee,ecartee,409641,1,3,2,100.6,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0169,Saint-Denis,ecartee,ecartee,422764,1,3,2,100.6,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0170,Saint-Denis,ecartee,ecartee,425112,1,3,2,100.4,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0171,Saint-Denis,ecartee,ecartee,424637,1,3,2,100.5,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0172,Saint-Denis,ecartee,ecartee,424956,1,3,2,100.1,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0177,Saint-Denis,ecartee,ecartee,422582,1,3,2,199.8,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0178,Saint-Denis,ecartee,ecartee,426515,1,3,2,199.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0179,Saint-Denis,ecartee,ecartee,408265,1,3,2,199.7,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0180,Saint-Denis,ecartee,ecartee,422682,1,3,2,199.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0181,Saint-Denis,ecartee,ecartee,424151,1,3,2,199.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0182,Saint-Denis,ecartee,ecartee,425659,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CL0183,Saint-Denis,ecartee,ecartee,423925,1,3,2,199.6,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0011,Saint-Denis,ecartee,ecartee,416042,1,4,3,101.3,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0026,Saint-Denis,ecartee,ecartee,421425,1,5,4,100.1,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0027,Saint-Denis,ecartee,ecartee,426413,1,4,3,100.1,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0028,Saint-Denis,ecartee,ecartee,426731,1,4,3,161.4,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0057,Saint-Denis,ecartee,ecartee,385937,1,10,9,142.2,100.0,100.0,97.3,2.7,2.7,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0058,Saint-Denis,ecartee,ecartee,426894,1,7,6,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0060,Saint-Denis,ecartee,ecartee,423025,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0061,Saint-Denis,ecartee,ecartee,426499,1,3,2,199.7,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0062,Saint-Denis,ecartee,ecartee,422805,1,3,2,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0064,Saint-Denis,ecartee,ecartee,427761,1,3,2,100.2,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0075,Saint-Denis,ecartee,ecartee,426721,1,4,3,100.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0114,Saint-Denis,ecartee,ecartee,416235,1,3,2,100.8,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0115,Saint-Denis,ecartee,ecartee,413918,1,3,2,100.2,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0116,Saint-Denis,ecartee,ecartee,410486,1,3,2,100.2,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0117,Saint-Denis,ecartee,ecartee,413546,1,3,2,100.7,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0118,Saint-Denis,ecartee,ecartee,417837,1,3,2,100.4,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0174,Saint-Denis,ecartee,ecartee,417561,1,4,3,133.6,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0178,Saint-Denis,ecartee,ecartee,421376,1,5,4,125.1,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0414,Saint-Denis,ecartee,ecartee,412874,1,4,3,112.1,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CR0530,Saint-Denis,ecartee,ecartee,422699,1,5,4,100.2,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0082,Saint-Denis,ecartee,ecartee,398272,1,4,3,100.1,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0083,Saint-Denis,ecartee,ecartee,410731,1,4,3,101.7,100.8,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0084,Saint-Denis,ecartee,ecartee,421735,1,4,3,100.2,100.1,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0086,Saint-Denis,ecartee,ecartee,426006,1,5,3,125.7,100.3,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0088,Saint-Denis,ecartee,ecartee,392692,1,4,2,309.8,154.9,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0089,Saint-Denis,ecartee,ecartee,423369,1,4,2,200.4,100.2,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0090,Saint-Denis,ecartee,ecartee,416808,1,6,4,195.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0380,Saint-Denis,ecartee,ecartee,393437,1,3,2,100.4,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CX0465,Saint-Denis,ecartee,ecartee,407824,1,4,3,108.1,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0001,Saint-Denis,ecartee,ecartee,426215,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0002,Saint-Denis,ecartee,ecartee,424275,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0004,Saint-Denis,ecartee,ecartee,424521,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0005,Saint-Denis,ecartee,ecartee,421087,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0006,Saint-Denis,ecartee,ecartee,412817,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0007,Saint-Denis,ecartee,ecartee,427234,1,3,2,105.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0008,Saint-Denis,ecartee,ecartee,414947,1,4,3,100.7,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0009,Saint-Denis,ecartee,ecartee,413960,1,3,2,199.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0010,Saint-Denis,ecartee,ecartee,421679,1,4,3,181.9,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0013,Saint-Denis,ecartee,ecartee,407181,1,4,3,100.0,100.0,100.0,100.0,0.0,0.0,A,A,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0015,Saint-Denis,ecartee,ecartee,414483,1,4,3,153.2,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0017,Saint-Denis,ecartee,ecartee,425485,1,4,3,110.7,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0026,Saint-Denis,ecartee,ecartee,426236,1,4,3,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0027,Saint-Denis,ecartee,ecartee,424640,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0042,Saint-Denis,ecartee,ecartee,421841,1,4,3,101.1,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0043,Saint-Denis,ecartee,ecartee,426205,1,3,2,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0044,Saint-Denis,ecartee,ecartee,427699,1,4,3,199.8,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0045,Saint-Denis,ecartee,ecartee,427126,1,3,2,177.5,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0046,Saint-Denis,ecartee,ecartee,424545,1,3,2,158.8,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0047,Saint-Denis,ecartee,ecartee,426278,1,3,2,147.3,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0048,Saint-Denis,ecartee,ecartee,415747,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0049,Saint-Denis,ecartee,ecartee,424310,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
97411000CY0050,Saint-Denis,ecartee,ecartee,407773,1,2,1,200.0,100.0,100.0,100.0,0.0,0.0,N,N,HARD_EXCLUDE,HARD_EXCLUDE,f,f,f
