idu,commune,statut_avant,statut_apres,etage0_avant,etage0_apres,tier_avant,tier_apres,rang_avant,rang_apres,motifs_he_v5
97415000EY0773,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,11544,11547,zonage_plu_gpu:HARD_EXCLUDE
97415000EY0774,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,66578,66567,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY0776,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,9190,9194,zonage_plu_gpu:HARD_EXCLUDE
97415000EY0777,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,16265,16265,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY0778,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,64490,64484,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY0809,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,221186,221177,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY0810,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,100717,100728,bati:HARD_EXCLUDE | surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY0817,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,229510,229508,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY1141,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,264255,264261,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY1142,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,140994,140983,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY1156,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,102795,102805,bati:HARD_EXCLUDE | emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000EY1488,Saint-Paul,opportunite,exclue,0,1,a_creuser,a_creuser,16359,16359,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0471,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,67142,67132,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0472,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,187343,187333,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0473,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,254974,254970,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0474,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,198350,198342,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0476,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,32921,32913,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0477,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,299589,299606,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0478,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,35325,35315,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0479,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,192266,192261,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0480,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,211554,211546,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0481,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,190432,190426,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0482,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,215999,215990,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0483,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,190717,190711,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0484,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,273089,273103,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0485,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,273746,273762,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0486,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,276898,276909,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0487,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,128266,128265,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0488,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,134351,134345,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0489,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,215927,215918,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0490,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,,,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0491,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,,,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0492,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,,,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0493,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,30218,30211,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0494,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,11105,11108,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0495,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,73916,73903,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0496,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,217442,217433,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0497,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,123675,123680,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0498,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,157537,157528,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0499,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,231744,231735,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0500,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,10346,10350,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0501,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,21702,21702,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0502,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,23296,23296,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0503,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,43625,43623,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0504,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,157941,157933,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HI0505,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,353482,353507,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0508,Saint-Paul,opportunite,exclue,0,1,a_creuser,a_creuser,174816,174809,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0509,Saint-Paul,a_creuser,exclue,0,1,reserve_fonciere,reserve_fonciere,252519,252512,zonage_plu_gpu:HARD_EXCLUDE
97415000HI0510,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,173167,173159,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0022,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,29139,29131,zonage_plu_gpu:HARD_EXCLUDE
97415000HN0026,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,30517,30508,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0032,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,197791,156799,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0033,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,156558,156549,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0035,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,99006,99015,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0036,Saint-Paul,a_creuser,exclue,0,1,reserve_fonciere,reserve_fonciere,320341,315260,zonage_plu_gpu:HARD_EXCLUDE
97415000HN0038,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,370023,370064,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0040,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,357583,345085,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0041,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,172962,142889,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0043,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,297379,297396,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0050,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,74251,55951,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0051,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,68345,42543,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0052,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,388317,388351,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0063,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,101035,101045,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0064,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,83053,83055,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0065,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,309866,296963,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0066,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,279304,271127,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0069,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,310182,299155,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0076,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,300004,270556,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0080,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,188374,188366,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0082,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,248804,248795,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0083,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,51397,51397,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0085,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,20618,17970,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0087,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,28945,21596,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0088,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,248343,248335,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0090,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,211438,211430,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0091,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,259051,259050,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0093,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,43794,43792,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0094,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,212761,212753,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0095,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,267925,267931,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0097,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,166039,166032,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0100,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,258202,258203,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0101,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,200737,200730,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0102,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,238150,182701,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0103,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,316446,310812,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0104,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,302748,302767,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0105,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,11318,11321,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0106,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,7878,7881,zonage_plu_gpu:HARD_EXCLUDE
97415000HN0107,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,98734,98744,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0113,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,305153,305171,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0114,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,162393,137021,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0116,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,30853,30844,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0117,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,12055,5641,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0118,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,197205,197199,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0119,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,16880,6877,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0120,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,24950,24951,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0121,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,197760,197754,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0122,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,238798,238788,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0123,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,216541,216532,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0129,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,331241,318980,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0131,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,311499,306651,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0133,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,322104,311674,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0134,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,283099,283113,zonage_plu_gpu:HARD_EXCLUDE
97415000HN0135,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,220265,220255,zonage_plu_gpu:HARD_EXCLUDE
97415000HN0136,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,393952,393987,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0137,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,376864,360875,zonage_plu_gpu:HARD_EXCLUDE
97415000HN0140,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,173758,173749,zonage_plu_gpu:HARD_EXCLUDE
97415000HN0142,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,275328,259296,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0194,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,310804,302928,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0195,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,371610,371650,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0222,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,169776,169770,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0223,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,258707,213398,emprise_lineaire:HARD_EXCLUDE | surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0224,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,365122,365162,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0225,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,318738,313351,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0226,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,255995,255993,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0227,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,287972,287989,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0228,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,289095,289117,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0267,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,314555,309271,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0269,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,277474,234405,osm_faux_positif:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0270,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,318688,313286,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0290,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,299980,299998,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0291,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,115654,115661,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HN0301,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,289439,289461,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000HR0003,Saint-Paul,opportunite,exclue,0,1,a_creuser,a_creuser,172303,172294,zonage_plu_gpu:HARD_EXCLUDE
97415000HR0264,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,224622,224618,zonage_plu_gpu:HARD_EXCLUDE
97418000AO0080,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,290326,290346,
97418000AP2637,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,344982,345005,
97418000AP3293,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,403402,403436,
97418000AP4190,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,11686,11689,
97418000AR0360,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,393245,393281,
97418000AR0696,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,345365,345387,
97418000AR1869,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,303112,303131,
97418000AR1953,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,345021,345044,
97418000AR2397,Sainte-Marie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,349540,349571,
97421000BN0523,Salazie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,369123,369161,
97421000BO0220,Salazie,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,416129,416163,
