cible,n_cible_total,prec@100_proba_mediane,prec@100_indice_mediane,communes_indice_gagne,communes_egalite,n_communes
vendue 2025 ET fort potentiel (valeur > médiane communale des > 0),1219,0.02,0.025,9,10,24
