sonde_du,export,table_sondee,n_lignes,n_departements,n_lignes_974,constat
2026-09-03,"2026-02-a (France, csv.tar.gz, 39,4 Go)",batiment_groupe_ffo_bat,22310491,96,0,métropole seule — La Réunion absente de la distribution open data actuelle
