idu,p_arene,p_raw,ponderee_au,ecart
97422000CP0630,0.007278472085084773,0.007278,False,4.720850847730537e-07
97407000AB0082,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97421000AL0279,0.0050568900126422255,0.005057,False,1.0998735777440621e-07
97416000DE1030,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97407000BI0119,0.013754472403073493,0.013754,False,4.72403073492611e-07
97418000AV2787,0.019144602851323828,0.019145,False,3.971486761712717e-07
97401000AT0688,0.007278472085084773,0.007278,False,4.720850847730537e-07
97402000AH1300,0.010748560460652593,0.010749,False,4.3953934740666167e-07
97416000HM0490,0.007278472085084773,0.007278,False,4.720850847730537e-07
97422000AM0233,0.007278472085084773,0.007278,False,4.720850847730537e-07
97422000CO0507,0.008840227088402269,0.00884,False,2.270884022683578e-07
97412000BR0304,0.031053604436229204,0.031054,False,3.955637707941939e-07
97418000AP2336,0.016883261135177165,0.016883,False,2.6113517716599977e-07
97419000AY0082,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97403000AP1888,0.006731287022078621,0.006731,False,2.870220786209063e-07
97415000EO0800,0.020465278992478575,0.020465,False,2.78992478574408e-07
97416000CY0530,0.010575332927147707,0.010575,False,3.329271477080231e-07
97422000CS1197,0.006572420634920635,0.006572,False,4.2063492063527247e-07
97413000AC0327,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97414000ET1820,0.006731287022078621,0.006731,False,2.870220786209063e-07
97409000AC1021,0.013754472403073493,0.013754,False,4.72403073492611e-07
97413000DE1516,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97409000AM0726,0.041367351994054995,0.041367,False,3.519940549936984e-07
97414000EK0350,0.010575332927147707,0.010575,False,3.329271477080231e-07
97413000DK0536,0.011601693517347555,0.011602,False,3.064826524443176e-07
97415000AY1264,0.018904958677685952,0.018905,False,4.132231404968545e-08
97413000CT0302,0.008840227088402269,0.000959,True,0.00788122708840227
97413000BH1141,0.008185538881309686,0.008186,False,4.611186903147324e-07
97410000AL0095,0.013754472403073493,0.013754,False,4.72403073492611e-07
97411000AO0123,0.041367351994054995,0.041367,False,3.519940549936984e-07
97406000AT0117,0.031451612903225803,0.031452,False,3.8709677419729305e-07
97411000AM0266,0.041367351994054995,0.041367,False,3.519940549936984e-07
97416000CV0830,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97412000CZ1200,0.007278472085084773,0.007278,False,4.720850847730537e-07
97410000AX0766,0.007278472085084773,0.007278,False,4.720850847730537e-07
97405000AY0733,0.013754472403073493,0.013754,False,4.72403073492611e-07
97415000EO0401,0.018904958677685952,0.018905,False,4.132231404968545e-08
97422000AK0621,0.009404388714733543,0.009404,False,3.887147335436547e-07
97409000BM0072,0.010575332927147707,0.010575,False,3.329271477080231e-07
97414000EL1113,0.009585067473830243,0.009585,False,6.747383024356679e-08
97410000BE0113,0.011601693517347555,0.011602,False,3.064826524443176e-07
97415000BW1354,0.010575332927147707,0.010575,False,3.329271477080231e-07
97417000AY0103,0.016022841787033924,0.016023,False,1.5821296607543278e-07
97408000AC3004,0.013754472403073493,0.013754,False,4.72403073492611e-07
97408000BL0207,0.011834319526627219,0.011834,False,3.1952662721788927e-07
97422000BV2829,0.013754472403073493,0.013754,False,4.72403073492611e-07
97414000CL0474,0.010575332927147707,0.010575,False,3.329271477080231e-07
97414000HI0317,0.009585067473830243,0.009585,False,6.747383024356679e-08
97415000ET1734,0.04665629860031104,0.046656,False,2.986003110397317e-07
97420000AE0208,0.00805142928473349,0.008051,False,4.292847334899652e-07
97415000CM0610,0.010575332927147707,0.010575,False,3.329271477080231e-07
97422000AY1562,0.018904958677685952,0.018905,False,4.132231404968545e-08
97415000BW0345,0.010575332927147707,0.010575,False,3.329271477080231e-07
97416000EM0260,0.041367351994054995,0.041367,False,3.519940549936984e-07
97415000DT0566,0.009404388714733543,0.009404,False,3.887147335436547e-07
97415000BO0479,0.012004865408006769,0.012005,False,1.3459199323107018e-07
97416000IK0282,0.027938342967244702,0.027938,False,3.429672447013976e-07
97415000CT0196,0.00805142928473349,0.008051,False,4.292847334899652e-07
97409000AX0875,0.018904958677685952,0.018905,False,4.132231404968545e-08
97422000BH2080,0.018904958677685952,0.018905,False,4.132231404968545e-08
97411000DZ0126,0.01695293330359135,0.016953,False,6.669640864945259e-08
97401000AO0615,0.03162055335968379,0.031621,False,4.4664031621094447e-07
97409000AC0597,0.013754472403073493,0.013754,False,4.72403073492611e-07
97420000AS0030,0.010575332927147707,0.010575,False,3.329271477080231e-07
97410000AO0044,0.009585067473830243,0.009585,False,6.747383024356679e-08
97411000KE0353,0.013754472403073493,0.013754,False,4.72403073492611e-07
97413000BD0079,0.00907911802853437,0.009079,False,1.1802853436965188e-07
97415000EX0109,0.010575332927147707,0.010575,False,3.329271477080231e-07
97415000EX0168,0.007278472085084773,0.007278,False,4.720850847730537e-07
97422000BY0542,0.011601693517347555,0.011602,False,3.064826524443176e-07
97420000AS1168,0.00805142928473349,0.008051,False,4.292847334899652e-07
97416000HL0318,0.010575332927147707,0.010575,False,3.329271477080231e-07
97405000AM0651,0.007278472085084773,0.007278,False,4.720850847730537e-07
97411000CH0479,0.020465278992478575,0.020465,False,2.78992478574408e-07
97406000AM0704,0.017857142857142856,0.017857,False,1.4285714285480755e-07
97406000AO0473,0.008840227088402269,0.00884,False,2.270884022683578e-07
97423000AD0004,0.006731287022078621,0.006731,False,2.870220786209063e-07
97401000AK0121,0.013703943115707821,0.013704,False,5.6884292177691864e-08
97415000DS0679,0.013703943115707821,0.013704,False,5.6884292177691864e-08
97422000AE1041,0.016022841787033924,0.016023,False,1.5821296607543278e-07
