parcelle_id,commune,p_mutation_fonciere_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97422000BO1484,97422,0.078502,-0.0469,1.3166,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089","filo_pct_pauv [(0.07692, 0.1311]]: +0.089"
97411000HR0041,97411,0.078502,0.3139,0.9178,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.217,rot_bati [> 0.01526]: +0.182,"canopee_pct [(0.4, 1.9]]: +0.123",tenure_bin*rot_nu: +0.093
97422000BN2988,97422,0.078502,0.1782,1.1957,permis_bin [<2a]: +1.295,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.083
97422000DH0211,97422,0.078502,-0.3944,0.384,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [A]: -0.405,surface_m2 [> 1.204e+04]: -0.262,ndvi_moyen*zone_plu: +0.184
97411000AD0564,97411,0.078502,0.1901,1.4923,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213,rot_bati [> 0.01526]: +0.182
97422000BN2966,97422,0.078502,0.0312,1.3788,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,sdp_residuelle_m2 [manquant]: -0.156,surface_m2*permis_bin: +0.086
97422000BP1968,97422,0.078502,0.211,1.0561,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*surface_m2: +0.217,"sdp_residuelle_m2 [(719, 1341]]: -0.215"
97422000CN1779,97422,0.078502,0.0137,1.4755,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(0.4, 1.9]]: +0.123",surface_m2*permis_bin: +0.086
97422000BP1974,97422,0.078502,-0.0677,1.0345,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,"sdp_residuelle_m2 [(719, 1341]]: -0.215"
97411000AN0666,97411,0.078502,0.1792,1.2466,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01315, 0.01526]]: +0.128",surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97401000AS0229,97401,0.078502,-0.0368,0.864,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,"surface_m2 [(1239, 1.204e+04]]: -0.112",tenure_bin*rot_nu: +0.093,"rot_bati [(0.01002, 0.01179]]: +0.090"
97422000BW2242,97422,0.078502,-0.1795,1.5064,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.001202, 0.001992]]: -0.155",surface_m2*permis_bin: +0.125
97409000BI0819,97409,0.078502,-0.0687,1.0297,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,canopee_pct [≤ 0.4]: +0.239,"surface_m2 [(1239, 1.204e+04]]: -0.112",tenure_bin*rot_nu: +0.093
97411000AM0093,97411,0.078502,-0.0359,1.5242,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182,"rot_nu [(0.001202, 0.001992]]: -0.155"
97411000AM0194,97411,0.078502,0.1785,1.3292,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,"rot_nu [(0.001202, 0.001992]]: -0.155","canopee_pct [(0.4, 1.9]]: +0.123"
97411000AM0351,97411,0.078502,0.3037,1.4048,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213,rot_bati [> 0.01526]: +0.182
97422000BV3057,97422,0.078502,0.044,1.0796,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*surface_m2: +0.217,"sdp_residuelle_m2 [(719, 1341]]: -0.215"
97422000BV3056,97422,0.078502,0.044,1.1409,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*surface_m2: +0.217,nu_constructible [true]: +0.195
97422000BV2814,97422,0.078502,-0.094,1.413,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123","rot_nu [(0.001992, 0.003646]]: -0.089"
97411000AM0421,97411,0.078502,0.1405,1.1311,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,"rot_nu [(0.001202, 0.001992]]: -0.155",surface_m2*permis_bin: +0.125
97401000AS1378,97401,0.078502,0.0261,1.3664,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,sdp_residuelle_m2 [manquant]: -0.156,surface_m2*permis_bin: +0.120
97401000AS1489,97401,0.078502,0.2165,1.2156,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,filo_snv_pp [> 3.206e+04]: +0.103,"rot_bati [(0.01002, 0.01179]]: +0.090","rot_nu [(0.001992, 0.003646]]: -0.089"
97422000BT1065,97422,0.078502,0.4116,1.2159,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.213,"canopee_pct [(0.4, 1.9]]: +0.123"
97422000CH0562,97422,0.078502,0.1829,1.2391,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97409000BN0554,97409,0.078502,0.114,1.2809,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_bati [(0.002709, 0.004481]]: -0.106"
97411000AN0122,97411,0.078502,0.0424,1.2925,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01315, 0.01526]]: +0.128",surface_m2*permis_bin: +0.125,"rot_nu [(0.001992, 0.003646]]: -0.089"
97411000AN0312,97411,0.078502,0.0276,1.3371,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01315, 0.01526]]: +0.128","canopee_pct [(0.4, 1.9]]: +0.123","rot_nu [(0.001992, 0.003646]]: -0.089"
97422000BN2548,97422,0.078502,0.0158,1.3673,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156,surface_m2*permis_bin: +0.083
97422000BN2081,97422,0.078502,0.0758,1.2676,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(18, 27.5]]: -0.168",surface_m2*permis_bin: +0.125
97410000AH0213,97410,0.078502,0.0683,0.2957,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,canopee_pct [> 61.2]: -0.460,piscine [true]: +0.412,surface_m2 [> 1.204e+04]: -0.262
97401000AR0665,97401,0.078502,0.3325,0.9442,permis_bin [<2a]: +1.295,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: +0.125
97410000CD0952,97410,0.078502,0.7753,0.8796,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97422000AD0951,97422,0.078502,0.1412,1.1288,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97422000BY0636,97422,0.078502,-0.037,1.4159,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01002, 0.01179]]: +0.090",zone_plu [U]: +0.077
97410000AK0170,97410,0.078502,-0.0174,1.5137,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.001992, 0.003646]]: -0.089",pv_candidat [true]: +0.081
97411000CX1865,97411,0.078502,-0.1153,1.4722,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156,surface_m2*permis_bin: +0.125
97411000CY0978,97411,0.078502,0.055,1.3051,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(18, 27.5]]: -0.168",surface_m2*permis_bin: +0.125
97410000CD0897,97410,0.078502,0.5668,2.1171,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: -0.949,zone_plu [AU]: +0.388,tenure_bin [3+]: +0.319,rot_nu [> 0.01151]: +0.312
97423000AB1804,97423,0.078502,0.9314,0.7045,tenure_bin [1-2]: +0.514,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213
97423000AB1805,97423,0.078502,0.9314,0.8759,tenure_bin [1-2]: +0.514,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213
97423000AB1904,97423,0.078502,0.9144,2.3801,tenure_bin*permis_bin: -1.530,permis_bin [<2a]: +1.295,tenure_bin [1-2]: +0.514,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239
97409000AV1241,97409,0.078502,0.0897,1.1793,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125,"rot_bati [(0.002709, 0.004481]]: -0.106"
97410000BK0489,97410,0.078502,0.3489,1.0591,permis_bin [<2a]: +1.295,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97402000AK1866,97402,0.078502,-0.0216,1.7265,tenure_bin [<1]: +0.892,piscine [true]: +0.412,tenure_bin*surface_m2: -0.241,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97423000AB1912,97423,0.078502,0.9144,2.358,tenure_bin*permis_bin: -1.530,permis_bin [<2a]: +1.295,tenure_bin [1-2]: +0.514,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239
97420000AI0906,97420,0.078502,-0.3099,1.6174,permis_bin [<2a]: +1.295,rot_bati [≤ 0.001831]: -0.341,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97420000AI0777,97420,0.078502,-0.2801,1.5335,permis_bin [<2a]: +1.295,rot_bati [≤ 0.001831]: -0.341,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132"
97423000AB1914,97423,0.078502,0.8654,1.0186,tenure_bin [1-2]: +0.514,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213
97422000AL1338,97422,0.078502,0.0165,1.3821,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.002709, 0.004481]]: -0.106",surface_m2*permis_bin: +0.086
97423000AB0325,97423,0.078502,0.95,0.4526,zone_plu [AU]: +0.388,tenure_bin [3+]: +0.319,canopee_pct [≤ 0.4]: +0.239,tenure_bin*surface_m2: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97411000AW0803,97411,0.078502,0.0772,1.4332,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01002, 0.01179]]: +0.090",zone_plu [U]: +0.077
97410000CD0953,97410,0.078502,0.7753,0.867,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97422000BK2130,97422,0.078502,0.2256,1.2001,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(11.9, 18]]: -0.093","sdp_residuelle_m2 [(367, 493]]: -0.086"
97411000AW0924,97411,0.078502,0.1459,1.329,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156,"rot_bati [(0.01002, 0.01179]]: +0.090"
97409000AY1331,97409,0.078502,0.0204,1.3534,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97422000BH1077,97422,0.078502,0.1167,1.2115,tenure_bin [<1]: +0.892,piscine [true]: +0.412,tenure_bin*surface_m2: +0.217,"rot_bati [(0.01002, 0.01179]]: +0.090",tenure_bin*permis_bin: +0.085
97422000DM0234,97422,0.078502,0.2541,0.7826,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,canopee_pct [≤ 0.4]: +0.239,sdp_residuelle_m2 [> 1341]: -0.148,"surface_m2 [(1239, 1.204e+04]]: -0.112"
97402000AD0929,97402,0.078502,0.64,0.7889,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [3+]: +0.319,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239
97411000AY0121,97411,0.078502,0.0538,1.2549,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97422000AY0511,97422,0.078502,0.0099,1.2887,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(18, 27.5]]: -0.168",surface_m2*permis_bin: +0.125
97402000AH0767,97402,0.078502,0.0437,1.1315,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,piscine [true]: +0.412,tenure_bin*rot_nu: +0.093,"rot_nu [(0.001992, 0.003646]]: -0.089"
97411000CE1134,97411,0.078502,0.1172,1.2746,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_bati [(0.002709, 0.004481]]: -0.106",zone_plu [U]: +0.077,filo_dens_pop [≤ 300]: +0.076
97422000EH0128,97422,0.078502,-0.0294,0.8852,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276,canopee_pct [≤ 0.4]: +0.239
97422000AV0223,97422,0.078502,-0.0957,1.4595,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"canopee_pct [(0.4, 1.9]]: +0.123","rot_nu [(0.001992, 0.003646]]: -0.089",surface_m2*permis_bin: +0.086
97409000AW0693,97409,0.078502,-0.3372,1.897,permis_bin [<2a]: +1.295,piscine [true]: +0.412,rot_nu [≤ 0.001202]: -0.276,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97422000EK0096,97422,0.078502,-0.0966,1.3984,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.001202, 0.001992]]: -0.155","canopee_pct [(0.4, 1.9]]: +0.123","rot_bati [(0.01179, 0.01315]]: +0.111"
97411000AB0018,97411,0.078502,0.0092,1.3661,permis_bin [<2a]: +1.295,rot_nu [≤ 0.001202]: -0.276,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(11.9, 18]]: -0.093"
97422000AS0736,97422,0.078502,0.1481,1.2973,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"sdp_residuelle_m2 [(493, 719]]: -0.144",zone_plu [U]: +0.077
97422000AP1250,97422,0.078502,0.4933,0.6273,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,zone_plu [AU]: +0.388,sdp_residuelle_m2 [manquant]: -0.156,"surface_m2 [(1239, 1.204e+04]]: -0.112"
97410000CD0937,97410,0.078502,0.7929,0.8796,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97414000EN3944,97414,0.078502,0.6721,1.4357,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,tenure_bin*surface_m2: -0.364,canopee_pct [≤ 0.4]: +0.239,tenure_bin*rot_nu: -0.224
97411000HW0367,97411,0.078502,0.1414,1.1725,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(18, 27.5]]: -0.168",sdp_residuelle_m2 [manquant]: -0.156
97413000CX2191,97413,0.078502,0.1561,1.8053,tenure_bin [<1]: +0.892,piscine [true]: +0.412,tenure_bin*surface_m2: -0.364,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97415000CT1663,97415,0.078502,0.0741,1.1994,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97415000CT1359,97415,0.078502,0.1136,1.2616,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97413000CU0956,97413,0.078502,0.4102,1.3053,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97413000CU1062,97413,0.078502,0.0119,1.3259,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"canopee_pct [(11.9, 18]]: -0.093","rot_nu [(0.001992, 0.003646]]: -0.089"
97415000CT0284,97415,0.078502,0.2522,1.2485,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97415000CT0283,97415,0.078502,0.2522,1.3315,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",zone_plu [U]: +0.077
97415000CT0059,97415,0.078502,0.1536,1.2383,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077
97415000CS0408,97415,0.078502,0.0997,1.3171,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_bati [(0.01179, 0.01315]]: +0.111","rot_nu [(0.001992, 0.003646]]: -0.089"
97415000CR0614,97415,0.078502,0.032,1.4283,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"rot_bati [(0.002709, 0.004481]]: -0.106"
97408000AM1328,97408,0.078502,0.0232,1.3259,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01315, 0.01526]]: +0.128","canopee_pct [(11.9, 18]]: -0.093"
97413000CX2179,97413,0.078502,0.1347,1.236,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.217,nu_constructible [true]: +0.195,"canopee_pct [(0.4, 1.9]]: +0.123",tenure_bin*permis_bin: +0.085
97413000CX2351,97413,0.078502,-0.0296,1.4845,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.086,zone_plu [U]: +0.077
97408000AN1228,97408,0.078502,-0.0057,1.2802,tenure_bin [<1]: +0.892,piscine [true]: +0.412,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276,"canopee_pct [(0.4, 1.9]]: +0.123"
97415000CM1799,97415,0.078502,-0.079,1.3615,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125,"canopee_pct [(11.9, 18]]: -0.093"
97415000CM1479,97415,0.078502,0.1019,1.4118,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97415000CM0955,97415,0.078502,-0.0064,1.3442,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,zone_plu [U]: +0.077,tenure_bin [inconnu]: -0.074
97408000AM0556,97408,0.078502,0.2471,1.3622,tenure_bin [<1]: +0.892,piscine [true]: +0.412,"rot_bati [(0.01315, 0.01526]]: +0.128","canopee_pct [(0.4, 1.9]]: +0.123","filo_pct_pauv [(0.07692, 0.1311]]: +0.089"
97415000CH3300,97415,0.078502,-0.0254,1.3982,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.001992, 0.003646]]: -0.089",zone_plu [U]: +0.077
97415000CH1825,97415,0.078502,-0.0435,0.8613,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,nu_constructible [true]: +0.195,"sdp_residuelle_m2 [(493, 719]]: -0.144","surface_m2 [(1239, 1.204e+04]]: -0.112"
97405000BE1774,97405,0.078502,0.2791,0.8677,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,tenure_bin*rot_nu: -0.138,"rot_nu [(0.006453, 0.008753]]: +0.132","surface_m2 [(1239, 1.204e+04]]: -0.112"
97406000AC0598,97406,0.078502,0.4616,1.2706,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [2-3]: +0.336,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97406000AK0147,97406,0.078502,0.2038,1.3277,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,sdp_residuelle_m2 [manquant]: -0.156,"rot_nu [(0.006453, 0.008753]]: +0.132"
97406000AL0111,97406,0.078502,-0.0272,1.472,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.001992, 0.003646]]: -0.089",surface_m2*permis_bin: +0.086
97415000BW0972,97415,0.078502,0.134,1.5529,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: -0.143
97413000CU0526,97413,0.078502,0.1447,0.9757,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,piscine [true]: +0.412,filo_pct_pauv [≤ 0.07692]: +0.136,filo_snv_pp [> 3.206e+04]: +0.103
97408000AN1347,97408,0.078502,0.0975,0.5321,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276,sdp_residuelle_m2 [> 1341]: -0.148
97415000DK1006,97415,0.078502,0.8,1.0281,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [3+]: +0.319,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239
97415000CY0149,97415,0.078502,0.4795,0.9822,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"canopee_pct [(18, 27.5]]: -0.168",filo_pct_pauv [≤ 0.07692]: +0.136,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000DK0859,97415,0.078502,0.9388,0.8442,piscine [true]: +0.412,tenure_bin [3+]: +0.319,rot_nu [> 0.01151]: +0.312,pct_bati_secteur [≤ 0.3421]: +0.213,dens_bati_secteur [≤ 0.01005]: +0.156
97413000BM0715,97413,0.078502,-0.0505,1.3529,tenure_bin [<1]: +0.892,canopee_pct [≤ 0.4]: +0.239,tenure_bin*surface_m2: +0.217,nu_constructible [true]: +0.195,"rot_bati [(0.002709, 0.004481]]: -0.106"
97415000DI0102,97415,0.078502,0.0614,0.7775,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.415,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276,"rot_bati [(0.01315, 0.01526]]: +0.128"
97413000BM0721,97413,0.078502,-0.5261,0.4765,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [A]: -0.405,surface_m2 [> 1.204e+04]: -0.262,sdp_residuelle_m2 [manquant]: -0.156
97415000DE0377,97415,0.078502,0.4238,1.0514,permis_bin [<2a]: +1.295,"canopee_pct [(27.5, 44.8]]: -0.255",tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182
97415000DE0350,97415,0.078502,0.2515,1.1463,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,rot_bati [> 0.01526]: +0.182,surface_m2*permis_bin: +0.125,"canopee_pct [(11.9, 18]]: -0.093"
97415000DE0279,97415,0.078502,0.3595,1.0061,tenure_bin [<1]: +0.892,piscine [true]: +0.412,tenure_bin*surface_m2: +0.217,rot_bati [> 0.01526]: +0.182,"canopee_pct [(18, 27.5]]: -0.168"
97405000AL0667,97405,0.078502,0.2031,1.4242,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: -0.143,"rot_bati [(0.01002, 0.01179]]: +0.090"
97405000AN0684,97405,0.078502,0.1408,1.1412,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"rot_bati [(0.002709, 0.004481]]: -0.106","canopee_pct [(11.9, 18]]: -0.093"
97405000AO0557,97405,0.078502,0.1589,1.2313,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"pct_bati_secteur [(0.3421, 0.4356]]: +0.123",surface_m2*permis_bin: +0.083,zone_plu [U]: +0.077
97415000CY0449,97415,0.078502,0.4039,0.7913,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,"canopee_pct [(18, 27.5]]: -0.168","sdp_residuelle_m2 [(493, 719]]: -0.144"
97405000AR1600,97405,0.078502,0.2535,1.3178,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214","canopee_pct [(0.4, 1.9]]: +0.123",zone_plu [U]: +0.077
97405000BE0397,97405,0.078502,0.2376,1.1063,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132","canopee_pct [(11.9, 18]]: -0.093",zone_plu [U]: +0.077
97415000CX1379,97415,0.078502,0.6562,1.2005,piscine [true]: +0.412,tenure_bin [3+]: +0.319,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195,filo_pct_pauv [≤ 0.07692]: +0.136
