parcelle_id,commune,p_mutation_fonciere_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97408000AP1647,97408,1.0,1.0089,1.724,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97408000AP1610,97408,1.0,1.0782,1.664,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97408000AP1609,97408,1.0,1.0782,1.7045,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97423000AB1910,97423,0.449276,0.9192,1.7786,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97415000DK1044,97415,0.34375,0.8335,1.6515,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97408000AP1605,97408,0.34375,0.6966,1.7045,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97418000AT2542,97418,0.34375,0.6855,1.7087,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97404000AT0870,97404,0.34375,0.6945,1.6846,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97418000AT2379,97418,0.34375,0.5832,1.8157,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97423000AB1342,97423,0.34375,0.8785,1.7235,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97411000KA0296,97411,0.34375,0.5761,1.7912,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97410000CD0905,97410,0.34375,0.5576,1.7908,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97423000AB1908,97423,0.34375,0.9052,1.7537,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97423000AB1911,97423,0.34375,0.9144,1.769,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97410000AS1425,97410,0.34375,0.5991,1.7537,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97418000AT2317,97418,0.34375,0.5924,1.7923,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97408000AP1603,97408,0.34375,0.6911,1.6938,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97422000AD1237,97422,0.34375,0.4735,2.0744,permis_bin [<2a]: +1.295,piscine [true]: +0.412,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97418000AT2541,97418,0.308897,0.6855,1.679,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97409000AR1260,97409,0.20438,0.0128,1.9491,permis_bin [<2a]: +1.295,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125
97415000AY1622,97415,0.20438,0.3818,1.7923,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97414000CV0772,97414,0.20438,0.5253,1.6938,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97414000EN4045,97414,0.20438,0.4656,1.6399,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97410000AS1450,97410,0.20438,0.5935,1.592,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97415000AB0783,97415,0.20438,0.6121,0.6159,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,surface_m2 [> 1.204e+04]: -0.262,tenure_bin*rot_nu: -0.224
97415000AB0847,97415,0.20438,0.9115,1.4074,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97407000AH0233,97407,0.20438,-0.1015,2.1848,permis_bin [<2a]: +1.295,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97415000AY1535,97415,0.20438,0.3763,1.7591,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97415000AY1541,97415,0.20438,0.3763,1.7923,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97406000AV1024,97406,0.20438,0.607,1.5556,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97415000AY1587,97415,0.20438,0.381,1.7847,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97415000AY1592,97415,0.20438,0.3763,1.8064,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97406000AP0422,97406,0.20438,0.5761,1.5919,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97415000AY1625,97415,0.20438,0.1949,1.7786,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97411000EL0640,97411,0.20438,0.5771,1.4388,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_pct_pauv [≤ 0.07692]: +0.136,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000AY1638,97415,0.20438,0.3818,1.6439,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97406000AI0941,97406,0.20438,0.538,1.6052,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97406000AI0706,97406,0.20438,0.3745,1.7388,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97415000BW1673,97415,0.20438,0.2771,1.9985,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97415000CL0917,97415,0.20438,0.1703,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97415000CW1056,97415,0.20438,0.7269,1.6052,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97415000CX0533,97415,0.20438,0.4673,1.5064,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132",surface_m2*permis_bin: +0.125
97415000CX0939,97415,0.20438,0.5894,1.5482,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132","pct_bati_secteur [(0.3421, 0.4356]]: +0.123"
97415000CX1395,97415,0.20438,0.6562,1.7066,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,filo_pct_pauv [≤ 0.07692]: +0.136,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000CY1041,97415,0.20438,0.6861,1.0543,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,nu_constructible [true]: +0.195
97415000DE1325,97415,0.20438,0.4217,1.7674,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182
97415000DK1032,97415,0.20438,0.8335,2.6099,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: -0.949,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin [3+]: +0.319
97408000AB0275,97408,0.20438,0.6405,1.4866,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,dens_bati_secteur [≤ 0.01005]: +0.156
97408000AC3640,97408,0.20438,0.6266,1.3876,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_pct_pauv [≤ 0.07692]: +0.136,"rot_nu [(0.006453, 0.008753]]: +0.132"
97408000AO1134,97408,0.20438,0.3647,1.7611,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97413000CA0246,97413,0.20438,0.8011,1.4718,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97411000EL0656,97411,0.20438,0.4507,1.7674,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97411000EL0665,97411,0.20438,0.4507,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97411000HD0032,97411,0.20438,0.2791,0.5254,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,piscine [true]: +0.412,"canopee_pct [(44.8, 61.2]]: -0.389",surface_m2 [> 1.204e+04]: -0.262
97411000HL0011,97411,0.20438,0.4695,0.8182,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,piscine [true]: +0.412,tenure_bin*rot_nu: -0.326,rot_nu [> 0.01151]: +0.312
97411000HM0273,97411,0.20438,0.5456,1.769,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_pct_pauv [≤ 0.07692]: +0.136
97408000BN3751,97408,0.20438,0.2746,1.769,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97411000EL0201,97411,0.20438,0.4415,1.7347,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,"rot_nu [(0.006453, 0.008753]]: +0.132","rot_bati [(0.01315, 0.01526]]: +0.128"
97411000KE0436,97411,0.20438,0.3511,1.761,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97408000AS0457,97408,0.20438,0.5351,1.5144,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97408000AP1663,97408,0.20438,0.5374,1.7171,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221
97412000AO0971,97412,0.20438,0.4434,1.6177,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97411000EH0190,97411,0.20438,0.7699,1.5797,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97412000BK1097,97412,0.20438,0.5152,1.6618,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97411000EH0189,97411,0.20438,0.8046,1.3745,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182
97411000EH0140,97411,0.20438,0.7866,1.4824,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,rot_bati [> 0.01526]: +0.182
97411000DY0219,97411,0.20438,0.5117,1.6177,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97409000AV1036,97409,0.20438,0.1356,2.0761,permis_bin [<2a]: +1.295,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97411000CR0648,97411,0.20438,0.1538,2.0737,permis_bin [<2a]: +1.295,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97411000BP0966,97411,0.20438,0.2749,2.0086,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01315, 0.01526]]: +0.128"
97409000AX1085,97409,0.20438,0.3137,1.6997,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97410000AS1439,97410,0.20438,0.5899,1.7087,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97408000AP1604,97408,0.20438,0.6966,1.4559,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97410000AS1441,97410,0.20438,0.5899,1.6959,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97408000AP1149,97408,0.20438,0.8687,1.0256,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,zone_plu [AU]: +0.388,tenure_bin*rot_nu: -0.326,rot_nu [> 0.01151]: +0.312
97413000CA0242,97413,0.20438,0.5232,1.5861,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214"
97415000AB0376,97415,0.20438,0.5598,0.6653,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,surface_m2 [> 1.204e+04]: -0.262,tenure_bin*rot_nu: -0.224
97410000AV0309,97410,0.20438,0.2891,1.7075,permis_bin [<2a]: +1.295,piscine [true]: +0.412,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125
97416000ET2166,97416,0.20438,0.2085,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97416000ET2164,97416,0.20438,0.2177,1.8157,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97422000AX1253,97422,0.20438,0.345,0.5538,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,surface_m2 [> 1.204e+04]: -0.262,sdp_residuelle_m2 [manquant]: -0.156
97416000EY1406,97416,0.20438,0.0099,2.1695,permis_bin [<2a]: +1.295,piscine [true]: +0.412,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97423000AB0686,97423,0.20438,0.42,1.5334,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213
97423000AB1341,97423,0.20438,0.8785,1.4856,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",pct_bati_secteur [≤ 0.3421]: +0.213
97416000ET2242,97416,0.20438,0.217,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97422000AX1478,97422,0.20438,0.201,0.8692,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,surface_m2 [> 1.204e+04]: -0.262,canopee_pct [≤ 0.4]: +0.239
97422000AX1479,97422,0.20438,0.201,0.739,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,surface_m2 [> 1.204e+04]: -0.262,nu_constructible [true]: +0.195
97420000AO0654,97420,0.20438,0.3259,1.6748,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97422000BD3747,97422,0.20438,0.3694,1.6515,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97416000ET2108,97416,0.20438,0.2346,1.7611,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97422000AX1477,97422,0.20438,0.201,0.7735,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,zone_plu [AU]: +0.388,surface_m2 [> 1.204e+04]: -0.262,nu_constructible [true]: +0.195
97416000ET2141,97416,0.20438,0.2353,1.7468,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000HP0029,97415,0.20438,-0.2471,0.008,tenure_bin*surface_m2: +1.455,tenure_bin*permis_bin: +0.924,tenure_bin [<1]: +0.892,permis_bin [10a+]: -0.450,surface_m2 [> 1.204e+04]: -0.262
97422000BT1345,97422,0.20438,0.4315,1.6247,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97423000AE0961,97423,0.20438,0.5252,1.4074,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,ndvi_moyen*zone_plu: +0.152,"rot_nu [(0.006453, 0.008753]]: +0.132"
97423000AB1441,97423,0.20438,0.9432,1.3936,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"sdp_residuelle_m2 [(719, 1341]]: -0.215"
97415000EO1079,97415,0.20438,0.3285,1.681,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97416000ET2167,97416,0.20438,0.2177,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97418000AS0733,97418,0.20438,0.4091,1.5562,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: +0.125
97416000ET2243,97416,0.20438,0.2504,1.7908,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97415000ET1707,97415,0.20438,0.5134,1.5347,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.125
97413000AV2297,97413,0.185122,0.1969,1.7968,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_nu [(0.006453, 0.008753]]: +0.132"
97422000BP2099,97422,0.110759,0.0994,1.7181,permis_bin [<2a]: +1.295,piscine [true]: +0.412,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,sdp_residuelle_m2 [manquant]: -0.156
97411000IC0451,97411,0.110759,0.3155,1.4828,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01315, 0.01526]]: +0.128",surface_m2*permis_bin: +0.083
97411000HS0070,97411,0.110759,0.6081,1.1566,permis_bin [<2a]: +1.295,rot_nu [> 0.01151]: +0.312,tenure_bin*permis_bin: +0.221,filo_pct_pauv [≤ 0.07692]: +0.136,surface_m2*permis_bin: +0.125
97411000IC0107,97411,0.110759,0.3144,1.4558,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_bati [(0.01315, 0.01526]]: +0.128",zone_plu [U]: +0.077
97411000ER0095,97411,0.110759,0.1414,1.77,permis_bin [<2a]: +1.295,rot_nu [≤ 0.001202]: -0.276,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195
97411000HR0060,97411,0.110759,0.0156,0.5272,tenure_bin*surface_m2: +1.455,tenure_bin [<1]: +0.892,surface_m2 [> 1.204e+04]: -0.262,rot_bati [> 0.01526]: +0.182,tenure_bin*rot_nu: +0.093
97422000BT1013,97422,0.110759,0.4315,1.4304,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,filo_pct_pauv [≤ 0.07692]: +0.136,"canopee_pct [(0.4, 1.9]]: +0.123"
97422000BP1870,97422,0.110759,0.1437,1.5912,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,ndvi_moyen*zone_plu: +0.181
97411000HE0548,97411,0.110759,0.1715,1.654,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,"rot_bati [(0.01179, 0.01315]]: +0.111"
97411000EN0181,97411,0.110759,-0.0027,1.0929,tenure_bin [<1]: +0.892,tenure_bin*surface_m2: +0.619,piscine [true]: +0.412,tenure_bin*rot_nu: +0.290,rot_nu [≤ 0.001202]: -0.276
97411000KA0312,97411,0.110759,0.2783,1.6047,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195,surface_m2*permis_bin: +0.086
97412000AM2101,97412,0.110759,0.5622,1.4072,permis_bin [<2a]: +1.295,zone_plu [AU]: +0.388,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",nu_constructible [true]: +0.195
97412000AM1053,97412,0.110759,0.2312,1.5405,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,"rot_nu [(0.008753, 0.01151]]: +0.214",surface_m2*permis_bin: +0.125
97412000BY0826,97412,0.110759,-0.0282,1.7969,permis_bin [<2a]: +1.295,piscine [true]: +0.412,tenure_bin*permis_bin: +0.221,"canopee_pct [(0.4, 1.9]]: +0.123","rot_bati [(0.01002, 0.01179]]: +0.090"
97412000CK0808,97412,0.110759,0.0929,1.6717,permis_bin [<2a]: +1.295,canopee_pct [≤ 0.4]: +0.239,tenure_bin*permis_bin: +0.221,nu_constructible [true]: +0.195,sdp_residuelle_m2 [manquant]: -0.156
97412000CE2824,97412,0.110759,0.2812,1.4408,permis_bin [<2a]: +1.295,tenure_bin*permis_bin: +0.221,surface_m2*permis_bin: +0.125,"canopee_pct [(0.4, 1.9]]: +0.123","filo_pct_pauv [(0.07692, 0.1311]]: +0.089"
