fold,lh_permis_recent,lh_piscine
2020,1.1656140344364239,0.3189103660659388
2021,1.2014344036483815,0.3055657925094062
2022,1.254802249367327,0.3328427187494616
2023,1.257808290615198,0.35985557715090716
2024,1.2692475034895043,0.38850632806545804
2025,1.2843162267304675,0.4194220034067269
