croisement,val_ap_logistique,val_ap_gbm_shadow,retenu
(base),0.03617279185236983,0.04578646081415649,True
tenure_bin*permis_bin,0.04264932427627696,0.04578646081415649,True
tenure_bin*surface_m2,0.04579476471613735,0.04578646081415649,True
ndvi_moyen*zone_plu,0.04615957170702859,0.04578646081415649,True
tenure_bin*rot_nu,0.04650466997937724,0.04578646081415649,True
surface_m2*permis_bin,0.046782640990092744,0.04578646081415649,True
