rr_2025_vs_lot0,barre_lot0_p_complet,barre_lot0_z_seul,tous_folds_rr_ge_2,signes_stables,PROMOTION_M36
6.72691230741009,2.85,5.07,True,24/29 (aucune monotonie contrainte violée ; instables = coefs ~0),True
