croisement,val_ap_logistique,val_ap_gbm_shadow,retenu
(base),0.04801104109590955,0.09069105136969385,True
tenure_bin*rot_bati,0.06419886909562506,0.09069105136969385,True
tenure_bin*surface_m2,0.07660323345731214,0.09069105136969385,True
tenure_bin*filo_pct_prop,0.08226155243107383,0.09069105136969385,True
tenure_bin*ndvi_moyen,0.08443578044270832,0.09069105136969385,True
rot_bati*nu_constructible,0.08635393352751253,0.09069105136969385,True
