parcelle_id,commune,p_mutation_12m,contrib_z,contrib_d,contribution_1,contribution_2,contribution_3,contribution_4,contribution_5
97415000HM0105,97415,0.651163,0.5078,1.3709,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331
97415000DH0330,97415,0.651163,0.5835,0.4726,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97418000BM0398,97418,0.651163,0.2367,1.4806,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331
97418000BM0368,97418,0.625,0.2143,0.7956,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AW0207,97411,0.625,0.3574,0.7616,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000IO0015,97411,0.625,0.0904,0.8717,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000EL0460,97411,0.625,0.4241,1.155,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414
97407000AS0109,97407,0.625,-0.1548,1.1243,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,piscine [true]: +0.414,tenure_bin*filo_pct_prop: -0.310,pv_candidat [true]: +0.203
97411000DE0267,97411,0.625,0.2988,0.8042,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AN0004,97411,0.625,0.2332,0.7775,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000BH0634,97411,0.625,0.2152,1.2113,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,canopee_pct [≤ 0.4]: +0.244
97415000DE0766,97415,0.625,0.3674,1.034,tenure_bin*rot_bati: +1.440,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331
97411000HN0187,97411,0.620894,0.1145,0.8821,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000BP0940,97411,0.615228,0.6003,1.0324,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,pv_candidat [true]: +0.203
97411000HK0115,97411,0.612587,0.2365,0.7043,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AT0475,97411,0.602045,0.0707,0.9204,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97416000DR0253,97416,0.6,0.4964,0.9623,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,canopee_pct [≤ 0.4]: +0.244
97411000HT0039,97411,0.6,0.3168,0.6725,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000BD0016,97411,0.6,0.2215,0.8707,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AS0673,97411,0.6,0.2401,0.6825,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97416000DX0428,97416,0.567603,0.2468,0.6734,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000BH0476,97411,0.56,0.1084,0.7661,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000DE0330,97411,0.56,0.2988,0.5861,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97415000DH0280,97415,0.56,0.5302,0.81,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AL0086,97411,0.56,0.5259,0.7998,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000IO0014,97411,0.56,0.0899,0.7661,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AK0096,97411,0.56,0.302,0.954,tenure_bin*rot_bati: +1.440,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331
97416000DX0256,97416,0.56,0.2468,0.6994,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AT0551,97411,0.56,0.1136,0.7422,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97422000BZ0235,97422,0.56,0.3097,0.9678,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,canopee_pct [≤ 0.4]: +0.244
97411000BD0107,97411,0.56,0.2947,0.986,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000BH0048,97411,0.56,0.1424,0.7661,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000DH0031,97411,0.56,0.4622,0.9573,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,canopee_pct [≤ 0.4]: +0.244
97422000CH0223,97422,0.56,0.401,0.479,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97415000BO0113,97415,0.56,0.3668,1.505,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697,tenure_bin*rot_bati: +0.599
97411000BD0603,97411,0.56,0.2946,0.7616,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AC0200,97411,0.56,0.3202,0.5868,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000HT0057,97411,0.56,0.3161,0.7616,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97408000BL0308,97408,0.56,0.3772,0.5421,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97416000DW0096,97416,0.56,0.4646,0.916,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000HB0264,97411,0.56,0.2343,0.6571,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97408000AM1343,97408,0.56,-0.0302,0.1027,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,canopee_pct [> 61.2]: -0.453,tenure_bin*ndvi_moyen: -0.276
97408000BL0049,97408,0.529412,0.3761,0.4366,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000HB0477,97411,0.529412,0.2978,0.8188,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000AY0559,97411,0.529412,0.3322,1.1231,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458
97411000HB0281,97411,0.529412,0.2322,0.6039,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000HT0045,97411,0.529412,0.3234,0.7674,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97408000BM0117,97408,0.529412,0.2651,0.3635,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97416000DX0492,97416,0.529412,0.2466,1.5735,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,permis_bin [<2a]: +0.697
97411000AN0490,97411,0.529412,0.3036,0.7788,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97407000AZ0045,97407,0.529412,-0.1065,1.848,tenure_bin*surface_m2: +3.440,tenure_bin*filo_pct_prop: -1.074,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,piscine [true]: +0.414
97416000DW0114,97416,0.529412,0.5312,0.8126,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000HE0038,97411,0.529412,0.4727,0.8553,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AS0291,97411,0.529412,0.2563,0.7894,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000ES0181,97411,0.529412,0.3631,0.6571,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AL0416,97411,0.529412,0.3685,0.9457,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97416000DW0125,97416,0.529412,0.5306,0.6818,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000AL0074,97411,0.529412,0.4363,0.8229,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000HK0076,97411,0.529412,0.2481,1.1085,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000HM0096,97411,0.529412,0.4042,0.9755,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000DH0189,97411,0.529412,0.4623,0.8008,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000BP0908,97411,0.529412,0.5962,0.8983,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,filo_pct_prop [≤ 0.3676]: +0.143
97408000BL0294,97408,0.529412,0.2466,0.6733,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97415000HK0086,97415,0.529412,0.3154,1.1008,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331
97411000HB0339,97411,0.529412,0.2978,0.6914,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000ID0263,97411,0.529412,0.3844,0.9025,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000HB0524,97411,0.529412,0.2978,0.9646,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000DE0175,97411,0.529412,0.4006,0.7735,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97415000DH0326,97415,0.529412,0.4667,0.3542,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97408000BM0115,97408,0.529412,0.2691,0.5678,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97416000DR0288,97416,0.529412,0.2894,0.8368,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97408000BM0163,97408,0.529412,0.2051,0.9054,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000IO0012,97411,0.529412,0.091,0.7616,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97413000CU0804,97413,0.529412,0.4927,0.9037,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,zone_plu [AU]: +0.247
97411000HC0137,97411,0.529412,0.5919,0.8236,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97415000HK0496,97415,0.529412,0.431,1.2204,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458
97411000AY0562,97411,0.529412,0.332,1.2832,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,nu_constructible [true]: +0.458
97415000BI0648,97415,0.529412,0.4515,0.8716,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414
97411000HT0020,97411,0.529412,0.4189,0.9392,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,canopee_pct [≤ 0.4]: +0.244
97411000HB0155,97411,0.529412,0.2976,0.9054,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97415000HK0136,97415,0.529412,0.3232,1.0149,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,piscine [true]: +0.414,rot_bati [> 0.04573]: +0.331
97411000EO0108,97411,0.529412,0.3098,1.0572,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,pv_candidat [true]: +0.203
97411000HA0033,97411,0.529412,0.1247,0.6332,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AN0394,97411,0.529412,0.2185,0.9917,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AL0069,97411,0.529412,0.4363,1.8231,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,permis_bin [<2a]: +0.697,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AL0421,97411,0.529412,0.3685,0.6737,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97408000BL0036,97408,0.529412,0.2466,1.0817,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000AW0053,97411,0.529412,0.3563,0.8939,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000BD0601,97411,0.529412,0.2979,0.6204,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AD0188,97411,0.529412,0.315,0.9523,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97416000HI0538,97416,0.529412,-0.2228,0.7584,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,piscine [true]: +0.414,tenure_bin*rot_bati: -0.308,tenure_bin*filo_pct_prop: +0.300
97416000DX0080,97416,0.529412,0.3569,0.8582,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000AL0023,97411,0.529412,0.4363,0.7823,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000HE0490,97411,0.529412,0.4151,0.7775,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97411000DN0011,97411,0.529412,0.2725,0.6914,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000DH0182,97411,0.529412,0.3188,0.3635,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AT0454,97411,0.529412,0.0704,0.809,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97418000BM0442,97418,0.529412,0.2149,0.5394,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97418000AS0818,97418,0.529412,0.2579,0.8871,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,piscine [true]: +0.414
97411000HA0038,97411,0.529412,0.2414,0.8428,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000BH0378,97411,0.529412,0.0939,0.6278,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AV0414,97411,0.529412,0.3976,0.9791,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.667,pv_candidat [true]: +0.203
97411000BH0856,97411,0.529412,0.1094,0.7377,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000EO0138,97411,0.529412,0.3051,1.0257,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,pv_candidat [true]: +0.203
97411000AT0401,97411,0.529412,0.0726,0.6778,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000HV0135,97411,0.529412,0.5208,0.8803,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,filo_pct_prop [≤ 0.3676]: +0.143
97411000AD0416,97411,0.529412,0.3733,0.7835,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97416000DW0315,97416,0.529412,0.4657,0.7938,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331,tenure_bin*filo_pct_prop: +0.300
97415000HM0107,97415,0.529412,0.527,0.7147,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97411000AH0111,97411,0.529412,0.2166,0.5619,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97411000AW0631,97411,0.529412,0.3495,0.5963,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
97422000CH0260,97422,0.524133,0.3081,0.8789,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97415000CY0018,97415,0.493151,0.3366,1.1388,tenure_bin*surface_m2: +0.981,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*rot_bati: +0.599,nu_constructible [true]: +0.458
97411000AN0307,97411,0.493151,0.2365,0.6804,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,rot_bati [> 0.04573]: +0.331,tenure_bin*surface_m2: +0.235
97409000BD1511,97409,0.493151,-0.2539,0.8492,tenure_bin*surface_m2: +3.440,tenure_bin [<1]: +0.950,tenure_bin*ndvi_moyen: -0.340,tenure_bin*rot_bati: -0.308,tenure_bin*filo_pct_prop: +0.300
97411000DH0235,97411,0.493151,0.3189,0.3249,tenure_bin*rot_bati: +1.440,tenure_bin [<1]: +0.950,tenure_bin*filo_pct_prop: +0.764,tenure_bin*surface_m2: +0.713,rot_bati [> 0.04573]: +0.331
