idu,zone_lib,voisins_contigus,meme_siren,siren_distincts,indetermine_pp,classe_acquerabilite
97423000AK1567,1AUb,4,3,0,1,division_simple
97423000AK1568,1AUb,4,0,0,4,indetermine_pp
97423000AK1569,1AUb,4,3,0,1,division_simple
97423000AK1570,1AUb,3,3,0,0,division_simple
97423000AK1571,1AUb,2,2,0,0,division_simple
97423000AK1572,1AUb,11,4,4,3,division_simple
97423000AK1573,1AUb,3,2,0,1,division_simple
97423000AK1575,1AUb,4,3,1,0,division_simple
97423000AK1576,1AUb,6,2,2,2,division_simple
97423000AK1577,1AUb,3,0,0,3,indetermine_pp
97423000AK1578,1AUb,4,0,0,4,indetermine_pp
97423000AK1579,1AUb,5,2,2,1,division_simple
97423000AK1580,1AUb,5,3,2,0,division_simple
97423000AK1582,1AUb,3,2,1,0,division_simple
97423000AK1583,1AUb,4,0,2,2,assemblage_a_negocier
97423000AK1584,1AUb,4,0,0,4,indetermine_pp
97423000AK1585,1AUb,4,0,0,4,indetermine_pp
97423000AK1586,1AUb,5,1,0,4,division_simple
97423000AK1587,1AUb,4,0,0,4,indetermine_pp
97423000AK1588,1AUb,5,0,1,4,assemblage_a_negocier
97423000AK1589,1AUb,4,0,0,4,indetermine_pp
97423000AK1590,1AUb,3,1,0,2,division_simple
97423000AK1591,1AUb,8,2,0,6,division_simple
97423000AK1592,1AUb,4,0,0,4,indetermine_pp
97423000AK1593,1AUb,5,0,0,5,indetermine_pp
97423000AK1594,1AUb,3,1,0,2,division_simple
97423000AK1595,1AUb,5,0,0,5,indetermine_pp
97423000AK1596,1AUb,5,0,0,5,indetermine_pp
97423000AK1597,1AUb,5,0,0,5,indetermine_pp
97423000AK1598,1AUb,3,0,0,3,indetermine_pp
97423000AK1599,1AUb,4,0,0,4,indetermine_pp
97423000AK1600,1AUb,3,0,0,3,indetermine_pp
97423000AK1601,1AUb,5,0,0,5,indetermine_pp
97423000AK1604,1AUb,1,1,0,0,division_simple
97423000AK1605,1AUb,3,1,1,1,division_simple
97423000AK1606,1AUb,4,0,2,2,assemblage_a_negocier
97423000AK1607,1AUb,5,0,0,5,indetermine_pp
97423000AK1608,1AUb,4,0,0,4,indetermine_pp
97423000AK1609,1AUb,4,0,3,1,assemblage_a_negocier
97423000AK1610,1AUb,3,0,0,3,indetermine_pp
97423000AK1611,1AUb,5,2,0,3,division_simple
97423000AK1612,1AUb,5,4,1,0,division_simple
97423000AK1613,1AUb,4,3,1,0,division_simple
97423000AK1614,1AUb,3,3,0,0,division_simple
97423000AK1766,1AUc,1,0,0,1,indetermine_pp
97423000AK1782,1AUb,1,0,0,1,indetermine_pp
97423000AK1783,1AUb,1,0,0,1,indetermine_pp
97423000AK1792,1AUc,4,2,1,1,division_simple
97423000AK1793,1AUc,3,2,1,0,division_simple
97423000AK1794,1AUc,4,3,1,0,division_simple
97423000AK1795,1AUc,5,2,1,2,division_simple
97423000AK1796,1AUc,3,0,0,3,indetermine_pp
97423000AK1797,1AUc,4,0,0,4,indetermine_pp
97423000AK1798,1AUc,3,0,0,3,indetermine_pp
97423000AK1800,1AUc,6,2,0,4,division_simple
97423000AK1801,1AUc,4,2,1,1,division_simple
97423000AK1802,1AUc,4,4,0,0,division_simple
97423000AK1803,1AUc,2,2,0,0,division_simple
97423000AK1804,1AUc,2,2,0,0,division_simple
97423000AK1805,1AUc,1,0,0,1,indetermine_pp
97423000AK1806,1AUc,2,2,0,0,division_simple
97423000AK1807,1AUc,3,3,0,0,division_simple
97423000AK1808,1AUc,3,3,0,0,division_simple
97423000AK1809,1AUc,4,4,0,0,division_simple
97423000AK1810,1AUc,3,3,0,0,division_simple
97423000AK1828,1AUb,4,0,0,4,indetermine_pp
97423000AK1829,1AUb,4,2,1,1,division_simple
97423000AK1831,1AUc,1,0,0,1,indetermine_pp
97423000AK1834,1AUb,2,2,0,0,division_simple
97423000AK1835,1AUb,3,3,0,0,division_simple
97423000AK1836,1AUb,3,3,0,0,division_simple
97423000AK1837,1AUb,3,3,0,0,division_simple
97423000AK1838,1AUb,2,2,0,0,division_simple
97423000AK1839,1AUb,2,2,0,0,division_simple
97423000AK1840,1AUb,3,3,0,0,division_simple
97423000AK1841,1AUb,3,3,0,0,division_simple
97423000AK1842,1AUb,2,2,0,0,division_simple
97423000AK1844,1AUb,2,2,0,0,division_simple
97423000AK1845,1AUb,3,3,0,0,division_simple
97423000AK1846,1AUb,3,3,0,0,division_simple
97423000AK1847,1AUb,3,3,0,0,division_simple
97423000AK1848,1AUb,3,3,0,0,division_simple
97423000AK1850,1AUb,3,3,0,0,division_simple
97423000AK1851,1AUb,3,3,0,0,division_simple
97423000AK1852,1AUb,3,3,0,0,division_simple
97423000AK1853,1AUb,3,3,0,0,division_simple
97423000AK1854,1AUb,3,3,0,0,division_simple
97423000AK1855,1AUb,3,3,0,0,division_simple
97423000AK1856,1AUb,3,3,0,0,division_simple
97423000AK1857,1AUb,3,3,0,0,division_simple
97423000AK1858,1AUb,3,3,0,0,division_simple
97423000AK1859,1AUb,2,2,0,0,division_simple
97423000AK1860,1AUb,3,2,0,1,division_simple
97423000AK1861,1AUb,4,3,0,1,division_simple
97423000AK1862,1AUb,4,4,0,0,division_simple
97423000AK1863,1AUb,5,5,0,0,division_simple
97423000AK1864,1AUb,4,4,0,0,division_simple
97423000AK1865,1AUb,3,3,0,0,division_simple
97423000AK1867,1AUb,2,0,0,2,indetermine_pp
97423000AK1868,1AUb,3,0,0,3,indetermine_pp
97423000AK1869,1AUb,3,0,0,3,indetermine_pp
97423000AK1870,1AUb,3,0,0,3,indetermine_pp
97423000AK1871,1AUb,3,2,0,1,division_simple
97423000AK1872,1AUb,6,5,0,1,division_simple
97423000AK1873,1AUb,5,5,0,0,division_simple
97423000AK1874,1AUb,3,0,1,2,assemblage_a_negocier
97423000AK1875,1AUb,4,0,0,4,indetermine_pp
97423000AK1876,1AUb,3,0,0,3,indetermine_pp
97423000AK1877,1AUb,4,0,0,4,indetermine_pp
97423000AK1878,1AUb,3,0,0,3,indetermine_pp
97423000AK1879,1AUb,4,0,0,4,indetermine_pp
97423000AK1880,1AUb,2,0,0,2,indetermine_pp
97423000AK1881,1AUb,3,2,0,1,division_simple
97423000AK1882,1AUb,5,5,0,0,division_simple
97423000AK1883,1AUb,4,4,0,0,division_simple
97423000AK1884,1AUb,1,0,0,1,indetermine_pp
97423000AK1885,1AUb,3,3,0,0,division_simple
97423000AK1886,1AUb,3,2,0,1,division_simple
97423000AK1887,1AUb,3,0,0,3,indetermine_pp
97423000AK1888,1AUb,4,0,0,4,indetermine_pp
97423000AK1889,1AUb,5,4,0,1,division_simple
97423000AK1890,1AUb,4,4,0,0,division_simple
97423000AK1891,1AUb,3,3,0,0,division_simple
97423000AK1892,1AUb,5,5,0,0,division_simple
97423000AK1893,1AUb,5,3,0,2,division_simple
97423000AK1894,1AUb,3,0,0,3,indetermine_pp
97423000AK1895,1AUb,3,3,0,0,division_simple
97423000AK1896,1AUb,4,4,0,0,division_simple
97423000AK1897,1AUb,3,1,0,2,division_simple
97423000AK1898,1AUb,2,0,0,2,indetermine_pp
97423000AK1899,1AUb,3,0,0,3,indetermine_pp
97423000AK1900,1AUb,3,0,0,3,indetermine_pp
97423000AK2057,1AUb,3,0,0,3,indetermine_pp
97423000AK2058,1AUb,2,1,0,1,division_simple
97423000AK2062,1AUb,3,0,0,3,indetermine_pp
97423000AK2063,1AUb,2,1,1,0,division_simple
97423000AK2064,1AUb,3,0,0,3,indetermine_pp
