idu,strate,grandeur,surface,valeur
97413000AV2297,special_M41_radar_commune,rang,fiche_v2,34
97413000AV2297,special_M41_radar_commune,rang,fiche_legacy,34
97413000AV2297,special_M41_radar_commune,rang,carte_tuile,34
97413000AV2297,special_M41_radar_commune,rang,db_verite,34
97413000AV2297,special_M41_radar_commune,mult,fiche_v2,13.15
97413000AV2297,special_M41_radar_commune,mult,carte_tuile,13.15
97413000AV2297,special_M41_radar_commune,mult,db_verite,13.15
97413000AV2297,special_M41_radar_commune,prix_probable,fiche_legacy,83777
97413000AV2297,special_M41_radar_commune,charge_supportable,fiche_legacy,54406
97413000AV2297,special_M41_radar_commune,marge_estimee,fiche_legacy,-29371
97413000AV2297,special_M41_radar_commune,ca_central,module_faisa,180064
97413000AV2297,special_M41_radar_commune,ca_central,fiche_legacy,180064
97413000AV2297,special_M41_radar_commune,charge_fonciere_central,module_faisa,14318
97413000AV2297,special_M41_radar_commune,charge_fonciere_central,fiche_legacy,14318
97413000AV2297,special_M41_radar_commune,modeb_dispo,fiche_v2,False
97413000AV2297,special_M41_radar_commune,modeb_dispo,fiche_legacy,False
97413000AV2297,special_M41_radar_commune,modeb_dispo,endpoint_modeb,False
97413000AV2297,special_M41_radar_commune,sdp_residuelle,fiche_v2,50
97413000AV2297,special_M41_radar_commune,sdp_residuelle,carte_tuile,50
97413000AV2297,special_M41_radar_commune,sdp_residuelle,db_residuel,50
97413000AV2297,special_M41_radar_commune,vigilances,fiche_v2,"abf,declassement,icpe,residuel_socle,risques,sol_pollue"
97413000AV2297,special_M41_radar_commune,vigilances,carte_tuile,"abf,declassement,icpe,residuel_socle,risques,sol_pollue"
97415000CW1056,tier_declasse_non_constructible,tier,fiche_v2,declasse_non_constructible
97415000CW1056,tier_declasse_non_constructible,tier,fiche_legacy,declasse_non_constructible
97415000CW1056,tier_declasse_non_constructible,tier,carte_tuile,declasse_non_constructible
97415000CW1056,tier_declasse_non_constructible,tier,db_verite,declasse_non_constructible
97415000CW1056,tier_declasse_non_constructible,rang,fiche_v2,17
97415000CW1056,tier_declasse_non_constructible,rang,fiche_legacy,17
97415000CW1056,tier_declasse_non_constructible,rang,carte_tuile,17
97415000CW1056,tier_declasse_non_constructible,rang,db_verite,17
97415000CW1056,tier_declasse_non_constructible,mult,fiche_v2,15.55
97415000CW1056,tier_declasse_non_constructible,mult,carte_tuile,15.55
97415000CW1056,tier_declasse_non_constructible,mult,db_verite,15.55
97415000CW1056,tier_declasse_non_constructible,modeb_dispo,fiche_v2,False
97415000CW1056,tier_declasse_non_constructible,modeb_dispo,fiche_legacy,False
97415000CW1056,tier_declasse_non_constructible,modeb_dispo,endpoint_modeb,False
97415000CW1056,tier_declasse_non_constructible,vigilances,fiche_v2,"declassement,icpe,risques,zonage_plu_gpu"
97415000CW1056,tier_declasse_non_constructible,vigilances,carte_tuile,"declassement,icpe,risques,zonage_plu_gpu"
97415000CX0650,tier_a_creuser,tier,fiche_v2,a_creuser
97415000CX0650,tier_a_creuser,tier,fiche_legacy,a_creuser
97415000CX0650,tier_a_creuser,tier,carte_tuile,chaude
97415000CX0650,tier_a_creuser,tier,db_verite,a_creuser
97415000CX0650,tier_a_creuser,tier,export_md,a_creuser
97415000CX0650,tier_a_creuser,rang,fiche_v2,688
97415000CX0650,tier_a_creuser,rang,fiche_legacy,688
97415000CX0650,tier_a_creuser,rang,carte_tuile,688
97415000CX0650,tier_a_creuser,rang,db_verite,688
97415000CX0650,tier_a_creuser,mult,fiche_v2,5.88
97415000CX0650,tier_a_creuser,mult,carte_tuile,5.88
97415000CX0650,tier_a_creuser,mult,db_verite,5.88
97415000CX0650,tier_a_creuser,prix_probable,fiche_legacy,72667
97415000CX0650,tier_a_creuser,charge_supportable,fiche_legacy,26574
97415000CX0650,tier_a_creuser,marge_estimee,fiche_legacy,-46093
97415000CX0650,tier_a_creuser,ca_central,module_faisa,99330
97415000CX0650,tier_a_creuser,ca_central,fiche_legacy,99330
97415000CX0650,tier_a_creuser,charge_fonciere_central,module_faisa,-16262
97415000CX0650,tier_a_creuser,charge_fonciere_central,fiche_legacy,-16262
97415000CX0650,tier_a_creuser,modeb_dispo,fiche_v2,False
97415000CX0650,tier_a_creuser,modeb_dispo,fiche_legacy,False
97415000CX0650,tier_a_creuser,modeb_dispo,endpoint_modeb,False
97415000CX0650,tier_a_creuser,sdp_residuelle,fiche_v2,38
97415000CX0650,tier_a_creuser,sdp_residuelle,carte_tuile,38
97415000CX0650,tier_a_creuser,sdp_residuelle,db_residuel,38
97415000CX0650,tier_a_creuser,vigilances,fiche_v2,"bruit_route,declassement,ocs_ge,residuel_socle,risques"
97415000CX0650,tier_a_creuser,vigilances,carte_tuile,"bruit_route,declassement,ocs_ge,residuel_socle,risques"
97415000DK1044,tier_chaude_2,tier,fiche_v2,chaude
97415000DK1044,tier_chaude_2,tier,fiche_legacy,chaude
97415000DK1044,tier_chaude_2,tier,carte_tuile,chaude
97415000DK1044,tier_chaude_2,tier,db_verite,chaude
97415000DK1044,tier_chaude_2,tier,export_md,chaude
97415000DK1044,tier_chaude_2,rang,fiche_v2,15
97415000DK1044,tier_chaude_2,rang,fiche_legacy,15
97415000DK1044,tier_chaude_2,rang,carte_tuile,15
97415000DK1044,tier_chaude_2,rang,db_verite,15
97415000DK1044,tier_chaude_2,mult,fiche_v2,22.12
97415000DK1044,tier_chaude_2,mult,carte_tuile,22.12
97415000DK1044,tier_chaude_2,mult,db_verite,22.12
97415000DK1044,tier_chaude_2,prix_probable,fiche_legacy,203151
97415000DK1044,tier_chaude_2,charge_supportable,fiche_legacy,198602
97415000DK1044,tier_chaude_2,marge_estimee,fiche_legacy,-4549
97415000DK1044,tier_chaude_2,ca_central,module_faisa,761530
97415000DK1044,tier_chaude_2,ca_central,fiche_legacy,761530
97415000DK1044,tier_chaude_2,charge_fonciere_central,module_faisa,47218
97415000DK1044,tier_chaude_2,charge_fonciere_central,fiche_legacy,47218
97415000DK1044,tier_chaude_2,modeb_dispo,fiche_v2,False
97415000DK1044,tier_chaude_2,modeb_dispo,fiche_legacy,False
97415000DK1044,tier_chaude_2,modeb_dispo,endpoint_modeb,False
97415000DK1044,tier_chaude_2,sdp_residuelle,fiche_v2,284
97415000DK1044,tier_chaude_2,sdp_residuelle,carte_tuile,284
97415000DK1044,tier_chaude_2,sdp_residuelle,db_residuel,284
97415000DK1044,tier_chaude_2,vigilances,fiche_v2,"declassement,residuel_socle,risques,sup,zonage_plu_gpu"
97415000DK1044,tier_chaude_2,vigilances,carte_tuile,"declassement,residuel_socle,risques,sup,zonage_plu_gpu"
97415000EY1509,tier_reserve_fonciere_2,tier,fiche_v2,reserve_fonciere
97415000EY1509,tier_reserve_fonciere_2,tier,fiche_legacy,reserve_fonciere
97415000EY1509,tier_reserve_fonciere_2,tier,carte_tuile,reserve_fonciere
97415000EY1509,tier_reserve_fonciere_2,tier,db_verite,reserve_fonciere
97415000EY1509,tier_reserve_fonciere_2,tier,export_md,reserve_fonciere
97415000EY1509,tier_reserve_fonciere_2,rang,fiche_v2,231579
97415000EY1509,tier_reserve_fonciere_2,rang,fiche_legacy,231579
97415000EY1509,tier_reserve_fonciere_2,rang,carte_tuile,231579
97415000EY1509,tier_reserve_fonciere_2,rang,db_verite,231579
97415000EY1509,tier_reserve_fonciere_2,mult,fiche_v2,0.92
97415000EY1509,tier_reserve_fonciere_2,mult,carte_tuile,0.92
97415000EY1509,tier_reserve_fonciere_2,mult,db_verite,0.92
97415000EY1509,tier_reserve_fonciere_2,prix_probable,fiche_legacy,450141
97415000EY1509,tier_reserve_fonciere_2,charge_supportable,fiche_legacy,1304902
97415000EY1509,tier_reserve_fonciere_2,marge_estimee,fiche_legacy,854761
97415000EY1509,tier_reserve_fonciere_2,ca_central,module_faisa,4302249
97415000EY1509,tier_reserve_fonciere_2,ca_central,fiche_legacy,4302249
97415000EY1509,tier_reserve_fonciere_2,charge_fonciere_central,module_faisa,63594
97415000EY1509,tier_reserve_fonciere_2,charge_fonciere_central,fiche_legacy,63594
97415000EY1509,tier_reserve_fonciere_2,modeb_dispo,fiche_v2,False
97415000EY1509,tier_reserve_fonciere_2,modeb_dispo,fiche_legacy,False
97415000EY1509,tier_reserve_fonciere_2,modeb_dispo,endpoint_modeb,False
97415000EY1509,tier_reserve_fonciere_2,sdp_residuelle,fiche_v2,1866
97415000EY1509,tier_reserve_fonciere_2,sdp_residuelle,carte_tuile,1866
97415000EY1509,tier_reserve_fonciere_2,sdp_residuelle,db_residuel,1866
97415000EY1509,tier_reserve_fonciere_2,vigilances,fiche_v2,"bruit_route,declassement,risques"
97415000EY1509,tier_reserve_fonciere_2,vigilances,carte_tuile,"bruit_route,declassement,risques"
97416000EY1406,tier_declasse_bati_revele,tier,fiche_v2,declasse_bati_revele
97416000EY1406,tier_declasse_bati_revele,tier,fiche_legacy,declasse_bati_revele
97416000EY1406,tier_declasse_bati_revele,tier,carte_tuile,declasse_bati_revele
97416000EY1406,tier_declasse_bati_revele,tier,db_verite,declasse_bati_revele
97416000EY1406,tier_declasse_bati_revele,tier,export_md,declasse_bati_revele
97416000EY1406,tier_declasse_bati_revele,rang,fiche_v2,20
97416000EY1406,tier_declasse_bati_revele,rang,fiche_legacy,20
97416000EY1406,tier_declasse_bati_revele,rang,carte_tuile,20
97416000EY1406,tier_declasse_bati_revele,rang,db_verite,20
97416000EY1406,tier_declasse_bati_revele,mult,fiche_v2,13.15
97416000EY1406,tier_declasse_bati_revele,mult,carte_tuile,13.15
97416000EY1406,tier_declasse_bati_revele,mult,db_verite,13.15
97416000EY1406,tier_declasse_bati_revele,ca_central,module_faisa,400000
97416000EY1406,tier_declasse_bati_revele,ca_central,fiche_legacy,400000
97416000EY1406,tier_declasse_bati_revele,charge_fonciere_central,module_faisa,0
97416000EY1406,tier_declasse_bati_revele,charge_fonciere_central,fiche_legacy,0
97416000EY1406,tier_declasse_bati_revele,modeb_dispo,fiche_v2,True
97416000EY1406,tier_declasse_bati_revele,modeb_dispo,fiche_legacy,True
97416000EY1406,tier_declasse_bati_revele,modeb_dispo,endpoint_modeb,True
97416000EY1406,tier_declasse_bati_revele,sdp_residuelle,fiche_v2,0
97416000EY1406,tier_declasse_bati_revele,sdp_residuelle,carte_tuile,111
97416000EY1406,tier_declasse_bati_revele,sdp_residuelle,db_residuel,0
97416000EY1406,tier_declasse_bati_revele,vigilances,fiche_v2,"parc_national,residuel_socle,risques"
97416000EY1406,tier_declasse_bati_revele,vigilances,carte_tuile,"parc_national,residuel_socle,risques"
97417000BC0067,tier_a_creuser_2,tier,fiche_v2,a_creuser
97417000BC0067,tier_a_creuser_2,tier,fiche_legacy,a_creuser
97417000BC0067,tier_a_creuser_2,tier,carte_tuile,a_creuser
97417000BC0067,tier_a_creuser_2,tier,db_verite,a_creuser
97417000BC0067,tier_a_creuser_2,tier,export_md,a_creuser
97417000BC0067,tier_a_creuser_2,rang,fiche_v2,880
97417000BC0067,tier_a_creuser_2,rang,fiche_legacy,880
97417000BC0067,tier_a_creuser_2,rang,carte_tuile,880
97417000BC0067,tier_a_creuser_2,rang,db_verite,880
97417000BC0067,tier_a_creuser_2,mult,fiche_v2,5.88
97417000BC0067,tier_a_creuser_2,mult,carte_tuile,5.88
97417000BC0067,tier_a_creuser_2,mult,db_verite,5.88
97417000BC0067,tier_a_creuser_2,modeb_dispo,fiche_v2,False
97417000BC0067,tier_a_creuser_2,modeb_dispo,fiche_legacy,False
97417000BC0067,tier_a_creuser_2,modeb_dispo,endpoint_modeb,False
97417000BC0067,tier_a_creuser_2,vigilances,fiche_v2,"ocs_ge,parc_national,risques,safer"
97417000BC0067,tier_a_creuser_2,vigilances,carte_tuile,"ocs_ge,parc_national,risques,safer"
97418000AT2542,temoin_AT2542_brulante,tier,fiche_v2,brulante
97418000AT2542,temoin_AT2542_brulante,tier,fiche_legacy,brulante
97418000AT2542,temoin_AT2542_brulante,tier,carte_tuile,brulante
97418000AT2542,temoin_AT2542_brulante,tier,db_verite,brulante
97418000AT2542,temoin_AT2542_brulante,tier,export_md,brulante
97418000AT2542,temoin_AT2542_brulante,rang,fiche_v2,14
97418000AT2542,temoin_AT2542_brulante,rang,fiche_legacy,14
97418000AT2542,temoin_AT2542_brulante,rang,carte_tuile,14
97418000AT2542,temoin_AT2542_brulante,rang,db_verite,14
97418000AT2542,temoin_AT2542_brulante,mult,fiche_v2,22.12
97418000AT2542,temoin_AT2542_brulante,mult,carte_tuile,22.12
97418000AT2542,temoin_AT2542_brulante,mult,db_verite,22.12
97418000AT2542,temoin_AT2542_brulante,prix_probable,fiche_legacy,156583
97418000AT2542,temoin_AT2542_brulante,charge_supportable,fiche_legacy,112492
97418000AT2542,temoin_AT2542_brulante,marge_estimee,fiche_legacy,-44091
97418000AT2542,temoin_AT2542_brulante,ca_central,module_faisa,875000
97418000AT2542,temoin_AT2542_brulante,ca_central,fiche_legacy,875000
97418000AT2542,temoin_AT2542_brulante,charge_fonciere_central,module_faisa,43127
97418000AT2542,temoin_AT2542_brulante,charge_fonciere_central,fiche_legacy,43127
97418000AT2542,temoin_AT2542_brulante,modeb_dispo,fiche_v2,False
97418000AT2542,temoin_AT2542_brulante,modeb_dispo,fiche_legacy,False
97418000AT2542,temoin_AT2542_brulante,modeb_dispo,endpoint_modeb,False
97418000AT2542,temoin_AT2542_brulante,sdp_residuelle,fiche_v2,247
97418000AT2542,temoin_AT2542_brulante,sdp_residuelle,carte_tuile,247
97418000AT2542,temoin_AT2542_brulante,sdp_residuelle,db_residuel,247
97418000AT2542,temoin_AT2542_brulante,vigilances,fiche_v2,"bruit_route,declassement,ocs_ge,residuel_socle,risques"
97418000AT2542,temoin_AT2542_brulante,vigilances,carte_tuile,"bruit_route,declassement,ocs_ge,residuel_socle,risques"
97419000AL1154,temoin_AL1154_fourchette_piscine,tier,fiche_v2,a_creuser
97419000AL1154,temoin_AL1154_fourchette_piscine,tier,fiche_legacy,a_creuser
97419000AL1154,temoin_AL1154_fourchette_piscine,tier,carte_tuile,a_creuser
97419000AL1154,temoin_AL1154_fourchette_piscine,tier,db_verite,a_creuser
97419000AL1154,temoin_AL1154_fourchette_piscine,tier,export_md,a_creuser
97419000AL1154,temoin_AL1154_fourchette_piscine,rang,fiche_v2,2661
97419000AL1154,temoin_AL1154_fourchette_piscine,rang,fiche_legacy,2661
97419000AL1154,temoin_AL1154_fourchette_piscine,rang,carte_tuile,2661
97419000AL1154,temoin_AL1154_fourchette_piscine,rang,db_verite,2661
97419000AL1154,temoin_AL1154_fourchette_piscine,mult,fiche_v2,3.44
97419000AL1154,temoin_AL1154_fourchette_piscine,mult,carte_tuile,3.44
97419000AL1154,temoin_AL1154_fourchette_piscine,mult,db_verite,3.44
97419000AL1154,temoin_AL1154_fourchette_piscine,prix_probable,fiche_legacy,236622
97419000AL1154,temoin_AL1154_fourchette_piscine,charge_supportable,fiche_legacy,732795
97419000AL1154,temoin_AL1154_fourchette_piscine,marge_estimee,fiche_legacy,496173
97419000AL1154,temoin_AL1154_fourchette_piscine,ca_central,module_faisa,3400000
97419000AL1154,temoin_AL1154_fourchette_piscine,ca_central,fiche_legacy,3400000
97419000AL1154,temoin_AL1154_fourchette_piscine,charge_fonciere_central,module_faisa,100000
97419000AL1154,temoin_AL1154_fourchette_piscine,charge_fonciere_central,fiche_legacy,100000
97419000AL1154,temoin_AL1154_fourchette_piscine,modeb_dispo,fiche_v2,False
97419000AL1154,temoin_AL1154_fourchette_piscine,modeb_dispo,fiche_legacy,False
97419000AL1154,temoin_AL1154_fourchette_piscine,modeb_dispo,endpoint_modeb,False
97419000AL1154,temoin_AL1154_fourchette_piscine,sdp_residuelle,fiche_v2,1609
97419000AL1154,temoin_AL1154_fourchette_piscine,sdp_residuelle,carte_tuile,1609
97419000AL1154,temoin_AL1154_fourchette_piscine,sdp_residuelle,db_residuel,1609
97419000AL1154,temoin_AL1154_fourchette_piscine,vigilances,fiche_v2,"ocs_ge,parc_national,risques"
97419000AL1154,temoin_AL1154_fourchette_piscine,vigilances,carte_tuile,"ocs_ge,parc_national,risques"
97422000AD1237,tier_declasse_zone_fermee,tier,fiche_v2,declasse_zone_fermee
97422000AD1237,tier_declasse_zone_fermee,tier,fiche_legacy,declasse_zone_fermee
97422000AD1237,tier_declasse_zone_fermee,tier,carte_tuile,declasse_zone_fermee
97422000AD1237,tier_declasse_zone_fermee,tier,db_verite,declasse_zone_fermee
97422000AD1237,tier_declasse_zone_fermee,tier,export_md,declasse_zone_fermee
97422000AD1237,tier_declasse_zone_fermee,rang,fiche_v2,4
97422000AD1237,tier_declasse_zone_fermee,rang,fiche_legacy,4
97422000AD1237,tier_declasse_zone_fermee,rang,carte_tuile,4
97422000AD1237,tier_declasse_zone_fermee,rang,db_verite,4
97422000AD1237,tier_declasse_zone_fermee,mult,fiche_v2,22.12
97422000AD1237,tier_declasse_zone_fermee,mult,carte_tuile,22.12
97422000AD1237,tier_declasse_zone_fermee,mult,db_verite,22.12
97422000AD1237,tier_declasse_zone_fermee,modeb_dispo,fiche_v2,False
97422000AD1237,tier_declasse_zone_fermee,modeb_dispo,fiche_legacy,False
97422000AD1237,tier_declasse_zone_fermee,modeb_dispo,endpoint_modeb,False
97422000AD1237,tier_declasse_zone_fermee,vigilances,fiche_v2,"declassement,parc_national,risques"
97422000AD1237,tier_declasse_zone_fermee,vigilances,carte_tuile,"declassement,parc_national,risques"
97422000CY0197,temoin_CY0197_bati_marginal_divisible,tier,fiche_v2,brulante
97422000CY0197,temoin_CY0197_bati_marginal_divisible,tier,fiche_legacy,brulante
97422000CY0197,temoin_CY0197_bati_marginal_divisible,tier,carte_tuile,brulante
97422000CY0197,temoin_CY0197_bati_marginal_divisible,tier,db_verite,brulante
97422000CY0197,temoin_CY0197_bati_marginal_divisible,tier,export_md,brulante
97422000CY0197,temoin_CY0197_bati_marginal_divisible,rang,fiche_v2,163
97422000CY0197,temoin_CY0197_bati_marginal_divisible,rang,fiche_legacy,163
97422000CY0197,temoin_CY0197_bati_marginal_divisible,rang,carte_tuile,163
97422000CY0197,temoin_CY0197_bati_marginal_divisible,rang,db_verite,163
97422000CY0197,temoin_CY0197_bati_marginal_divisible,mult,fiche_v2,7.13
97422000CY0197,temoin_CY0197_bati_marginal_divisible,mult,carte_tuile,7.13
97422000CY0197,temoin_CY0197_bati_marginal_divisible,mult,db_verite,7.13
97422000CY0197,temoin_CY0197_bati_marginal_divisible,prix_probable,fiche_legacy,98095
97422000CY0197,temoin_CY0197_bati_marginal_divisible,charge_supportable,fiche_legacy,74098
97422000CY0197,temoin_CY0197_bati_marginal_divisible,marge_estimee,fiche_legacy,-23997
97422000CY0197,temoin_CY0197_bati_marginal_divisible,ca_central,module_faisa,2000000
97422000CY0197,temoin_CY0197_bati_marginal_divisible,ca_central,fiche_legacy,2000000
97422000CY0197,temoin_CY0197_bati_marginal_divisible,charge_fonciere_central,module_faisa,100000
97422000CY0197,temoin_CY0197_bati_marginal_divisible,charge_fonciere_central,fiche_legacy,100000
97422000CY0197,temoin_CY0197_bati_marginal_divisible,modeb_dispo,fiche_v2,False
97422000CY0197,temoin_CY0197_bati_marginal_divisible,modeb_dispo,fiche_legacy,False
97422000CY0197,temoin_CY0197_bati_marginal_divisible,modeb_dispo,endpoint_modeb,False
97422000CY0197,temoin_CY0197_bati_marginal_divisible,sdp_residuelle,fiche_v2,178
97422000CY0197,temoin_CY0197_bati_marginal_divisible,sdp_residuelle,carte_tuile,178
97422000CY0197,temoin_CY0197_bati_marginal_divisible,sdp_residuelle,db_residuel,178
97422000CY0197,temoin_CY0197_bati_marginal_divisible,vigilances,fiche_v2,"declassement,parc_national,residuel_socle,risques"
97422000CY0197,temoin_CY0197_bati_marginal_divisible,vigilances,carte_tuile,"declassement,parc_national,residuel_socle,risques"
