idu,vendue,T,v_recalcule,codes
97415000EH0527,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CL0923,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BO0559,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000BV1407,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0836,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW0284,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DH0407,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000HN0117,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000ET0887,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000BO0323,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000CX0576,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CT1995,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CY0986,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000HN0232,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000BP0694,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000AY0702,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000ER1542,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ES0640,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BO0764,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0850,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000ER1528,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AT0402,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000AS1252,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0240,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CY1017,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CY0793,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CX0635,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000AB0004,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AB0579,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CR0920,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CH2522,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EH0126,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AX0482,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EW1510,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE1218,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EL0273,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BW0802,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0275,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000DP0287,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EO0995,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CX0403,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000EN0170,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HK0479,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000BN0346,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BO0020,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000AE0036,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DS0502,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CT1817,0,2023-05-31,15,GEO_HORS_ILE
97415000CI0361,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0621,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BO0284,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000AE0025,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EK0562,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DO0274,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0419,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000AZ1130,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CN0266,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AY0701,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000EZ0057,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000EX0409,0,2023-05-31,14,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000DE1115,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000EW1286,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000AR0080,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DV0418,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CX1570,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000BV1130,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CZ0242,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CR0096,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HI0243,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CV1222,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000DR1188,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CL0681,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CZ1004,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000CX0674,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HN0100,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CZ1121,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EV0140,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000CP0549,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EW0026,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000CY0863,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EH0538,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DK0620,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BV0575,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000HM0155,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW1508,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EH0128,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BW0799,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ET0721,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CX1217,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DO0231,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EH0539,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EV0897,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000EZ0078,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000DZ0167,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ES0783,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DK1032,0,2023-05-31,12,RNE_DIRIGEANT_65
97415000EW1974,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BX0201,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EX0424,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0112,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000AS0363,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EM0380,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AW2291,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EX0434,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000CM1772,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000BV1067,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AH1092,0,2023-05-31,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000DI0459,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0733,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CT0455,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CZ0971,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BH0010,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000DK1073,0,2023-05-31,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000BP0265,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000CY0829,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AZ0004,0,2023-05-31,15,GEO_HORS_ILE
97415000BO0740,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HO0933,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000CH3030,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EM0375,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DT0450,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DZ0206,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CT0936,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HK0516,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CY0229,0,2023-05-31,11,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0481,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AX0847,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EY0739,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000CP2023,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000EW0499,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000AX0966,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000AS1184,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EY0096,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000HO0948,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HK0515,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000AW2234,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AY1309,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EO0513,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000BW2117,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BP0586,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CI0470,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DX0314,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CY1053,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000EH0553,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BO0695,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CY1029,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CS0143,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CZ1199,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000CX0475,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BC0413,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CX0445,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000HN0225,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000DE0078,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000AX1001,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0813,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CR0093,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EK0563,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0440,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CX1328,0,2023-05-31,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000CX0128,0,2023-05-31,11,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CZ1327,0,2023-05-31,15,GEO_HORS_ILE
97415000EH0125,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DY0213,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000DR0767,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BV1568,0,2023-05-31,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000HK0485,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EX0432,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000DZ0138,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CM2127,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EY0773,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000BP0211,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000ET0907,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ET1507,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CR0247,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CV1293,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DS0540,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000AS1085,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000EH0530,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AC0016,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000HM0166,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HM0153,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EX0422,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CS0174,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ER0988,0,2023-05-31,8,RNE_SCI_DORMANTE
97415000HM0157,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0408,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000BV1068,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CN0289,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DV0493,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CM0826,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DK0624,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HK0158,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CY0721,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000CY1077,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000HI0483,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW1402,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000DR0454,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW0261,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CL0556,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CY0920,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000ET0888,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000BN0944,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000EZ0185,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DE0170,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HN0258,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DS0109,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BY0213,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AW0824,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000DI0030,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000DR0936,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BV1580,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DS0314,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HK0345,0,2023-05-31,22,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_70
97415000CZ1202,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000CY1019,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CT1430,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BX0266,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0098,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000HK0470,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000BZ0839,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CY1239,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0118,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ET1360,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HM0165,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BV1577,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CT2413,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CY0216,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000DE0286,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AY1407,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HK0187,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000HM0161,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CI0344,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW0164,0,2023-05-31,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000BO0347,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CZ0862,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EH0142,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CX1550,0,2023-05-31,23,DVF_TENURE_OBS5;RNE_DIRIGEANT_75
97415000CT1241,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000ET1358,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BE0055,0,2023-05-31,12,RNE_DIRIGEANT_65
97415000AT0633,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000BN0509,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000CY0044,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000AY1171,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000EW0933,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CZ0855,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0576,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CT1484,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CZ0513,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97415000BV1576,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BO0172,0,2023-05-31,12,RNE_DIRIGEANT_65
97415000CV1375,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AW1190,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97409000AR1228,0,2023-05-31,18,RNE_DIRIGEANT_70
97409000AR1759,0,2023-05-31,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97409000BM1412,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AT0659,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97409000AT1022,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AB0953,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BE2157,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AR0092,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97409000BM1378,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AB0533,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97409000AR1406,0,2023-05-31,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97409000BK0678,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX0856,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AV0899,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AP1544,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97409000AT1093,0,2023-05-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97409000BH0457,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AP0840,0,2023-05-31,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97409000BL0202,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AY0922,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX0855,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AL1520,0,2023-05-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AX0427,0,2023-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
