idu,vendue,T,v_recalcule,codes
97422000AK1349,1,2023-03-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IA0988,1,2022-07-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AP0499,1,2022-07-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HM0118,1,2022-01-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DH0320,1,2024-01-01,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000CM2348,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW0565,1,2022-04-05,11,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000DW0182,1,2023-04-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000EN3936,1,2022-02-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DM0674,1,2023-06-15,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97414000DH1441,1,2024-09-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000DT0302,1,2023-05-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX1097,1,2024-12-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97409000BE0446,1,2023-11-28,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97424000AI2184,1,2023-12-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE2118,1,2024-06-18,15,GEO_HORS_ILE
97414000DR0105,1,2022-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CW2830,1,2022-06-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AV0139,1,2024-07-11,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97413000CX2551,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000CM2365,1,2023-11-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000HK0086,1,2024-09-11,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97410000AD0688,1,2022-08-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AE0051,1,2022-07-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BH0238,1,2024-10-14,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000DS0101,1,2023-11-20,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97418000AT2395,1,2024-11-17,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97411000AO0389,1,2022-04-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EX1903,1,2023-12-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CE0005,1,2022-10-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0711,1,2024-07-11,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97422000BP0858,1,2022-02-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN0048,1,2022-12-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BL0288,1,2022-05-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CD0122,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DH0323,1,2023-04-12,15,GEO_HORS_ILE
97412000BW0930,1,2023-04-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EY1395,1,2024-08-08,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97412000BT0511,1,2022-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AL1769,1,2023-03-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EW1476,1,2024-07-30,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97411000AP0494,1,2022-07-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000CT0213,1,2022-05-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IM0126,1,2022-08-02,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97406000AM0044,1,2022-02-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CH1848,1,2022-01-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AC0887,1,2022-03-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97416000CS1555,1,2023-04-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000KE0415,1,2023-02-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000AV0403,1,2022-01-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BY0849,1,2022-01-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0073,1,2022-11-22,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000DE0743,1,2022-01-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BH1620,1,2023-12-20,15,GEO_HORS_ILE
97414000EN4112,1,2023-11-26,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97401000AM1460,1,2023-12-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AD0210,1,2024-04-16,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97408000AV1464,1,2022-07-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000DT0303,1,2023-05-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2152,1,2024-05-19,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97409000BM1384,1,2022-05-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CP1444,1,2022-07-10,15,GEO_HORS_ILE
97408000AN1706,1,2023-08-24,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97411000CM0557,1,2024-07-11,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97423000AK0359,1,2024-02-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97421000AV0432,1,2022-09-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BY0847,1,2022-04-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AL0430,1,2024-12-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BO0713,1,2024-06-17,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97416000DS0393,1,2022-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AH1767,1,2024-04-17,23,GEO_HORS_ILE;RNE_SCI_DORMANTE
97416000EX1754,1,2024-04-24,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97409000AV0547,1,2022-12-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CT2989,1,2022-12-19,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000CW0422,1,2022-06-06,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97410000AT0626,1,2022-03-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE2113,1,2023-05-30,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000DS0426,1,2023-11-20,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97416000CS0572,1,2022-03-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000CL0263,1,2023-03-16,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97422000CY0417,1,2022-07-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EP0322,1,2023-08-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IK0104,1,2022-11-23,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97416000DS0771,1,2022-08-31,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97416000CV2118,1,2022-12-18,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97414000CM0215,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AT1478,1,2022-11-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2682,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000BX0219,1,2023-09-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97421000AM0400,1,2022-01-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AD0306,1,2023-07-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX1093,1,2024-11-19,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97409000AN0059,1,2022-12-21,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97409000AX1092,1,2024-01-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97411000AL0070,1,2024-06-20,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97416000IK0517,1,2023-12-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000BE1183,1,2023-06-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AH0732,1,2022-11-20,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000AY1646,1,2024-01-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000EY0424,1,2022-07-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0962,1,2022-05-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0935,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000HA0228,1,2022-01-20,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97411000AP0492,1,2022-07-07,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CS0511,1,2023-03-29,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97404000AM1091,1,2022-11-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000BC1871,1,2022-02-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AY1530,1,2024-08-27,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000EV0277,1,2022-10-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000ET0997,1,2024-01-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AS1421,1,2023-10-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97419000AP0198,1,2022-01-06,18,RNE_DIRIGEANT_70
97415000ER1753,1,2023-03-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000EL0492,1,2023-07-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2133,1,2024-11-24,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97410000AO0376,1,2023-05-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BN3672,1,2022-11-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000HZ0852,1,2023-08-24,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97407000AI1884,1,2023-08-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AT1481,1,2022-11-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2555,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97412000AZ0947,1,2024-03-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000IB0049,1,2022-11-10,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97415000EW1595,1,2022-07-10,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97409000AX1087,1,2024-12-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EH0558,1,2024-08-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CH0442,1,2022-07-19,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97408000AO0935,1,2022-05-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0629,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0639,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CX1462,1,2023-06-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BP0141,1,2024-07-30,12,GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000BW1996,1,2022-05-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000BH0679,1,2022-10-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000DI0961,1,2022-05-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AN0280,1,2022-10-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2128,1,2024-05-19,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97423000AB1913,1,2024-09-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IK0258,1,2023-12-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BD1564,1,2022-11-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AD1552,1,2023-06-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97406000AE0232,1,2022-12-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2171,1,2024-02-20,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97408000BO0391,1,2024-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AT0994,1,2022-12-12,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE1848,1,2022-08-03,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97406000AW0903,1,2022-02-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000AK1750,1,2022-01-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000HV0135,1,2022-03-06,18,RNE_DIRIGEANT_70
97412000CN0034,1,2023-03-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000CM0216,1,2023-12-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000ET2132,1,2023-05-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BN1283,1,2022-12-29,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AW0786,1,2022-02-22,15,GEO_HORS_ILE
97422000BY0601,1,2022-03-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AC1528,1,2022-11-09,20,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_SCI_DORMANTE
97415000DY0069,1,2023-03-29,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97422000AX0765,1,2023-04-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97407000AH1363,1,2022-12-29,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97403000AR1498,1,2023-10-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AP0603,1,2022-12-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BM1230,1,2024-09-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000BM0787,1,2023-03-29,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97422000EL0384,1,2022-03-23,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97410000AE1371,1,2023-06-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97420000AB1663,1,2022-06-29,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97404000AX0656,1,2023-07-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AW0147,1,2022-03-24,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BX0241,1,2023-09-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000HS0215,1,2022-03-02,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000EN3947,1,2024-06-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AE0920,1,2022-10-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000IB0231,1,2024-02-13,15,GEO_HORS_ILE
97414000EN3938,1,2022-02-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DE1770,1,2024-11-26,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97407000BL0113,1,2022-08-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BL0205,1,2023-09-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DN0234,1,2023-07-30,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97423000AK2023,1,2023-10-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000CN1291,1,2023-03-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AT1480,1,2022-11-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AT0319,1,2023-05-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000AV0837,1,2022-03-30,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97405000BE1750,1,2023-05-24,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BT0424,1,2022-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BK0113,1,2024-10-14,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97402000AE0621,1,2022-06-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AL0434,1,2024-12-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EM0247,1,2023-01-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0640,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000ES0720,1,2024-11-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000AT1474,1,2022-11-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000HI1496,1,2023-11-28,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AR2419,1,2024-11-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0630,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AY1627,1,2024-03-21,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97410000AS0434,1,2022-05-31,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BI0272,1,2022-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EX1896,1,2024-04-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE0514,1,2023-12-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000ER0259,1,2022-10-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2221,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97411000AN0098,1,2022-05-15,18,FRICHE
97402000AB1210,1,2023-04-06,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000CX0825,1,2024-03-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000BZ0641,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97401000AO0368,1,2023-07-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AE0539,1,2022-11-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AT2328,1,2024-03-17,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97406000AV0798,1,2022-01-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EM0121,1,2022-04-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX1080,1,2024-03-04,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97412000BM0946,1,2023-05-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AP1521,1,2023-03-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EX1902,1,2023-12-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2534,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97416000HV0674,1,2023-11-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000AZ1217,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BP0100,1,2023-03-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000IE0701,1,2022-12-06,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97411000HS0183,1,2022-12-22,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000BH0934,1,2023-07-04,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97423000AB1936,1,2023-01-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AM0736,1,2023-09-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AT0318,1,2023-05-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AX1099,1,2024-07-31,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000EW1474,1,2024-07-30,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97417000AS0283,1,2023-07-02,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97420000AO0599,1,2024-09-30,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97405000AO0248,1,2023-07-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000DH1309,1,2023-12-14,16,DVF_TENURE_OBS5;RNE_SCI_DORMANTE
97416000CS1331,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DL0275,1,2023-11-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000CV1484,1,2022-04-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000BO0380,1,2022-09-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000BV1174,1,2022-01-23,16,GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
97416000HZ0188,1,2023-08-24,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97422000CH0435,1,2023-08-02,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97405000AR1839,1,2022-02-17,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000AB0117,1,2022-05-16,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97423000AD0775,1,2024-07-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000BL0290,1,2022-05-23,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97403000AO0745,1,2023-03-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000AI0611,1,2023-11-13,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97403000AH0350,1,2022-08-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AL1321,1,2023-02-27,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97402000AK2231,1,2024-12-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AC1565,1,2023-08-10,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2224,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000CY0363,1,2023-06-22,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97412000BH0744,1,2024-08-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AD1120,1,2022-10-11,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97415000ER0074,1,2024-11-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97416000EK0206,1,2022-05-04,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000HI0284,1,2023-11-01,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000DE2101,1,2023-06-08,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97417000BC0068,1,2023-12-18,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97408000AM1283,1,2022-11-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97409000AO0112,1,2023-08-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000EN2973,1,2024-10-28,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97410000BD0192,1,2022-06-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97401000AO0367,1,2023-07-26,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97422000EN0672,1,2022-05-04,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97422000CN1088,1,2023-08-06,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97408000AT2031,1,2024-05-15,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97404000AP0191,1,2022-11-23,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97416000DM0602,1,2023-10-02,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97415000BZ0631,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97412000BH0747,1,2024-10-09,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97418000AS1351,1,2024-05-15,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97422000EM0286,1,2024-08-12,20,DVF_TENURE_OBS5;RNE_DIRIGEANT_65
97414000EO0644,1,2023-09-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000AW0693,1,2023-03-19,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97414000HI1125,1,2024-04-25,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX2665,1,2024-04-25,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97417000AO0557,1,2022-09-21,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CR1042,1,2023-06-14,23,DVF_TENURE_OBS5;GEO_HORS_ILE
97415000EH0394,1,2023-08-03,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000AV0781,1,2022-02-16,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97413000CX1880,1,2024-09-22,18,BODACC_CESSION_FONDS;DVF_TENURE_OBS5
97415000BZ0644,1,2023-12-20,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97423000AB0203,1,2022-04-14,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97410000BI0631,1,2022-12-05,12,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE
97411000HM0035,1,2022-12-12,24,DVF_TENURE_OBS5;GEO_AUTRE_COMMUNE;RNE_DIRIGEANT_65
