idu,vendue,T,v_stocke,v_recalcule,owner_type,pts_A,pts_B,pts_C,pts_D,pts_E,codes
97422000AE0538,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CX0125,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BY0614,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000AK1050,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000CS1522,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000CS0900,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CP0270,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BL1329,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BW0241,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000CH0369,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BD1387,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BN2096,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BX0989,0,2023-05-31,47,47,pm,35,0,4,8,0,BODACC_LJ:35;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000EI0255,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000DH0950,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BW1317,0,2023-05-31,41,41,pm,0,18,15,8,0,RNE_DIRIGEANT_70:18;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97422000BL1694,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BS1707,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BY0663,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CS0505,0,2023-05-31,45,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97422000BP0692,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BT1307,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000AP0813,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BW3279,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BP0895,0,2023-05-31,37,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BD2647,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CI0842,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BN0928,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BP0898,0,2023-05-31,37,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CW0063,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000CN0615,0,2023-05-31,37,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BT1326,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CI0501,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BY0290,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000CX0118,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BP1098,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000DL0582,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000DH0254,0,2023-05-31,26,26,pm,0,22,4,0,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4
97422000BY0621,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BW3000,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BN0929,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BE2857,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BT1328,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CI0782,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BD3016,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000AV0367,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BV1609,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000EM0275,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000AE1030,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BS1708,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BW3376,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000EH0127,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000CX0497,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000CD0211,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000BP1096,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97422000AV0668,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BD0838,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000CL0783,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BT1319,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BS1735,0,2023-05-31,37,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BT1331,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CX0937,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BS0726,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000BW3005,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000CI0507,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000AY0512,0,2023-05-31,36,36,pm,0,18,10,8,0,RNE_CESSATION:18;GEO_HORS_ILE:10;DVF_TENURE_OBS5:8
97422000BD1582,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97422000CS1520,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DM0086,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EY0233,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000HA0484,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DN0177,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DL0413,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DN0159,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000EY0228,0,2023-05-31,35,35,pm,0,12,15,8,0,RNE_DIRIGEANT_65:12;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97414000CI0683,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DN0446,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000HA0238,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DT0674,0,2023-05-31,45,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97414000DN0395,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000EK0229,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000ET1331,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DL0551,0,2023-05-31,45,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97414000DN0204,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000ET0463,0,2023-05-31,41,41,pm,0,18,15,8,0,RNE_DIRIGEANT_70:18;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97414000DM0789,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DH1239,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EK0651,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EK0228,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000HE0013,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DN0447,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000HE0014,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DT0635,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000DS0281,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000HA0267,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DL0623,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DN0397,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DM0802,0,2023-05-31,25,25,pm,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DM0831,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DM0489,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DH1381,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000HA0547,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DH1493,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DH1514,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DT0868,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000ET1632,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DN0402,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DM0724,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DT0816,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000DT0814,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000DH1528,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000ET1162,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97414000HA0269,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DL0328,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000HB0431,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000HE0233,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000EK0235,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DN0136,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000HE0016,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000DM0728,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000CP0090,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DM0229,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000ES0233,0,2023-05-31,33,33,pm,0,18,15,0,0,RNE_DIRIGEANT_70:18;GEO_HORS_ILE:15
97414000DN0197,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000DL0037,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97414000CY0327,0,2023-05-31,37,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000HH0351,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DM0490,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97414000ES0112,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000HI0251,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97413000CD0242,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000DE0803,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97413000CU0884,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CD0419,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000DE1885,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX2480,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97413000CY0367,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97413000CL0894,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97413000CA0089,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CS0733,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX1893,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97413000DE1238,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CO0485,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000DE2287,0,2023-05-31,43,43,pm,35,0,0,8,0,BODACC_LJ:35;DVF_TENURE_OBS5:8
97413000DE1429,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CU0754,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CA0085,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97413000DC1475,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX0587,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97413000CU0876,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX1694,0,2023-05-31,35,35,pm,0,12,15,8,0,RNE_DIRIGEANT_65:12;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97413000DF0386,0,2023-05-31,33,33,pm,0,25,0,8,0,RNE_CESSATION:25;DVF_TENURE_OBS5:8
97413000CA0058,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97413000DE0705,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97413000CY0368,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97413000CU0222,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CS0925,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000DC1572,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000DE0473,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97412000CE1321,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BO0067,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BV0418,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BT0842,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000CE1361,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000AZ0942,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BV0143,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BT0843,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000CL0021,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BK1126,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CL0268,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BS0458,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97412000BV0003,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BW0440,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000CV0291,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BW0622,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BW0626,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000CV0808,0,2023-05-31,34,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BV0282,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BM0581,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97412000BV0067,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BV0376,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000BV0176,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97412000CL0091,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000AZ0560,0,2023-05-31,30,30,pm,0,18,4,8,0,RNE_DIRIGEANT_70:18;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CD0031,0,2023-05-31,37,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BO0182,0,2023-05-31,37,37,pm,0,12,0,25,0,RNE_DIRIGEANT_65:12;FRICHE:18;DVF_TENURE_OBS5:7
97412000AM1687,0,2023-05-31,33,33,pm,0,25,0,8,0,RNE_CESSATION:25;DVF_TENURE_OBS5:8
97412000CZ1044,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BS0451,0,2023-05-31,26,26,pm,0,18,0,8,0,RNE_DIRIGEANT_70:18;DVF_TENURE_OBS5:8
97412000CS0594,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BC0132,0,2023-05-31,37,37,pm,0,25,4,8,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BY0803,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000CZ0482,0,2023-05-31,30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97412000BO0061,0,2023-05-31,25,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
