idu,partition,date_vente,v_at_T,owner_type,pts_A,pts_B,pts_C,pts_D,pts_E,codes
97411000BE0061,ACHETEUR_PROBABLE,2023-11-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AR1665,ACHETEUR_PROBABLE,2024-11-29,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000HV0687,ACHETEUR_PROBABLE,2024-12-19,22,pm,10,0,4,8,0,BODACC_CESSION_FONDS:10;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97405000AW0742,ACHETEUR_PROBABLE,2023-04-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DX0372,VENDEUR_CERTAIN,2025-09-23,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97417000AN0073,ACHETEUR_PROBABLE,2023-10-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DI0155,ACHETEUR_PROBABLE,2023-09-07,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000AX1102,VENDEUR_CERTAIN,2025-05-22,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97416000EM0385,VENDEUR_CERTAIN,2025-01-31,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97406000AM0952,ACHETEUR_PROBABLE,2023-05-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AT2387,ACHETEUR_PROBABLE,2024-04-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000EM0270,ACHETEUR_PROBABLE,2023-07-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000BZ1711,VENDEUR_CERTAIN,2025-12-22,11,pm,0,0,3,8,0,GEO_AUTRE_COMMUNE:3;DVF_TENURE_OBS5:8
97414000HI0898,ACHETEUR_PROBABLE,2023-03-29,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97416000EM0370,VENDEUR_CERTAIN,2025-01-28,60,pm,30,22,0,8,0,BODACC_RJ:30;RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97415000DE0538,ACHETEUR_PROBABLE,2023-02-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000EN3933,ACHETEUR_PROBABLE,2023-03-17,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000CN0033,ACHETEUR_PROBABLE,2024-03-01,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CM0786,ACHETEUR_PROBABLE,2024-03-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000EV1485,ACHETEUR_PROBABLE,2023-09-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DE0109,ACHETEUR_PROBABLE,2023-02-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97406000AN0134,ACHETEUR_PROBABLE,2024-07-09,24,pm,0,12,4,8,0,RNE_DIRIGEANT_65:12;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AT0737,VENDEUR_CERTAIN,2025-06-26,16,pm,0,8,0,8,0,RNE_SCI_DORMANTE:8;DVF_TENURE_OBS5:8
97414000DH1497,ACHETEUR_PROBABLE,2023-11-09,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DX0484,ACHETEUR_PROBABLE,2023-10-31,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97421000AP0447,ACHETEUR_PROBABLE,2024-07-12,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CQ0869,ACHETEUR_PROBABLE,2024-12-19,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000BZ0091,ACHETEUR_PROBABLE,2024-12-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000AS0230,ACHETEUR_PROBABLE,2024-12-17,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97420000AB1005,ACHETEUR_PROBABLE,2023-03-10,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97417000AT1479,ACHETEUR_PROBABLE,2023-11-10,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000CP0477,VENDEUR_CERTAIN,2025-11-17,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97415000DE1289,VENDEUR_CERTAIN,2025-04-18,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97407000AH1368,ACHETEUR_PROBABLE,2023-12-29,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000AR0051,ACHETEUR_PROBABLE,2023-12-21,12,pm,0,12,0,0,0,RNE_DIRIGEANT_65:12
97416000CZ2096,ACHETEUR_PROBABLE,2024-06-05,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97416000DX0469,ACHETEUR_PROBABLE,2023-10-31,45,pm,0,22,15,8,0,RNE_DIRIGEANT_75:22;GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000CS0523,ACHETEUR_PROBABLE,2024-06-13,29,pm,0,25,4,0,0,RNE_CESSATION:25;GEO_AUTRE_COMMUNE:4
97405000AO0177,ACHETEUR_PROBABLE,2024-07-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000HE0367,VENDEUR_CERTAIN,2025-12-31,25,pp,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97409000AX1121,ACHETEUR_PROBABLE,2024-12-16,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CS1506,ACHETEUR_PROBABLE,2023-02-16,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000HT0406,VENDEUR_CERTAIN,2025-09-12,20,pm,0,8,4,8,0,RNE_SCI_DORMANTE:8;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97422000CD0251,ACHETEUR_PROBABLE,2024-03-22,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000BN0732,ACHETEUR_PROBABLE,2024-08-08,20,pm,0,12,0,8,0,RNE_DIRIGEANT_65:12;DVF_TENURE_OBS5:8
97408000AN0518,ACHETEUR_PROBABLE,2023-06-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DT0567,ACHETEUR_PROBABLE,2023-12-13,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97413000DE0912,ACHETEUR_PROBABLE,2023-07-11,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97416000ET2117,VENDEUR_CERTAIN,2025-03-07,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97416000DE1474,ACHETEUR_PROBABLE,2023-06-30,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97415000BP0051,ACHETEUR_PROBABLE,2024-12-18,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000DT0301,ACHETEUR_PROBABLE,2024-05-15,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97405000AO0179,ACHETEUR_PROBABLE,2024-07-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000DH0321,ACHETEUR_PROBABLE,2024-12-31,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97415000DE1192,ACHETEUR_PROBABLE,2024-02-28,18,copro,0,0,10,8,0,GEO_HORS_ILE:10;DVF_TENURE_OBS5:8
97413000CR1130,ACHETEUR_PROBABLE,2023-03-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000AP1487,ACHETEUR_PROBABLE,2024-01-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000BD0177,ACHETEUR_PROBABLE,2024-02-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000BE0271,VENDEUR_CERTAIN,2025-11-04,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97414000CV0091,ACHETEUR_PROBABLE,2024-06-28,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AT2311,ACHETEUR_PROBABLE,2023-01-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000CS1569,ACHETEUR_PROBABLE,2024-02-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000AP1106,ACHETEUR_PROBABLE,2024-12-03,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97413000CX2544,VENDEUR_CERTAIN,2025-09-22,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97402000AH0261,ACHETEUR_PROBABLE,2023-08-31,35,pm,10,0,0,25,0,BODACC_CESSION_FONDS:10;FRICHE:18;DVF_TENURE_OBS5:7
97413000DE0911,ACHETEUR_PROBABLE,2023-07-11,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97411000DN0221,ACHETEUR_PROBABLE,2023-08-21,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000EH0543,VENDEUR_CERTAIN,2025-10-20,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97408000AO0941,ACHETEUR_PROBABLE,2023-05-05,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97409000BM1411,ACHETEUR_PROBABLE,2023-12-08,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97404000AI1988,ACHETEUR_PROBABLE,2023-10-20,34,pm,0,22,4,8,0,RNE_DIRIGEANT_75:22;GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97416000DT0168,ACHETEUR_PROBABLE,2023-09-21,25,pm,0,0,0,25,0,FRICHE:18;DVF_TENURE_OBS5:7
97415000HO1117,ACHETEUR_PROBABLE,2023-02-15,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97422000BR1856,ACHETEUR_PROBABLE,2024-12-30,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97401000AM1456,ACHETEUR_PROBABLE,2024-12-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AK0188,ACHETEUR_PROBABLE,2023-06-16,30,pm,0,22,0,8,0,RNE_DIRIGEANT_75:22;DVF_TENURE_OBS5:8
97415000HR0243,ACHETEUR_PROBABLE,2023-10-03,23,pm,0,0,15,8,0,GEO_HORS_ILE:15;DVF_TENURE_OBS5:8
97413000AV2294,ACHETEUR_PROBABLE,2023-11-24,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97419000AX0045,ACHETEUR_PROBABLE,2023-03-31,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CM1938,ACHETEUR_PROBABLE,2023-01-06,18,copro,0,0,10,8,0,GEO_HORS_ILE:10;DVF_TENURE_OBS5:8
97422000AD0449,ACHETEUR_PROBABLE,2023-06-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97410000AP0435,VENDEUR_CERTAIN,2025-05-27,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000AX1106,VENDEUR_CERTAIN,2025-06-04,18,pm,10,0,0,8,0,BODACC_CESSION_FONDS:10;DVF_TENURE_OBS5:8
97410000AN0458,ACHETEUR_PROBABLE,2024-11-25,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000CM2364,ACHETEUR_PROBABLE,2024-11-02,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97412000BW2293,VENDEUR_CERTAIN,2025-09-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97411000AT0338,ACHETEUR_PROBABLE,2024-11-06,4,pm,0,0,4,0,0,GEO_AUTRE_COMMUNE:4
97410000BD0193,ACHETEUR_PROBABLE,2024-04-25,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97418000AC0564,ACHETEUR_PROBABLE,2024-05-23,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97419000AT0038,ACHETEUR_PROBABLE,2024-11-21,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DE1196,ACHETEUR_PROBABLE,2024-02-28,18,copro,0,0,10,8,0,GEO_HORS_ILE:10;DVF_TENURE_OBS5:8
97405000AX0392,ACHETEUR_PROBABLE,2023-04-14,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97420000AV0556,ACHETEUR_PROBABLE,2023-08-11,12,pm,0,0,4,8,0,GEO_AUTRE_COMMUNE:4;DVF_TENURE_OBS5:8
97415000DR1046,ACHETEUR_PROBABLE,2023-12-21,15,pm,0,0,15,0,0,GEO_HORS_ILE:15
