idu,commune,surface_m2,residuel_m2,ratio_lot,facade_m,zone,elim_ratio,elim_zone_an,elim_rnu_hors_pau
97422000DN0111,Le Tampon,1514,1000,0.660,13.1,A,True,True,False
97422000DO0273,Le Tampon,3381,2683,0.794,52.6,A,True,True,False
97422000DO0766,Le Tampon,1170,705,0.602,25.0,A,True,True,False
97422000DO0484,Le Tampon,2796,2032,0.727,20.5,A,True,True,False
97422000DO0481,Le Tampon,3259,2569,0.788,48.1,A,True,True,False
97422000DO0073,Le Tampon,1784,1309,0.733,25.8,N,True,True,False
97422000DO0264,Le Tampon,2617,2046,0.782,53.0,A,True,True,False
97422000DO0347,Le Tampon,2787,1945,0.698,23.2,A,True,True,False
97422000DO0348,Le Tampon,2730,1153,0.422,80.4,A,False,True,False
97422000DO0725,Le Tampon,4321,2255,0.522,23.9,A,True,True,False
97422000DO0307,Le Tampon,4951,3944,0.797,93.4,A,True,True,False
97422000DO0760,Le Tampon,1859,1255,0.675,64.8,A,True,True,False
97422000DO0414,Le Tampon,1998,1563,0.783,51.0,A,True,True,False
97422000DO0396,Le Tampon,2277,1629,0.715,37.5,N,True,True,False
97422000DO0450,Le Tampon,5422,4318,0.796,18.1,A,True,True,False
97422000DO0570,Le Tampon,3249,2348,0.722,42.0,A,True,True,False
97422000DO0406,Le Tampon,1910,1367,0.716,56.7,A,True,True,False
97422000DO0438,Le Tampon,1994,1527,0.766,29.7,A,True,True,False
97422000DO0431,Le Tampon,3961,3224,0.814,53.4,A,True,True,False
97422000DO0759,Le Tampon,1582,1142,0.722,26.1,A,True,True,False
97422000DT0009,Le Tampon,2481,2066,0.833,74.3,A,True,True,False
97422000DZ0025,Le Tampon,1351,943,0.698,42.6,N,True,True,False
97422000DZ0026,Le Tampon,1797,1061,0.590,71.4,N,True,True,False
97422000EC0446,Le Tampon,1588,1112,0.700,64.3,U,True,False,False
97422000EC0111,Le Tampon,5134,4727,0.921,59.7,U,True,False,False
97422000EC0239,Le Tampon,2544,1835,0.721,54.3,U,True,False,False
97422000EC0487,Le Tampon,1501,1051,0.700,75.1,U,True,False,False
97422000ED0185,Le Tampon,4287,3640,0.849,53.2,U,True,False,False
97422000ED0485,Le Tampon,5044,4086,0.810,336.6,U,True,False,False
97422000ED0533,Le Tampon,1321,895,0.678,55.5,U,True,False,False
97422000ED0573,Le Tampon,2018,1498,0.742,172.1,U,True,False,False
97422000ED0560,Le Tampon,3363,2859,0.850,23.2,U,True,False,False
97422000EH0027,Le Tampon,5677,4913,0.865,138.8,U,True,False,False
97422000EH0017,Le Tampon,2437,1826,0.749,76.4,U,True,False,False
97422000EH0045,Le Tampon,2573,1915,0.744,12.1,U,True,False,False
97422000EH0226,Le Tampon,2024,1543,0.762,31.3,U,True,False,False
97422000EI0236,Le Tampon,1497,942,0.629,76.7,U,True,False,False
97422000EI0270,Le Tampon,3976,3482,0.876,18.0,U,True,False,False
97422000EI0304,Le Tampon,3338,2253,0.675,30.8,AUc,True,False,False
97422000EI0269,Le Tampon,3116,2033,0.652,104.7,U,True,False,False
97422000EL0134,Le Tampon,1758,1243,0.707,18.3,U,True,False,False
97422000EL0097,Le Tampon,1452,1035,0.713,18.6,U,True,False,False
97422000EM0240,Le Tampon,2152,1653,0.768,38.4,U,True,False,False
97422000EM0121,Le Tampon,2300,1818,0.790,37.7,U,True,False,False
97422000EN0703,Le Tampon,5513,4207,0.763,46.4,N,True,True,False
97422000EN0206,Le Tampon,2771,1757,0.634,103.3,U,True,False,False
97422000EN0003,Le Tampon,1597,1061,0.664,18.9,U,True,False,False
97416000CD0672,Saint-Pierre,3865,3245,0.840,29.1,A,True,True,False
97416000CD0643,Saint-Pierre,2891,1948,0.674,51.1,A,True,True,False
97416000CD0081,Saint-Pierre,2005,1167,0.582,113.1,A,True,True,False
97416000CD0718,Saint-Pierre,5253,4304,0.819,232.9,A,True,True,False
97416000CD0670,Saint-Pierre,4799,3734,0.778,82.2,A,True,True,False
97416000CO0714,Saint-Pierre,5388,4145,0.769,107.3,A,True,True,False
97416000CO0694,Saint-Pierre,1985,1028,0.518,37.7,A,True,True,False
97416000CO0646,Saint-Pierre,3667,2556,0.697,27.3,A,True,True,False
97416000CO0713,Saint-Pierre,3304,2350,0.711,14.1,A,True,True,False
97416000CO0911,Saint-Pierre,1826,1351,0.740,89.2,U,True,False,False
97416000CO0830,Saint-Pierre,3887,2866,0.737,107.5,U,True,False,False
97416000CO0056,Saint-Pierre,3624,2343,0.647,63.5,N,True,True,False
97416000CR0929,Saint-Pierre,4509,2563,0.568,28.1,U,True,False,False
97416000CR0432,Saint-Pierre,2231,1173,0.526,37.6,A,True,True,False
97416000CR0153,Saint-Pierre,1515,1049,0.692,30.2,U,True,False,False
97416000CR0328,Saint-Pierre,1529,1076,0.704,38.5,U,True,False,False
97416000CR1072,Saint-Pierre,3474,1754,0.505,46.1,U,True,False,False
97416000CS0667,Saint-Pierre,4506,2492,0.553,35.2,U,True,False,False
97416000CS1040,Saint-Pierre,3629,2879,0.793,12.0,A,True,True,False
97416000CS0648,Saint-Pierre,2151,1275,0.593,52.6,U,True,False,False
97416000CS0898,Saint-Pierre,4116,2750,0.668,28.3,A,True,True,False
97416000CS0720,Saint-Pierre,3421,2250,0.657,33.3,U,True,False,False
97416000CS0721,Saint-Pierre,3448,2154,0.625,46.4,U,True,False,False
97416000CS0061,Saint-Pierre,3112,2132,0.685,78.3,U,True,False,False
97416000CS1227,Saint-Pierre,1166,736,0.631,20.3,U,True,False,False
97416000CS0685,Saint-Pierre,1666,890,0.534,26.2,U,True,False,False
97416000CT0216,Saint-Pierre,2300,787,0.342,40.6,U,False,False,False
97416000CT0651,Saint-Pierre,1883,1314,0.698,72.2,U,True,False,False
97416000CT0325,Saint-Pierre,1430,878,0.614,27.7,U,True,False,False
97416000CT1263,Saint-Pierre,2090,1019,0.487,21.4,U,False,False,False
97416000CT0175,Saint-Pierre,2217,999,0.451,80.8,U,False,False,False
97416000CT0178,Saint-Pierre,1917,1332,0.695,17.5,U,True,False,False
97416000CT0179,Saint-Pierre,1704,1127,0.661,21.8,U,True,False,False
97416000CT1179,Saint-Pierre,2114,1446,0.684,51.8,U,True,False,False
97416000CT1121,Saint-Pierre,2005,1291,0.644,47.0,U,True,False,False
97416000CT0705,Saint-Pierre,1348,812,0.602,17.1,U,True,False,False
97416000CT0682,Saint-Pierre,1556,925,0.595,77.9,U,True,False,False
97416000CV0574,Saint-Pierre,2248,1397,0.622,24.3,A,True,True,False
97416000CV1885,Saint-Pierre,3288,2431,0.739,17.3,U,True,False,False
97416000CV0654,Saint-Pierre,4003,3404,0.850,123.6,A,True,True,False
97416000CV1433,Saint-Pierre,1342,780,0.581,30.8,A,True,True,False
97416000CV1218,Saint-Pierre,1685,1257,0.746,12.0,A,True,True,False
97416000CV0988,Saint-Pierre,1441,990,0.687,137.6,A,True,True,False
97416000CV0338,Saint-Pierre,4617,3825,0.828,37.9,A,True,True,False
97416000CV1278,Saint-Pierre,3913,2959,0.756,87.8,U,True,False,False
97416000CV1589,Saint-Pierre,1655,1060,0.641,97.9,U,True,False,False
97416000CV0397,Saint-Pierre,1528,999,0.654,98.1,A,True,True,False
97416000CV0983,Saint-Pierre,1998,1551,0.776,12.1,A,True,True,False
97416000CV1469,Saint-Pierre,2801,2358,0.842,82.2,A,True,True,False
97416000CV2298,Saint-Pierre,2004,1575,0.786,12.2,A,True,True,False
97416000CV1548,Saint-Pierre,4043,3402,0.841,80.6,A,True,True,False
97416000CV0904,Saint-Pierre,2430,1745,0.718,38.5,U,True,False,False
97416000CV1616,Saint-Pierre,2558,1669,0.652,12.0,U,True,False,False
97416000CV1954,Saint-Pierre,2390,1701,0.712,104.0,U,True,False,False
97416000CV1953,Saint-Pierre,1916,1389,0.725,62.6,U,True,False,False
97416000CV1189,Saint-Pierre,2809,2181,0.777,18.2,A,True,True,False
97416000CV0378,Saint-Pierre,2121,1383,0.652,88.9,U,True,False,False
97416000CV2000,Saint-Pierre,1521,1053,0.693,19.3,A,True,True,False
97416000CV1974,Saint-Pierre,2396,1787,0.746,18.5,A,True,True,False
97416000CW2986,Saint-Pierre,4006,3497,0.873,104.8,U,True,False,False
97416000CW1923,Saint-Pierre,2421,1796,0.742,17.8,U,True,False,False
97416000CW1582,Saint-Pierre,1787,1212,0.678,105.8,U,True,False,False
97416000CW0724,Saint-Pierre,1192,724,0.607,57.8,U,True,False,False
97416000CW0341,Saint-Pierre,2410,1956,0.811,12.1,U,True,False,False
97416000CW2505,Saint-Pierre,1890,1213,0.642,24.7,U,True,False,False
97416000CW0516,Saint-Pierre,2535,1393,0.549,101.7,U,True,False,False
97416000CW0954,Saint-Pierre,1277,851,0.667,95.2,U,True,False,False
97416000CW2523,Saint-Pierre,1236,799,0.647,19.0,U,True,False,False
97416000CW1180,Saint-Pierre,2757,2219,0.805,70.8,U,True,False,False
97416000CW1043,Saint-Pierre,1725,1324,0.768,38.6,U,True,False,False
97416000CW0955,Saint-Pierre,1367,935,0.684,51.4,U,True,False,False
97416000CW0246,Saint-Pierre,1661,1154,0.694,35.8,U,True,False,False
97416000CW1177,Saint-Pierre,1593,1164,0.731,17.7,U,True,False,False
97416000CW0163,Saint-Pierre,3870,2550,0.659,237.2,U,True,False,False
97416000CW1573,Saint-Pierre,1200,721,0.601,36.7,N,True,True,False
97416000CW0760,Saint-Pierre,1771,1189,0.671,66.3,U,True,False,False
97416000CW0771,Saint-Pierre,1437,999,0.695,57.4,U,True,False,False
97416000CW0900,Saint-Pierre,2441,1931,0.791,93.7,U,True,False,False
97416000CW1488,Saint-Pierre,1751,1201,0.686,61.9,U,True,False,False
97416000CW2119,Saint-Pierre,1710,1248,0.730,50.9,U,True,False,False
97416000CW1989,Saint-Pierre,1482,1039,0.701,12.1,U,True,False,False
97416000CX0510,Saint-Pierre,5571,3980,0.714,327.2,U,True,False,False
97416000CX1253,Saint-Pierre,2836,2265,0.799,45.9,A,True,True,False
97416000CX0185,Saint-Pierre,2493,1290,0.518,15.0,U,True,False,False
97416000CX0347,Saint-Pierre,2958,1875,0.634,45.8,U,True,False,False
97416000CX0214,Saint-Pierre,2854,2389,0.837,189.8,U,True,False,False
97416000CX0663,Saint-Pierre,1695,1099,0.648,46.4,U,True,False,False
97416000CX0153,Saint-Pierre,2742,1887,0.688,53.5,U,True,False,False
97416000CX0175,Saint-Pierre,1274,850,0.667,70.1,U,True,False,False
97416000CX0114,Saint-Pierre,1687,1068,0.633,75.3,U,True,False,False
97416000CX0422,Saint-Pierre,2320,1449,0.625,78.3,U,True,False,False
97416000CY0360,Saint-Pierre,1946,1412,0.726,15.3,U,True,False,False
97416000CY0660,Saint-Pierre,2904,1781,0.613,56.4,A,True,True,False
97416000CY0658,Saint-Pierre,1445,1030,0.713,31.9,A,True,True,False
97416000CY0662,Saint-Pierre,3311,1795,0.542,61.8,A,True,True,False
97416000CY0113,Saint-Pierre,1461,938,0.642,18.1,U,True,False,False
97416000CY0043,Saint-Pierre,4127,2423,0.587,33.3,U,True,False,False
97416000CZ1897,Saint-Pierre,2169,1334,0.615,21.9,N,True,True,False
97416000CZ1358,Saint-Pierre,2427,2008,0.827,12.0,A,True,True,False
97416000CZ2183,Saint-Pierre,3141,2019,0.643,21.1,U,True,False,False
97416000CZ1123,Saint-Pierre,1440,873,0.606,15.9,U,True,False,False
97416000CZ2059,Saint-Pierre,2493,1492,0.598,117.5,A,True,True,False
97416000CZ1407,Saint-Pierre,1487,1044,0.702,45.8,U,True,False,False
97416000CZ1228,Saint-Pierre,2073,1336,0.644,25.9,U,True,False,False
97416000CZ1640,Saint-Pierre,2050,1471,0.718,89.9,U,True,False,False
97416000CZ1967,Saint-Pierre,1415,1009,0.713,88.6,U,True,False,False
97416000CZ1182,Saint-Pierre,2315,1846,0.797,106.4,U,True,False,False
97416000CZ2225,Saint-Pierre,2859,2141,0.749,94.7,U,True,False,False
97416000CZ2174,Saint-Pierre,2219,1760,0.793,106.9,U,True,False,False
97416000CZ1889,Saint-Pierre,2408,1853,0.769,72.2,N,True,True,False
97416000CZ1232,Saint-Pierre,1526,967,0.633,108.8,U,True,False,False
97416000CZ1382,Saint-Pierre,2218,1476,0.665,124.2,U,True,False,False
97416000CZ1819,Saint-Pierre,1336,851,0.637,46.3,U,True,False,False
97416000CZ0601,Saint-Pierre,1395,952,0.682,13.6,U,True,False,False
97416000CZ1114,Saint-Pierre,1586,1041,0.656,92.2,A,True,True,False
97416000CZ0751,Saint-Pierre,1172,762,0.650,54.9,U,True,False,False
97416000CZ1413,Saint-Pierre,1295,743,0.574,39.6,U,True,False,False
97416000CZ0705,Saint-Pierre,1277,868,0.680,12.0,U,True,False,False
97416000CZ0589,Saint-Pierre,1429,1013,0.709,35.7,U,True,False,False
97416000CZ0408,Saint-Pierre,2349,1799,0.766,60.6,U,True,False,False
97416000CZ0843,Saint-Pierre,1505,1015,0.675,71.2,U,True,False,False
97416000CZ0842,Saint-Pierre,1113,541,0.486,51.9,U,False,False,False
97416000DE0152,Saint-Pierre,2520,1612,0.640,24.8,U,True,False,False
97416000DE1855,Saint-Pierre,3656,2448,0.670,26.7,U,True,False,False
97416000DE1857,Saint-Pierre,4291,2942,0.686,16.3,U,True,False,False
97416000DE0950,Saint-Pierre,2202,1742,0.791,18.7,U,True,False,False
97416000DE1160,Saint-Pierre,2573,1340,0.521,47.8,U,True,False,False
97416000DE1572,Saint-Pierre,1367,926,0.678,56.0,U,True,False,False
97416000DE0446,Saint-Pierre,1341,888,0.662,46.9,U,True,False,False
97416000DE0587,Saint-Pierre,2829,1251,0.442,70.6,U,False,False,False
97416000DE1146,Saint-Pierre,1432,935,0.653,160.5,A,True,True,False
97416000DE1604,Saint-Pierre,3421,2808,0.821,35.2,A,True,True,False
97416000DH1875,Saint-Pierre,3456,2045,0.592,35.0,U,True,False,False
97416000DH1055,Saint-Pierre,4231,3082,0.728,12.6,U,True,False,False
97416000DH1868,Saint-Pierre,2615,1840,0.704,39.8,U,True,False,False
97416000DI0193,Saint-Pierre,5145,3592,0.698,102.9,U,True,False,False
97416000DI0182,Saint-Pierre,5513,4421,0.802,66.1,U,True,False,False
97416000DI0153,Saint-Pierre,3777,2917,0.772,35.0,A,True,True,False
97416000DI0038,Saint-Pierre,1985,924,0.465,18.9,U,False,False,False
97416000DK0074,Saint-Pierre,4115,2100,0.510,54.5,U,True,False,False
97416000DK0154,Saint-Pierre,2498,1668,0.667,84.2,U,True,False,False
97416000DL0142,Saint-Pierre,4806,3392,0.706,12.6,U,True,False,False
97416000DL0235,Saint-Pierre,2045,1021,0.499,21.5,U,False,False,False
97416000DM0986,Saint-Pierre,5793,2339,0.404,23.2,U,False,False,False
97416000DM0990,Saint-Pierre,1741,678,0.390,33.6,U,False,False,False
97416000DM0702,Saint-Pierre,4196,2356,0.562,76.3,U,True,False,False
97416000DM0665,Saint-Pierre,1267,598,0.472,55.0,U,False,False,False
97416000DM0281,Saint-Pierre,3656,2106,0.576,49.4,U,True,False,False
97416000DM0562,Saint-Pierre,1738,872,0.502,50.3,U,True,False,False
97416000DN0091,Saint-Pierre,3041,2465,0.811,40.7,U,True,False,False
97416000DN0478,Saint-Pierre,2507,1565,0.624,27.5,U,True,False,False
97416000DN0598,Saint-Pierre,3306,1771,0.536,67.6,U,True,False,False
97416000DO0062,Saint-Pierre,3155,1875,0.594,49.1,U,True,False,False
97416000DO0197,Saint-Pierre,5979,3698,0.618,17.5,U,True,False,False
97416000DO0297,Saint-Pierre,4513,2747,0.609,25.3,U,True,False,False
97416000DO0032,Saint-Pierre,2466,1546,0.627,16.6,U,True,False,False
97416000DO0299,Saint-Pierre,2720,1719,0.632,58.1,U,True,False,False
97416000DO0194,Saint-Pierre,1912,731,0.382,27.1,U,False,False,False
97416000DR0452,Saint-Pierre,4116,2295,0.558,18.7,U,True,False,False
97416000DR0312,Saint-Pierre,2556,1344,0.526,44.4,U,True,False,False
97416000DR0343,Saint-Pierre,3980,1000,0.251,14.7,U,False,False,False
97416000DR0495,Saint-Pierre,3891,2005,0.515,24.7,U,True,False,False
97416000DT0539,Saint-Pierre,1814,1247,0.688,31.0,U,True,False,False
97416000DV0127,Saint-Pierre,3605,1899,0.527,49.4,U,True,False,False
97416000DW0440,Saint-Pierre,5559,1994,0.359,36.2,U,False,False,False
97416000DX0077,Saint-Pierre,2805,1987,0.708,23.3,U,True,False,False
97416000DY0530,Saint-Pierre,5640,2564,0.455,20.5,U,False,False,False
97416000DZ0014,Saint-Pierre,5453,4461,0.818,14.0,A,True,True,False
97416000DZ0541,Saint-Pierre,5918,4996,0.844,12.0,A,True,True,False
97416000DZ0548,Saint-Pierre,5322,4288,0.806,15.1,A,True,True,False
97416000DZ0114,Saint-Pierre,3344,2136,0.639,36.9,A,True,True,False
97416000EH0975,Saint-Pierre,5417,4749,0.877,50.0,N,True,True,False
97416000EH0614,Saint-Pierre,2215,1270,0.574,81.3,U,True,False,False
97416000EH0957,Saint-Pierre,2143,1396,0.651,30.6,U,True,False,False
97416000EH0681,Saint-Pierre,1608,932,0.580,205.6,U,True,False,False
97416000EH1293,Saint-Pierre,1959,1317,0.672,65.2,U,True,False,False
97416000EH0108,Saint-Pierre,2276,1508,0.663,26.6,A,True,True,False
97416000EH0974,Saint-Pierre,1531,1000,0.653,44.5,U,True,False,False
97416000EH0358,Saint-Pierre,1217,796,0.653,73.1,U,True,False,False
97416000EI0996,Saint-Pierre,3127,893,0.286,27.5,U,False,False,False
97416000EI0435,Saint-Pierre,4523,2362,0.522,52.6,U,True,False,False
97416000EI1426,Saint-Pierre,1283,732,0.570,23.0,U,True,False,False
97416000EI0425,Saint-Pierre,1890,1308,0.692,34.5,U,True,False,False
97416000EN1223,Saint-Pierre,4379,1087,0.248,17.8,U,False,False,False
97416000EO0149,Saint-Pierre,5214,2701,0.518,21.6,A,True,True,False
97416000EO0191,Saint-Pierre,3517,2023,0.575,14.5,A,True,True,False
97416000EO0138,Saint-Pierre,2495,1812,0.726,12.9,A,True,True,False
97416000EP0082,Saint-Pierre,1698,1242,0.732,15.9,N,True,True,False
97416000EP1064,Saint-Pierre,2117,1186,0.560,20.9,A,True,True,False
97416000ER0622,Saint-Pierre,4317,2222,0.515,107.9,U,True,False,False
97416000ER0413,Saint-Pierre,1705,1234,0.724,28.0,U,True,False,False
97416000ER0513,Saint-Pierre,2011,1519,0.755,66.8,U,True,False,False
97416000ER0553,Saint-Pierre,4819,3773,0.783,68.3,A,True,True,False
97416000ER0362,Saint-Pierre,2416,686,0.284,34.7,U,False,False,False
97416000ER0471,Saint-Pierre,2949,1790,0.607,65.0,U,True,False,False
97416000ER0136,Saint-Pierre,1902,1241,0.652,45.3,A,True,True,False
97416000ES0333,Saint-Pierre,4986,3796,0.761,59.5,A,True,True,False
97416000ES1890,Saint-Pierre,3806,1963,0.516,96.9,U,True,False,False
97416000ES0281,Saint-Pierre,2634,1746,0.663,71.0,U,True,False,False
97416000ES0119,Saint-Pierre,2247,1571,0.699,30.0,N,True,True,False
97416000ES0264,Saint-Pierre,1355,940,0.694,12.9,N,True,True,False
97416000ES1907,Saint-Pierre,2291,1506,0.657,83.5,U,True,False,False
97416000ES2106,Saint-Pierre,1134,671,0.592,17.9,U,True,False,False
97416000ES0477,Saint-Pierre,1225,607,0.496,32.0,U,False,False,False
97416000ES1729,Saint-Pierre,1972,947,0.480,61.7,U,False,False,False
97416000ES2077,Saint-Pierre,1678,1211,0.722,48.1,N,True,True,False
97416000ES0592,Saint-Pierre,2770,1928,0.696,44.2,N,True,True,False
97416000ES0885,Saint-Pierre,2663,1329,0.499,21.8,U,False,False,False
97416000ES1945,Saint-Pierre,1379,671,0.487,45.9,U,False,False,False
97416000ES1371,Saint-Pierre,1515,1113,0.734,94.4,U,True,False,False
97416000ES1722,Saint-Pierre,2934,1672,0.570,26.1,U,True,False,False
97416000ES1905,Saint-Pierre,4160,2766,0.665,91.5,U,True,False,False
97416000ET0452,Saint-Pierre,4093,1846,0.451,44.6,U,False,False,False
97416000ET2226,Saint-Pierre,4528,2315,0.511,22.5,U,True,False,False
97416000ET1082,Saint-Pierre,2055,1527,0.743,51.1,U,True,False,False
97416000ET1081,Saint-Pierre,3098,2239,0.723,40.5,N,True,True,False
97416000ET1887,Saint-Pierre,2503,1797,0.718,30.6,N,True,True,False
97416000ET2004,Saint-Pierre,2287,1321,0.578,15.8,U,True,False,False
97416000ET0217,Saint-Pierre,1576,970,0.616,37.0,U,True,False,False
97416000ET0062,Saint-Pierre,1981,1483,0.749,40.5,U,True,False,False
97416000ET0055,Saint-Pierre,1410,953,0.676,27.1,U,True,False,False
97416000ET0081,Saint-Pierre,1439,1015,0.705,35.0,U,True,False,False
97416000ET0439,Saint-Pierre,1303,893,0.686,29.5,A,True,True,False
97416000ET0873,Saint-Pierre,4666,2402,0.515,48.8,U,True,False,False
97416000ET0663,Saint-Pierre,1544,911,0.590,27.7,U,True,False,False
97416000EV1546,Saint-Pierre,2632,1670,0.634,81.0,U,True,False,False
97416000EV1544,Saint-Pierre,1933,1495,0.774,30.4,A,True,True,False
97416000EV1574,Saint-Pierre,2772,2049,0.739,38.4,A,True,True,False
97416000EV1408,Saint-Pierre,2429,1825,0.752,14.5,A,True,True,False
97416000EV1680,Saint-Pierre,2321,1501,0.646,104.7,A,True,True,False
97416000EV0182,Saint-Pierre,3109,2503,0.805,13.1,A,True,True,False
97416000EV0255,Saint-Pierre,2577,1831,0.710,25.2,A,True,True,False
97416000EV0354,Saint-Pierre,2645,2092,0.791,15.7,A,True,True,False
97416000EV0173,Saint-Pierre,2116,1556,0.735,20.2,A,True,True,False
97416000EV0085,Saint-Pierre,5592,4144,0.741,64.3,N,True,True,False
97416000EV1197,Saint-Pierre,2307,1720,0.745,54.4,U,True,False,False
97416000EV1771,Saint-Pierre,2159,1383,0.641,51.8,U,True,False,False
97416000EW0374,Saint-Pierre,4047,1615,0.399,37.4,U,False,False,False
97416000EW0780,Saint-Pierre,5985,4408,0.737,39.2,N,True,True,False
97416000EW0577,Saint-Pierre,2375,1590,0.669,28.9,N,True,True,False
97416000EW0636,Saint-Pierre,3425,2491,0.727,20.1,N,True,True,False
97416000EW0702,Saint-Pierre,3536,2696,0.762,27.0,U,True,False,False
97416000EW0645,Saint-Pierre,2184,1775,0.813,25.3,A,True,True,False
97416000EW1098,Saint-Pierre,1408,939,0.667,26.2,A,True,True,False
97416000EW0042,Saint-Pierre,2472,1720,0.696,43.9,U,True,False,False
97416000EW0637,Saint-Pierre,3197,2532,0.792,18.8,N,True,True,False
97416000EW0638,Saint-Pierre,2047,1572,0.768,23.4,N,True,True,False
97416000EW0611,Saint-Pierre,2756,2219,0.805,33.0,U,True,False,False
97416000EW0769,Saint-Pierre,2216,1804,0.814,13.9,U,True,False,False
97416000EW1267,Saint-Pierre,1823,1379,0.757,33.4,U,True,False,False
