tenure_bin_v2,tenure_censuree_pct,permis_jamais_pct,nu_constructible_v2
"{'censure': 357756, '8+': 18685, '5-8': 17908, '3-5': 15757, '<1': 7623, '2-3': 7273, '1-2': 6661}",82.8785418254518,91.18965489282148,"{'bati': 294865, 'nu_zone_fermee': 68094, 'nu_constructible': 66977, 'nu_zone_inconnue': 1727}"
