idu,p,raison_1,raison_2,raison_3,contrib_1,contrib_2,contrib_3
97408000AC1287,0.01754,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 2604 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2532,-0.2193,0.195
97420000AI0582,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Frein — Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",-0.5326,-0.2221,-0.1576
97422000AP0203,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 11154 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,-0.2822,-0.1163
97415000AL0033,0.0088,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 301902 m² (cadastre),-0.6133,-0.5326,-0.5284
97401000AP0174,0.0101,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 407 m² (cadastre),"Zone sans droits à bâtir (résiduel m135, PLU 2026)",-0.5621,0.1328,0.1014
97416000DS0826,0.01258,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),Parcelle de 148 m² (cadastre),0.1036,-0.0955,0.0832
97418000AR2302,0.01294,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Frein — 1 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1036,-0.0784,-0.0735
97420000AL0297,0.0101,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 375 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2221,0.1328,0.1036
97408000AS0538,0.02494,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.496,0.1161,0.0875
97409000AS0604,0.02316,Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 543 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.496,0.0803,-0.0794
97412000BM0074,0.01294,Parcelle de 237 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,-0.0794
97408000BI0178,0.01592,Parcelle de 374 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1328,0.1036,-0.0784
97416000IM0848,0.01244,Parcelle de 470 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,-0.1238,0.1036
97422000BY0322,0.01592,Détenue depuis 3 à 5 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 1 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.281,0.1036,-0.0735
97422000BN1580,0.01592,Parcelle de 347 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1328,0.1036,-0.0784
97409000AW0874,0.0101,"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2583,-0.2221,0.1036
97410000BE0710,0.01592,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 529 m² (cadastre),0.195,0.1036,0.0803
97410000AH0546,0.01464,Parcelle de 239 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,0.0875
97408000AB0063,0.0092,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 15219 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.5326,-0.5284,0.2864
97410000BV0222,0.01464,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 22 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2221,0.118,0.1036
97413000CQ0853,0.01294,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 609 m² (cadastre),0.1036,0.0875,0.0803
97411000BN0299,0.01464,"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)","74 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.1238,0.1134,0.1036
97418000BO0085,0.01258,Piscine détectée sur la parcelle (ortho 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 1095 m² (cadastre),0.3786,-0.2221,-0.1492
97415000EY1210,0.0088,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.6133,-0.5326,-0.2221
97422000BV3029,0.01592,Parcelle de 441 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,-0.0794
97415000AY1338,0.01464,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — Parcelle de 1178 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2864,-0.1492,0.1036
97408000BK0321,0.0101,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.6133,-0.2583,0.1036
97416000HX0615,0.01592,Parcelle de 374 m² (cadastre),"37 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,0.1134,0.1036
97407000AK1313,0.01592,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 170 m² (cadastre),0.2532,0.1036,0.0832
97416000CV2092,0.0101,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Zone sans droits à bâtir (résiduel m135, PLU 2026)","Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,0.1014,-0.0811
97401000AR1333,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 4824 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.5621,-0.2822,0.195
97411000EL0454,0.02316,Piscine détectée sur la parcelle (ortho 2026),"26 m² de SDP résiduelle (résiduel m135, PLU 2026)","Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.3786,0.1134,0.1121
97404000AT0054,0.02494,Piscine détectée sur la parcelle (ortho 2026),Détenue depuis 3 à 5 ans — dernière mutation connue (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.3786,0.2026,0.107
97408000AP1564,0.02494,Détenue depuis 1 à 2 ans — dernière mutation connue (DVF arrêté au 31/12/2025),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.5902,0.1142,0.1036
97405000AW0942,0.01592,Détenue depuis 2 à 3 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.2834,-0.2221,0.1036
97413000CX1388,0.02316,9 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 304 m² (cadastre),"38 m² de SDP résiduelle (résiduel m135, PLU 2026)",0.2532,0.1346,0.1134
97402000AI0436,0.01592,Parcelle de 472 m² (cadastre),"67 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,0.1134,0.1036
97420000BH1283,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Zone sans droits à bâtir (résiduel m135, PLU 2026)",-0.5621,-0.2221,0.1014
97407000AE0774,0.01674,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),Parcelle de 6 m² (cadastre),0.1036,-0.0955,0.0903
97422000AX0883,0.01087,Frein — Parcelle de 1370 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2164,-0.1045,0.1036
97409000AX1079,0.03466,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),5 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),18 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.4858,0.2623,0.2532
97422000DE0705,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 5912 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.5621,-0.2822,-0.1212
97411000DK0332,0.01592,Parcelle de 29 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.118,0.1036,-0.0794
97415000DE0446,0.01592,Parcelle de 379 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",0.1328,0.1036,0.0808
97415000EO0875,0.01674,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",8 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0% de ménages pauvres dans le carreau (Filosofi INSEE 2019),0.195,0.1161,0.1094
97412000CE2248,0.0088,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.6133,-0.5621,-0.2221
97415000CT2653,0.01674,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2479,0.1036,-0.0784
97422000BS0330,0.01134,Frein — Parcelle de 1391 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.2164,-0.1068,0.1036
97411000CX1541,0.01211,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",Frein — 1 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.1036,-0.0761,-0.0735
97411000KC0087,0.0101,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",-0.6133,0.1036,-0.0883
97414000HD0216,0.0088,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5621,-0.2583,-0.2221
97412000BC0495,0.02183,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1036,0.0981,0.0926
97413000CO0722,0.01134,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone AU au PLU (PLU/GPU en vigueur à l'ingestion 2026),Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),-0.6133,0.496,0.3624
97405000AL0643,0.01592,10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.2532,0.1036,-0.0784
97408000AT1232,0.01674,Parcelle de 436 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,0.1161,0.1036
97415000DH0326,0.05276,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),Parcelle de 2441 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),1.0852,0.1888,0.1036
97408000AC3074,0.02316,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 473 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.195,0.1328,0.1036
97414000EK0088,0.01592,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 593 m² (cadastre),0.1036,0.0926,0.0803
97412000CI0099,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 14760 m² (cadastre),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.5621,-0.5284,0.2864
97402000AK0255,0.01134,Candidat photovoltaïque (ortho 2026),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 46 ventes dans la commune l'an dernier (DVF arrêté au 31/12/2025),0.1253,0.1036,-0.1
97405000AL1671,0.03466,Détenue depuis moins d'un an — dernière mutation connue (DVF arrêté au 31/12/2025),12 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.7542,0.2532,0.1036
97410000BY0815,0.0088,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),Secteur densément bâti (BD TOPO 2026),-0.6133,-0.5326,0.2553
97415000BV0192,0.01134,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",Frein — Parcelle de 990 m² (cadastre),0.1036,-0.0864,-0.0759
97414000DY0541,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Parcelle de 2524 m² (cadastre),"Frein — Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",-0.5621,-0.2164,-0.1576
97416000CY0751,0.01674,Parcelle de 341 m² (cadastre),"66 m² de SDP résiduelle (résiduel m135, PLU 2026)",Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),0.1328,0.1134,0.1036
97422000BO0327,0.0101,Frein — Parcelle de 2363 m² (cadastre),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0% de ménages pauvres dans le carreau (Filosofi INSEE 2019),-0.2164,-0.1117,0.1094
97410000CD0310,0.0101,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — Parcelle de 2717 m² (cadastre),-0.5326,0.2864,-0.2164
97407000BE0219,0.02843,Détenue depuis 5 à 8 ans — dernière mutation connue (DVF arrêté au 31/12/2025),10 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.4338,0.2532,-0.1359
97411000HS0092,0.02183,"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 469 m² (cadastre),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),0.2864,0.1328,0.1161
97412000BW0039,0.02494,Piscine détectée sur la parcelle (ortho 2026),4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Frein — Parcelle de 1172 m² (cadastre),0.3786,0.2623,-0.1521
97412000BT0566,0.01464,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),3 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),"Frein — Aucune vente connue depuis au moins 12 ans (DVF arrêté au 31/12/2025, historique 2014+)",0.1036,0.0926,-0.0738
97414000EV0719,0.0092,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — Secteur densément bâti (BD TOPO 2026),-0.6133,0.1036,-0.0955
97418000BV0219,0.01464,Piscine détectée sur la parcelle (ortho 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 435 m² (cadastre),0.3786,-0.2221,0.1328
97422000BD2762,0.01592,Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),Parcelle de 107 m² (cadastre),Frein — 0 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),0.1036,0.0832,-0.0784
97407000AS1237,0.01134,Frein — Le propriétaire a vendu une autre parcelle depuis 24 mois (millésimes fonciers PM 2019-2024),6 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),7 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.6133,0.2623,0.1161
97409000BO0632,0.01211,"Frein — Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 330 m² (cadastre),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),-0.1576,0.1328,0.1036
97415000BZ0474,0.01134,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),-0.5621,0.2516,-0.2221
97415000EH0266,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",Frein — Parcelle de 6389 m² (cadastre),-0.5621,0.2864,-0.2822
97412000BD0272,0.0092,Frein — Zone A au PLU (PLU/GPU en vigueur à l'ingestion 2026),Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Frein — Parcelle de 4447 m² (cadastre),-0.5621,-0.2221,-0.2164
97416000HL0185,0.01592,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Zone U au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Zone sans droits à bâtir (résiduel m135, PLU 2026)",-0.2221,0.1036,0.1014
97413000DD0908,0.0101,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),"Frein — Secteur à rotation faible du bâti (DVF arrêté au 31/12/2025, 36 mois)",Parcelle de 368 m² (cadastre),-0.2221,-0.1576,0.1328
97412000BR0174,0.0185,4 permis à moins de 100 m en 24 mois (Sitadel 2013→2025),Parcelle de 375 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",0.2623,0.1328,-0.1238
97401000AP0361,0.0101,Frein — Zone N au PLU (PLU/GPU en vigueur à l'ingestion 2026),"Zone sans droits à bâtir (résiduel m135, PLU 2026)",Parcelle de 196 m² (cadastre),-0.5326,0.1014,0.0832
97411000HZ0145,0.01134,Frein — 0 vente(s) à moins de 150 m en 24 mois (DVF arrêté au 31/12/2025),Parcelle de 357 m² (cadastre),"Frein — Secteur à rotation faible du foncier nu (DVF arrêté au 31/12/2025, 36 mois)",-0.2221,0.1328,-0.1238
