candidat,n_eval,n_exclues_client,prec@100_commune_mediane,n_communes,n_priorite,prec_priorite,n_a_suivre,prec_a_suivre,lift_decile_sup,auc_global,auc_bati_individuel,auc_terrain_nu,auc_personne_morale,auc_copropriete,ece_global,ece_bati_individuel,ece_terrain_nu,ece_personne_morale,ece_copropriete,churn_top1158_vs_servi
K1a_plancher_numerique,431663,0,0.07,24,68,0.1029411764705882,611,0.1260229132569558,1.9700894337785344,0.609147969337698,0.5788160108765821,0.6457958062481822,0.6569535615665496,0.6019551474584514,0.0010379482187801,0.0018898209201473,0.0041689402070528,0.0062315260801352,0.0273595683599146,0.6968911917098446
temoin_refit_features_servies,431663,0,0.055,24,69,0.0869565217391304,613,0.1027732463295269,1.9932125491984705,0.6109982176414748,0.5781552774139705,0.648033507768945,0.6607910179671318,0.6165749520867301,0.0010872376140811,0.0019019913781129,0.0043348396077863,0.0062924703604619,0.0243941704874896,0.268566493955095
K1b_numerique_integral,431663,0,0.075,24,68,0.1617647058823529,612,0.1160130718954248,1.9223016619106668,0.6034674571387857,0.5698380402605387,0.6455878627150281,0.6562143576804983,0.5681476872908264,0.0011554238841821,0.0018555110291661,0.0041806792540783,0.0062820425763506,0.0262287973748298,0.694300518134715
