candidat,n_eval,n_exclues_client,prec@100_commune_mediane,n_communes,n_priorite,prec_priorite,n_a_suivre,prec_a_suivre,lift_decile_sup,auc_global,auc_bati_individuel,auc_terrain_nu,auc_personne_morale,auc_copropriete,ece_global,ece_bati_individuel,ece_terrain_nu,ece_personne_morale,ece_copropriete,churn_top1158_vs_servi
K4a_dictionnaire_aveugle_zoneA,431663,0,0.04,24,77,0.1558441558441558,660,0.0939393939393939,1.9932125491984705,0.6059030557631628,0.5839858928280387,0.6091541345566287,0.637554822596719,0.6090447023656284,0.0024524253130929,0.0013435242706486,0.0054262017494569,0.0044512079004906,0.0151376440878204,0.8454231433506045
