fold,rr,lo,hi,ece
2020,11.791486837721097,10.338168425886595,13.051916184252404,0.001226484077700591
2021,9.966680609693217,8.746900167524457,11.138655944793756,0.00287857906430509
2022,10.345259736177061,9.363745110424475,11.684083527844894,0.0021055373902308092
2023,7.916403902119547,6.995170742755924,9.383059959114638,0.003346888661904313
2024,8.83004146279382,7.632723170958697,10.343611175744503,0.003206735886824695
2025,7.182974158759927,5.993836474188597,8.192531859965088,0.001395208763824097
