idu,commune,siren,dirigeant_age,sci_dormante,horizon
97410000BW0340,Saint-Benoît,389553538,72,False,3-7 ans
97410000BW0538,Saint-Benoît,485363592,80,False,3-7 ans
97410000BW1099,Saint-Benoît,485363592,80,False,3-7 ans
97410000BW1100,Saint-Benoît,485363592,80,False,3-7 ans
97410000BX0469,Saint-Benoît,422861021,83,False,3-7 ans
97410000BX0843,Saint-Benoît,950649095,70,False,3-7 ans
97410000BX1284,Saint-Benoît,752143701,71,False,3-7 ans
97410000BY0011,Saint-Benoît,494201270,73,False,3-7 ans
97410000BY0207,Saint-Benoît,494201270,73,False,3-7 ans
97410000BY0586,Saint-Benoît,453679722,75,False,3-7 ans
97410000BY0587,Saint-Benoît,453679722,75,False,3-7 ans
97410000BY0588,Saint-Benoît,453679722,75,False,3-7 ans
97410000BY0755,Saint-Benoît,494201270,73,False,3-7 ans
97410000BY0835,Saint-Benoît,453679722,75,False,3-7 ans
97410000CI0218,Saint-Benoît,335159224,86,False,3-7 ans
97410000CI0221,Saint-Benoît,335159224,86,False,3-7 ans
97410000CI0222,Saint-Benoît,335159224,86,False,3-7 ans
97410000CI0224,Saint-Benoît,335159224,86,False,3-7 ans
97410000CI0225,Saint-Benoît,335159224,86,False,3-7 ans
97410000CL0179,Saint-Benoît,338629421,72,False,3-7 ans
97410000CL0243,Saint-Benoît,338629421,72,False,3-7 ans
97410000CL0244,Saint-Benoît,338629421,72,False,3-7 ans
97410000CL0263,Saint-Benoît,338629421,72,False,3-7 ans
97410000CL0264,Saint-Benoît,338629421,72,False,3-7 ans
97410000CL0438,Saint-Benoît,418210068,74,False,3-7 ans
97410000CL0674,Saint-Benoît,494201270,73,False,3-7 ans
97410000CL0677,Saint-Benoît,494201270,73,False,3-7 ans
97410000CO0001,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0002,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0005,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0006,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0007,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0008,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0009,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0010,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0011,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0012,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0013,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0030,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0031,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0035,Saint-Benoît,310862131,76,False,3-7 ans
97410000CO0036,Saint-Benoît,310862131,76,False,3-7 ans
97411000AB0670,Saint-Denis,788553956,71,False,3-7 ans
97411000AC0068,Saint-Denis,804163434,75,False,3-7 ans
97411000AC0069,Saint-Denis,804163434,75,False,3-7 ans
97411000AC0077,Saint-Denis,329001424,88,False,3-7 ans
97411000AC0108,Saint-Denis,502134158,86,False,3-7 ans
97411000AC0123,Saint-Denis,420905341,75,False,3-7 ans
97411000AC0132,Saint-Denis,392588927,74,False,3-7 ans
97411000AD0004,Saint-Denis,518737044,76,False,3-7 ans
97411000AD0005,Saint-Denis,523348910,75,False,3-7 ans
97411000AD0006,Saint-Denis,538539214,72,False,3-7 ans
97411000AD0022,Saint-Denis,344063243,86,False,3-7 ans
97411000AD0043,Saint-Denis,878537620,72,False,3-7 ans
97411000AD0059,Saint-Denis,818987000,77,False,3-7 ans
97411000AD0073,Saint-Denis,818987000,77,False,3-7 ans
97411000AD0075,Saint-Denis,818987000,77,False,3-7 ans
97411000AD0079,Saint-Denis,310849930,85,False,3-7 ans
97411000AD0085,Saint-Denis,420053126,80,False,3-7 ans
97411000AD0087,Saint-Denis,403803034,74,False,3-7 ans
97411000AD0141,Saint-Denis,878930767,70,False,3-7 ans
97411000AD0144,Saint-Denis,532370053,74,False,3-7 ans
97411000AD0145,Saint-Denis,412936270,73,False,3-7 ans
97411000AD0150,Saint-Denis,431792332,75,False,3-7 ans
97411000AD0155,Saint-Denis,483339628,74,False,3-7 ans
97411000AD0158,Saint-Denis,480103456,72,False,3-7 ans
97411000AD0172,Saint-Denis,420053126,80,False,3-7 ans
97411000AD0179,Saint-Denis,310879192,75,False,3-7 ans
97411000AD0180,Saint-Denis,310879192,75,False,3-7 ans
97411000AD0206,Saint-Denis,353490931,78,False,3-7 ans
97411000AD0215,Saint-Denis,511655433,73,False,3-7 ans
97411000AD0217,Saint-Denis,854097904,70,False,3-7 ans
97411000AD0230,Saint-Denis,514194380,74,False,3-7 ans
97411000AD0238,Saint-Denis,397563669,85,False,3-7 ans
97411000AD0239,Saint-Denis,352307300,91,False,3-7 ans
97411000AD0249,Saint-Denis,804815876,89,False,3-7 ans
97411000AD0251,Saint-Denis,409465150,89,False,3-7 ans
97411000AD0252,Saint-Denis,409465150,89,False,3-7 ans
97411000AD0253,Saint-Denis,409465150,89,False,3-7 ans
97411000AD0256,Saint-Denis,409465150,89,False,3-7 ans
97411000AD0264,Saint-Denis,428976971,77,False,3-7 ans
97411000AD0267,Saint-Denis,480463553,83,False,3-7 ans
97411000AD0274,Saint-Denis,331845628,87,False,3-7 ans
97411000AD0282,Saint-Denis,509370755,80,False,3-7 ans
97411000AD0294,Saint-Denis,442544359,77,False,3-7 ans
97411000AD0297,Saint-Denis,320180466,84,False,3-7 ans
97411000AD0301,Saint-Denis,393227988,71,False,3-7 ans
97411000AD0306,Saint-Denis,435359328,91,False,3-7 ans
97411000AD0316,Saint-Denis,412391849,93,False,3-7 ans
97411000AD0317,Saint-Denis,412391849,93,False,3-7 ans
97411000AD0349,Saint-Denis,378918932,93,False,3-7 ans
97411000AD0358,Saint-Denis,753835800,80,False,3-7 ans
97411000AD0360,Saint-Denis,310863626,73,False,3-7 ans
97411000AD0377,Saint-Denis,384256012,76,False,3-7 ans
97411000AD0378,Saint-Denis,421709072,77,False,3-7 ans
97411000AD0381,Saint-Denis,793807421,79,False,3-7 ans
97411000AD0396,Saint-Denis,310837158,72,False,3-7 ans
97411000AD0399,Saint-Denis,804235307,73,False,3-7 ans
97411000AD0405,Saint-Denis,492708557,71,False,3-7 ans
97411000AD0406,Saint-Denis,492708557,71,False,3-7 ans
97411000AD0432,Saint-Denis,320180466,84,False,3-7 ans
97411000AD0435,Saint-Denis,310851555,97,False,3-7 ans
97411000AD0463,Saint-Denis,400026977,87,False,3-7 ans
97411000AD0477,Saint-Denis,435359328,91,False,3-7 ans
97411000AD0525,Saint-Denis,393204672,71,False,3-7 ans
97411000AD0538,Saint-Denis,330565946,88,False,3-7 ans
97411000AD0549,Saint-Denis,393204672,71,False,3-7 ans
97411000AD0587,Saint-Denis,435359328,91,False,3-7 ans
97411000AE0010,Saint-Denis,343536512,75,False,3-7 ans
97411000AE0030,Saint-Denis,350812988,96,False,3-7 ans
97411000AE0035,Saint-Denis,428576276,104,False,3-7 ans
97411000AE0042,Saint-Denis,310862917,76,False,3-7 ans
97411000AE0043,Saint-Denis,391831997,93,False,3-7 ans
97411000AE0049,Saint-Denis,338808074,83,False,3-7 ans
97411000AE0050,Saint-Denis,435340625,73,False,3-7 ans
97411000AE0054,Saint-Denis,479500522,79,False,3-7 ans
97411000AE0066,Saint-Denis,328451018,87,False,3-7 ans
97411000AE0072,Saint-Denis,437560642,89,False,3-7 ans
97411000AE0074,Saint-Denis,333286565,81,False,3-7 ans
97411000AE0080,Saint-Denis,420220212,83,False,3-7 ans
97411000AE0092,Saint-Denis,832209142,93,False,3-7 ans
97411000AE0102,Saint-Denis,441448222,75,False,3-7 ans
97411000AE0115,Saint-Denis,402347215,76,False,3-7 ans
97411000AE0168,Saint-Denis,422754788,85,False,3-7 ans
97411000AE0179,Saint-Denis,348880600,91,False,3-7 ans
97411000AE0180,Saint-Denis,348880600,91,False,3-7 ans
97411000AE0183,Saint-Denis,750783086,70,False,3-7 ans
97411000AE0192,Saint-Denis,451768154,71,False,3-7 ans
97411000AE0194,Saint-Denis,503903833,71,False,3-7 ans
97411000AE0199,Saint-Denis,444969786,87,False,3-7 ans
97411000AE0206,Saint-Denis,823881685,76,False,3-7 ans
97411000AE0210,Saint-Denis,949505671,70,False,3-7 ans
97411000AE0211,Saint-Denis,949505671,70,False,3-7 ans
97411000AE0223,Saint-Denis,453669699,75,False,3-7 ans
97411000AE0230,Saint-Denis,811995661,74,False,3-7 ans
97411000AE0231,Saint-Denis,534845284,78,False,3-7 ans
97411000AE0237,Saint-Denis,310895230,102,False,3-7 ans
97411000AE0244,Saint-Denis,310895230,102,False,3-7 ans
97411000AE0245,Saint-Denis,353268733,83,False,3-7 ans
97411000AE0252,Saint-Denis,412162299,78,False,3-7 ans
97411000AE0264,Saint-Denis,378180376,90,False,3-7 ans
97411000AE0270,Saint-Denis,483339628,74,False,3-7 ans
97411000AE0271,Saint-Denis,435359328,91,False,3-7 ans
97411000AE0272,Saint-Denis,322399205,89,False,3-7 ans
97411000AE0273,Saint-Denis,322399205,89,False,3-7 ans
97411000AE0274,Saint-Denis,518690045,77,False,3-7 ans
97411000AE0279,Saint-Denis,423789874,71,False,3-7 ans
97411000AE0285,Saint-Denis,348458894,89,False,3-7 ans
97411000AE0298,Saint-Denis,378180376,90,False,3-7 ans
97411000AE0307,Saint-Denis,421709072,77,False,3-7 ans
97411000AE0312,Saint-Denis,352307300,91,False,3-7 ans
97411000AE0317,Saint-Denis,310862701,70,False,3-7 ans
97411000AE0320,Saint-Denis,420328098,88,False,3-7 ans
97411000AE0329,Saint-Denis,483466264,74,False,3-7 ans
97411000AE0330,Saint-Denis,483466264,74,False,3-7 ans
97411000AE0332,Saint-Denis,483466264,74,False,3-7 ans
97411000AE0333,Saint-Denis,421054354,77,False,3-7 ans
97411000AE0334,Saint-Denis,421709072,77,False,3-7 ans
97411000AE0337,Saint-Denis,408687317,77,False,3-7 ans
97411000AE0346,Saint-Denis,322660010,81,False,3-7 ans
97411000AE0392,Saint-Denis,398843698,86,False,3-7 ans
97411000AE0403,Saint-Denis,849658513,87,False,3-7 ans
97411000AE0416,Saint-Denis,484060934,70,False,3-7 ans
97411000AE0424,Saint-Denis,348458894,89,False,3-7 ans
97411000AE0457,Saint-Denis,341184547,83,False,3-7 ans
97411000AE0461,Saint-Denis,891125296,71,False,3-7 ans
97411000AE0466,Saint-Denis,353490931,78,False,3-7 ans
97411000AE0467,Saint-Denis,353490931,78,False,3-7 ans
97411000AE0468,Saint-Denis,483466264,74,False,3-7 ans
97411000AE0484,Saint-Denis,917511396,71,False,3-7 ans
97411000AE0486,Saint-Denis,917511396,71,False,3-7 ans
97411000AE0491,Saint-Denis,533466918,70,False,3-7 ans
97411000AE0503,Saint-Denis,403648538,73,False,3-7 ans
97411000AE0514,Saint-Denis,384676466,73,False,3-7 ans
97411000AE0517,Saint-Denis,435359328,91,False,3-7 ans
97411000AE0520,Saint-Denis,438543928,72,False,3-7 ans
97411000AE0523,Saint-Denis,384148078,103,False,3-7 ans
97411000AE0536,Saint-Denis,391438876,79,False,3-7 ans
97411000AE0537,Saint-Denis,435359328,91,False,3-7 ans
97411000AE0549,Saint-Denis,438536690,80,False,3-7 ans
97411000AE0566,Saint-Denis,333286565,81,False,3-7 ans
97411000AE0574,Saint-Denis,421054354,77,False,3-7 ans
97411000AE0579,Saint-Denis,422591412,77,False,3-7 ans
97411000AE0587,Saint-Denis,338808074,83,False,3-7 ans
97411000AE0589,Saint-Denis,330565946,88,False,3-7 ans
97411000AE0591,Saint-Denis,348458894,89,False,3-7 ans
97411000AE0592,Saint-Denis,348458894,89,False,3-7 ans
97411000AE0595,Saint-Denis,379193493,79,False,3-7 ans
97411000AE0600,Saint-Denis,408687317,77,False,3-7 ans
97411000AE0601,Saint-Denis,444208177,76,False,3-7 ans
97411000AE0607,Saint-Denis,499942639,74,False,3-7 ans
97411000AE0617,Saint-Denis,422591412,77,False,3-7 ans
97411000AE0618,Saint-Denis,790663868,75,False,3-7 ans
97411000AE0621,Saint-Denis,428651541,76,False,3-7 ans
97411000AE0646,Saint-Denis,315947465,72,False,3-7 ans
97411000AE0651,Saint-Denis,492445762,79,False,3-7 ans
97411000AE0663,Saint-Denis,435359328,91,False,3-7 ans
97411000AE0703,Saint-Denis,384511325,90,False,3-7 ans
97411000AE0705,Saint-Denis,401670625,86,False,3-7 ans
97411000AE0717,Saint-Denis,310850979,95,False,3-7 ans
97411000AE0718,Saint-Denis,326607249,71,False,3-7 ans
97411000AE0724,Saint-Denis,438033151,79,False,3-7 ans
97411000AE0725,Saint-Denis,333149326,79,False,3-7 ans
97411000AE0747,Saint-Denis,384511325,90,False,3-7 ans
97411000AE0748,Saint-Denis,384511325,90,False,3-7 ans
97411000AE0751,Saint-Denis,384511325,90,False,3-7 ans
97411000AE0758,Saint-Denis,384511325,90,False,3-7 ans
97411000AE0759,Saint-Denis,401670625,86,False,3-7 ans
97411000AE0760,Saint-Denis,435359328,91,False,3-7 ans
97411000AE0792,Saint-Denis,310862313,74,False,3-7 ans
97411000AE0793,Saint-Denis,310862313,74,False,3-7 ans
97411000AE0800,Saint-Denis,848345740,74,False,3-7 ans
97411000AE0818,Saint-Denis,442333639,76,False,3-7 ans
97411000AE0819,Saint-Denis,447760463,77,False,3-7 ans
97411000AE0829,Saint-Denis,315947465,72,False,3-7 ans
97411000AE0849,Saint-Denis,318265782,83,False,3-7 ans
97411000AE0865,Saint-Denis,798763223,73,False,3-7 ans
97411000AE0892,Saint-Denis,424799989,74,False,3-7 ans
97411000AE0896,Saint-Denis,438039448,79,False,3-7 ans
97411000AE0897,Saint-Denis,438039448,79,False,3-7 ans
97411000AH0112,Saint-Denis,352984116,92,False,3-7 ans
97411000AH0167,Saint-Denis,502504186,88,False,3-7 ans
97411000AH0196,Saint-Denis,317897809,89,False,3-7 ans
97411000AH0200,Saint-Denis,409465135,84,False,3-7 ans
97411000AH0215,Saint-Denis,420053126,80,False,3-7 ans
97411000AH0222,Saint-Denis,323650788,71,False,3-7 ans
97411000AH0226,Saint-Denis,425091394,71,False,3-7 ans
97411000AH0231,Saint-Denis,380235515,77,False,3-7 ans
97411000AH0240,Saint-Denis,393895289,85,False,3-7 ans
97411000AH0244,Saint-Denis,435359328,91,False,3-7 ans
97411000AH0246,Saint-Denis,819053422,72,False,3-7 ans
97411000AI0027,Saint-Denis,441352895,72,False,3-7 ans
97411000AK0034,Saint-Denis,915109649,91,False,3-7 ans
97411000AK0035,Saint-Denis,915109649,91,False,3-7 ans
97411000AK0188,Saint-Denis,915109649,91,False,3-7 ans
97411000AK0189,Saint-Denis,915109649,91,False,3-7 ans
97411000AL0008,Saint-Denis,753765031,75,False,3-7 ans
97411000AL0042,Saint-Denis,453669699,75,False,3-7 ans
97411000AL0051,Saint-Denis,950637389,76,False,3-7 ans
97411000AL0052,Saint-Denis,950637389,76,False,3-7 ans
97411000AL0053,Saint-Denis,950637389,76,False,3-7 ans
97411000AL0084,Saint-Denis,448295717,70,False,3-7 ans
97411000AL0160,Saint-Denis,518071683,72,False,3-7 ans
97411000AL0188,Saint-Denis,330565896,79,False,3-7 ans
97411000AL0290,Saint-Denis,384703914,73,False,3-7 ans
97411000AL0300,Saint-Denis,334314069,75,False,3-7 ans
97411000AM0010,Saint-Denis,408635670,88,False,3-7 ans
97411000AM0015,Saint-Denis,431551233,73,False,3-7 ans
97411000AM0016,Saint-Denis,828902759,73,False,3-7 ans
97411000AM0022,Saint-Denis,819350141,71,False,3-7 ans
97411000AM0025,Saint-Denis,819350133,71,False,3-7 ans
97411000AM0028,Saint-Denis,348458894,89,False,3-7 ans
97411000AM0033,Saint-Denis,348458894,89,False,3-7 ans
97411000AM0034,Saint-Denis,348458894,89,False,3-7 ans
97411000AM0037,Saint-Denis,420909731,73,False,3-7 ans
97411000AM0047,Saint-Denis,500084009,78,False,3-7 ans
97411000AM0055,Saint-Denis,820800621,88,False,3-7 ans
97411000AM0061,Saint-Denis,452790850,78,False,3-7 ans
97411000AM0079,Saint-Denis,985035971,77,False,3-7 ans
97411000AM0089,Saint-Denis,985035971,77,False,3-7 ans
97411000AM0095,Saint-Denis,322660010,81,False,3-7 ans
97411000AM0127,Saint-Denis,404566085,83,False,3-7 ans
97411000AM0132,Saint-Denis,378888820,81,False,3-7 ans
97411000AM0137,Saint-Denis,310851019,87,False,3-7 ans
97411000AM0141,Saint-Denis,317897809,89,False,3-7 ans
97411000AM0142,Saint-Denis,310851019,87,False,3-7 ans
97411000AM0144,Saint-Denis,310851019,87,False,3-7 ans
97411000AM0145,Saint-Denis,418250387,75,False,3-7 ans
97411000AM0159,Saint-Denis,488587528,87,False,3-7 ans
97411000AM0179,Saint-Denis,323650788,71,False,3-7 ans
97411000AM0202,Saint-Denis,489551382,78,False,3-7 ans
97411000AM0261,Saint-Denis,399832278,77,False,3-7 ans
97411000AM0263,Saint-Denis,488587528,87,False,3-7 ans
97411000AM0265,Saint-Denis,421538489,83,False,3-7 ans
97411000AM0266,Saint-Denis,421538489,83,False,3-7 ans
97411000AM0277,Saint-Denis,420720740,74,False,3-7 ans
97411000AM0316,Saint-Denis,440296556,70,False,3-7 ans
97411000AM0340,Saint-Denis,799356985,89,False,3-7 ans
97411000AM0358,Saint-Denis,534473160,73,False,3-7 ans
97411000AM0369,Saint-Denis,417598125,74,False,3-7 ans
97411000AM0393,Saint-Denis,820069359,77,False,3-7 ans
97411000AM0394,Saint-Denis,390876795,79,False,3-7 ans
97411000AM0407,Saint-Denis,483745709,74,False,3-7 ans
97411000AM0419,Saint-Denis,348458894,89,False,3-7 ans
97411000AM0420,Saint-Denis,348458894,89,False,3-7 ans
97411000AM0424,Saint-Denis,414366625,73,False,3-7 ans
97411000AM0425,Saint-Denis,414366625,73,False,3-7 ans
97411000AM0431,Saint-Denis,310851019,87,False,3-7 ans
97411000AM0447,Saint-Denis,340517838,87,False,3-7 ans
97411000AM0448,Saint-Denis,340517838,87,False,3-7 ans
97411000AM0451,Saint-Denis,378918932,93,False,3-7 ans
97411000AM0496,Saint-Denis,428663330,71,False,3-7 ans
97411000AM0501,Saint-Denis,414366625,73,False,3-7 ans
97411000AM0503,Saint-Denis,414366625,73,False,3-7 ans
97411000AM0506,Saint-Denis,414366625,73,False,3-7 ans
97411000AM0538,Saint-Denis,380012138,89,False,3-7 ans
97411000AN0043,Saint-Denis,348493123,72,False,3-7 ans
97411000AN0070,Saint-Denis,522085844,70,False,3-7 ans
97411000AN0080,Saint-Denis,348458894,89,False,3-7 ans
97411000AN0088,Saint-Denis,348458894,89,False,3-7 ans
97411000AN0092,Saint-Denis,443823125,70,False,3-7 ans
97411000AN0097,Saint-Denis,443823125,70,False,3-7 ans
97411000AN0125,Saint-Denis,343258331,81,False,3-7 ans
97411000AN0148,Saint-Denis,409332871,73,False,3-7 ans
97411000AN0204,Saint-Denis,310849963,100,False,3-7 ans
97411000AN0214,Saint-Denis,342097250,82,False,3-7 ans
97411000AN0313,Saint-Denis,885231464,73,False,3-7 ans
97411000AN0371,Saint-Denis,504437898,81,False,3-7 ans
97411000AN0425,Saint-Denis,418250387,75,False,3-7 ans
97411000AN0454,Saint-Denis,808452460,94,False,3-7 ans
97411000AN0455,Saint-Denis,808452460,94,False,3-7 ans
97411000AN0458,Saint-Denis,343258331,81,False,3-7 ans
97411000AN0473,Saint-Denis,378180673,92,False,3-7 ans
97411000AN0563,Saint-Denis,753835800,80,False,3-7 ans
97411000AN0568,Saint-Denis,418250387,75,False,3-7 ans
97411000AN0570,Saint-Denis,342097250,82,False,3-7 ans
97411000AN0651,Saint-Denis,834052037,74,False,3-7 ans
97411000AN0700,Saint-Denis,824981542,73,False,3-7 ans
97411000AO0065,Saint-Denis,438733131,,True,3-7 ans
97411000AO0084,Saint-Denis,325895605,83,False,3-7 ans
97411000AO0085,Saint-Denis,325895605,83,False,3-7 ans
97411000AO0115,Saint-Denis,378919229,73,False,3-7 ans
97411000AO0121,Saint-Denis,798824678,70,False,3-7 ans
97411000AO0135,Saint-Denis,351548326,83,False,3-7 ans
97411000AO0165,Saint-Denis,398975722,82,False,3-7 ans
97411000AO0166,Saint-Denis,351548326,83,False,3-7 ans
97411000AO0175,Saint-Denis,351548326,83,False,3-7 ans
97411000AO0202,Saint-Denis,444983472,75,False,3-7 ans
97411000AO0221,Saint-Denis,389230947,93,False,3-7 ans
97411000AO0268,Saint-Denis,829878859,85,False,3-7 ans
97411000AO0269,Saint-Denis,829878859,85,False,3-7 ans
97411000AO0270,Saint-Denis,829878859,85,False,3-7 ans
97411000AO0272,Saint-Denis,829878859,85,False,3-7 ans
97411000AO0287,Saint-Denis,421637513,101,False,3-7 ans
97411000AO0288,Saint-Denis,421637513,101,False,3-7 ans
97411000AO0335,Saint-Denis,794958223,78,False,3-7 ans
97411000AO0348,Saint-Denis,442544342,79,False,3-7 ans
97411000AO0358,Saint-Denis,401670344,82,False,3-7 ans
97411000AO0359,Saint-Denis,401670344,82,False,3-7 ans
97411000AO0360,Saint-Denis,401670344,82,False,3-7 ans
97411000AO0361,Saint-Denis,401670344,82,False,3-7 ans
97411000AO0463,Saint-Denis,798024964,76,False,3-7 ans
97411000AO0478,Saint-Denis,351548326,83,False,3-7 ans
97411000AO0480,Saint-Denis,351548326,83,False,3-7 ans
97411000AO0520,Saint-Denis,388499246,71,False,3-7 ans
97411000AO0580,Saint-Denis,398975722,82,False,3-7 ans
97411000AO0617,Saint-Denis,322153172,93,False,3-7 ans
97411000AP0016,Saint-Denis,483466264,74,False,3-7 ans
97411000AP0017,Saint-Denis,483466264,74,False,3-7 ans
97411000AP0018,Saint-Denis,483466264,74,False,3-7 ans
97411000AP0022,Saint-Denis,421377516,73,False,3-7 ans
97411000AP0072,Saint-Denis,504915422,91,False,3-7 ans
97411000AP0073,Saint-Denis,504915422,91,False,3-7 ans
97411000AP0074,Saint-Denis,803714393,72,False,3-7 ans
97411000AP0084,Saint-Denis,441352879,72,False,3-7 ans
97411000AP0085,Saint-Denis,441352879,72,False,3-7 ans
97411000AP0183,Saint-Denis,332013135,86,False,3-7 ans
97411000AP0252,Saint-Denis,424800423,83,False,3-7 ans
97411000AP0253,Saint-Denis,424800423,83,False,3-7 ans
97411000AP0256,Saint-Denis,424800423,83,False,3-7 ans
97411000AP0258,Saint-Denis,424800423,83,False,3-7 ans
97411000AP0262,Saint-Denis,424800423,83,False,3-7 ans
97411000AP0263,Saint-Denis,424800423,83,False,3-7 ans
97411000AP0264,Saint-Denis,424800423,83,False,3-7 ans
97411000AP0316,Saint-Denis,344146048,74,False,3-7 ans
97411000AP0358,Saint-Denis,441352879,72,False,3-7 ans
97411000AP0449,Saint-Denis,440874600,86,False,3-7 ans
97411000AP0462,Saint-Denis,424039709,82,False,3-7 ans
97411000AP0463,Saint-Denis,424039709,82,False,3-7 ans
97411000AP0500,Saint-Denis,843351594,75,False,3-7 ans
97411000AR0033,Saint-Denis,397487950,85,False,3-7 ans
97411000AR0055,Saint-Denis,430147108,88,False,3-7 ans
97411000AR0064,Saint-Denis,329209639,77,False,3-7 ans
97411000AR0065,Saint-Denis,329209639,77,False,3-7 ans
97411000AR0066,Saint-Denis,329209639,77,False,3-7 ans
97411000AR0071,Saint-Denis,329209639,77,False,3-7 ans
97411000AR0075,Saint-Denis,315947465,72,False,3-7 ans
97411000AR0087,Saint-Denis,323650770,74,False,3-7 ans
97411000AR0134,Saint-Denis,323650770,74,False,3-7 ans
97411000AR0144,Saint-Denis,383801768,74,False,3-7 ans
97411000AR0146,Saint-Denis,429083561,79,False,3-7 ans
97411000AR0246,Saint-Denis,503743445,83,False,3-7 ans
97411000AS0021,Saint-Denis,378894174,87,False,3-7 ans
97411000AS0025,Saint-Denis,448949032,75,False,3-7 ans
97411000AS0063,Saint-Denis,379631765,83,False,3-7 ans
97411000AS0100,Saint-Denis,419356050,74,False,3-7 ans
97411000AS0101,Saint-Denis,419356050,74,False,3-7 ans
97411000AS0108,Saint-Denis,332013135,86,False,3-7 ans
97411000AS0143,Saint-Denis,485011357,79,False,3-7 ans
97411000AS0173,Saint-Denis,491313235,80,False,3-7 ans
97411000AS0190,Saint-Denis,807780119,92,False,3-7 ans
97411000AS0270,Saint-Denis,420708224,74,False,3-7 ans
97411000AS0279,Saint-Denis,823613716,73,False,3-7 ans
97411000AS0321,Saint-Denis,431792332,75,False,3-7 ans
97411000AS0424,Saint-Denis,442547998,93,False,3-7 ans
97411000AS0468,Saint-Denis,414762450,92,False,3-7 ans
97411000AS0580,Saint-Denis,448949032,75,False,3-7 ans
97411000AS0581,Saint-Denis,448949032,75,False,3-7 ans
97411000AT0047,Saint-Denis,385273925,77,False,3-7 ans
97411000AT0144,Saint-Denis,889892881,77,False,3-7 ans
97411000AT0145,Saint-Denis,889892881,77,False,3-7 ans
97411000AT0148,Saint-Denis,889892881,77,False,3-7 ans
97411000AT0199,Saint-Denis,400520045,70,False,3-7 ans
97411000AT0277,Saint-Denis,480074962,71,False,3-7 ans
97411000AT0528,Saint-Denis,480074962,71,False,3-7 ans
97411000AT0714,Saint-Denis,402121354,78,False,3-7 ans
97411000AV0015,Saint-Denis,422738427,91,False,3-7 ans
97411000AV0030,Saint-Denis,448797217,87,False,3-7 ans
97411000AV0144,Saint-Denis,420776825,83,False,3-7 ans
97411000AV0147,Saint-Denis,821907532,74,False,3-7 ans
97411000AV0433,Saint-Denis,483256335,72,False,3-7 ans
97411000AW0098,Saint-Denis,847840360,71,False,3-7 ans
97411000AW0238,Saint-Denis,323402628,71,False,3-7 ans
97411000AW0343,Saint-Denis,393347240,86,False,3-7 ans
97411000AW0627,Saint-Denis,492675624,74,False,3-7 ans
97411000AW0635,Saint-Denis,318226545,77,False,3-7 ans
97411000AW0636,Saint-Denis,318226545,77,False,3-7 ans
97411000AW0637,Saint-Denis,318226545,77,False,3-7 ans
97411000AW0638,Saint-Denis,318226545,77,False,3-7 ans
97411000AW0639,Saint-Denis,318226545,77,False,3-7 ans
97411000AW0640,Saint-Denis,318226545,77,False,3-7 ans
97411000AW0778,Saint-Denis,832327167,93,False,3-7 ans
97411000AW0779,Saint-Denis,832327167,93,False,3-7 ans
97411000AW0782,Saint-Denis,402347215,76,False,3-7 ans
97411000AW0802,Saint-Denis,439533811,75,False,3-7 ans
97411000AW0803,Saint-Denis,439533811,75,False,3-7 ans
97411000AW0866,Saint-Denis,439533811,75,False,3-7 ans
97411000AW0868,Saint-Denis,439533811,75,False,3-7 ans
97411000AW0896,Saint-Denis,402347215,76,False,3-7 ans
97411000AW0934,Saint-Denis,492675624,74,False,3-7 ans
97411000AW0943,Saint-Denis,492675624,74,False,3-7 ans
97411000AW0998,Saint-Denis,393347240,86,False,3-7 ans
97411000AW0999,Saint-Denis,393347240,86,False,3-7 ans
97411000AW1016,Saint-Denis,393347240,86,False,3-7 ans
97411000AW1018,Saint-Denis,393347240,86,False,3-7 ans
97411000AY0114,Saint-Denis,350008850,75,False,3-7 ans
97411000AY0116,Saint-Denis,482858933,82,False,3-7 ans
97411000AY0123,Saint-Denis,537933368,73,False,3-7 ans
97411000AY0133,Saint-Denis,507914042,72,False,3-7 ans
97411000AY0135,Saint-Denis,383801768,74,False,3-7 ans
97411000AY0136,Saint-Denis,383801768,74,False,3-7 ans
97411000AY0320,Saint-Denis,348458894,89,False,3-7 ans
97411000AY0322,Saint-Denis,348458894,89,False,3-7 ans
97411000AY0324,Saint-Denis,348458894,89,False,3-7 ans
97411000AY0327,Saint-Denis,348458894,89,False,3-7 ans
97411000AZ0004,Saint-Denis,834381949,74,False,3-7 ans
97411000AZ0012,Saint-Denis,534434840,85,False,3-7 ans
97411000AZ0116,Saint-Denis,342181989,93,False,3-7 ans
97411000AZ0148,Saint-Denis,322523309,78,False,3-7 ans
